nuts2;year;edu_index;edu_index_im
PL43;2013;0.790001143;0.790001143
PL43;2014;0.798219432;0.798219432
PL43;2015;0.795397169;0.795397169
PL43;2016;0.795403915;0.795403915
PL43;2017;0.800640681;0.800640681
PL43;2018;0.79769358;0.79769358
PL43;2019;0.80686013;0.80686013
PL43;2020;NA;0.802018916
PL51;2009;0.780910493;0.780910493
PL51;2010;0.775845102;0.775845102
PL51;2011;0.775600793;0.775600793
PL51;2012;0.77907819;0.77907819
PL51;2013;0.796417645;0.796417645
PL51;2014;0.820855599;0.820855599
PL51;2015;0.821575035;0.821575035
PL51;2016;0.829300223;0.829300223
PL51;2017;0.834831502;0.834831502
PL51;2018;0.843157131;0.843157131
PL51;2019;0.857076831;0.857076831
PL51;2020;NA;0.862789051
PL52;2009;0.782802206;0.782802206
PL52;2010;0.787053575;0.787053575
PL52;2011;0.786350253;0.786350253
PL52;2012;0.792163045;0.792163045
PL52;2013;0.789896345;0.789896345
PL52;2014;0.800239843;0.800239843
PL52;2015;0.808444505;0.808444505
PL52;2016;0.807183488;0.807183488
PL52;2017;0.812829458;0.812829458
PL52;2018;0.803095812;0.803095812
PL52;2019;0.81035818;0.81035818
PL52;2020;NA;0.815299884
PL61;2009;0.782802206;0.782802206
PL61;2010;0.787461163;0.787461163
PL61;2011;0.786514198;0.786514198
PL61;2012;0.791788854;0.791788854
PL61;2013;0.78997467;0.78997467
PL61;2014;0.785556462;0.785556462
PL61;2015;0.788883543;0.788883543
PL61;2016;0.799139586;0.799139586
PL61;2017;0.806144072;0.806144072
PL61;2018;0.800040708;0.800040708
PL61;2019;0.801655855;0.801655855
PL61;2020;NA;0.800462251
PL62;2009;0.781149546;0.781149546
PL62;2010;0.782225857;0.782225857
PL62;2011;0.785901664;0.785901664
PL62;2012;0.793811341;0.793811341
PL62;2013;0.78997467;0.78997467
PL62;2014;0.794174344;0.794174344
PL62;2015;0.796481846;0.796481846
PL62;2016;0.798605315;0.798605315
PL62;2017;0.799002635;0.799002635
PL62;2018;0.79282359;0.79282359
PL62;2019;0.798978463;0.798978463
PL62;2020;NA;0.800544246
PL63;2009;0.7780073;0.7780073
PL63;2010;0.772884504;0.772884504
PL63;2011;0.779008535;0.779008535
PL63;2012;0.799583971;0.799583971
PL63;2013;0.809111912;0.809111912
PL63;2014;0.817354899;0.817354899
PL63;2015;0.826490052;0.826490052
PL63;2016;0.838904729;0.838904729
PL63;2017;0.851505642;0.851505642
PL63;2018;0.851460056;0.851460056
PL63;2019;0.854729914;0.854729914
PL63;2020;NA;0.873727564
PL71;2009;0.779941811;0.779941811
PL71;2010;0.775477117;0.775477117
PL71;2011;0.776798308;0.776798308
PL71;2012;0.778741852;0.778741852
PL71;2013;0.789913223;0.789913223
PL71;2014;0.811832997;0.811832997
PL71;2015;0.819386678;0.819386678
PL71;2016;0.821218661;0.821218661
PL71;2017;0.825225653;0.825225653
PL71;2018;0.82262844;0.82262844
PL71;2019;0.825016854;0.825016854
PL71;2020;NA;0.839973272
PL72;2009;0.778186855;0.778186855
PL72;2010;0.775477117;0.775477117
PL72;2011;0.77812333;0.77812333
PL72;2012;0.77887993;0.77887993
PL72;2013;0.803014811;0.803014811
PL72;2014;0.813843453;0.813843453
PL72;2015;0.810630111;0.810630111
PL72;2016;0.821758584;0.821758584
PL72;2017;0.824094889;0.824094889
PL72;2018;0.821909355;0.821909355
PL72;2019;0.830831563;0.830831563
PL72;2020;NA;0.842821852
PL81;2009;0.778579498;0.778579498
PL81;2010;0.775126052;0.775126052
PL81;2011;0.776275835;0.776275835
PL81;2012;0.780059358;0.780059358
PL81;2013;0.799141417;0.799141417
PL81;2014;0.819356767;0.819356767
PL81;2015;0.821028103;0.821028103
PL81;2016;0.817437181;0.817437181
PL81;2017;0.818449177;0.818449177
PL81;2018;0.821195619;0.821195619
PL81;2019;0.837972531;0.837972531
PL81;2020;NA;0.848643614
PL82;2009;0.778186855;0.778186855
PL82;2010;0.776624955;0.776624955
PL82;2011;0.782231266;0.782231266
PL82;2012;0.782652544;0.782652544
PL82;2013;0.789373894;0.789373894
PL82;2014;0.803772519;0.803772519
PL82;2015;0.811176903;0.811176903
PL82;2016;0.822298398;0.822298398
PL82;2017;0.82635664;0.82635664
PL82;2018;0.818396265;0.818396265
PL82;2019;0.826744012;0.826744012
PL82;2020;NA;0.831923795
PL84;2009;0.777428029;0.777428029
PL84;2010;0.772859097;0.772859097
PL84;2011;0.779702092;0.779702092
PL84;2012;0.784835148;0.784835148
PL84;2013;0.803843028;0.803843028
PL84;2014;0.823845851;0.823845851
PL84;2015;0.826490052;0.826490052
PL84;2016;0.83144613;0.83144613
PL84;2017;0.838768619;0.838768619
PL84;2018;0.847731416;0.847731416
PL84;2019;0.84698918;0.84698918
PL84;2020;NA;0.864403913
PL91;2009;NA;0.890781534
PL91;2010;NA;0.895796765
PL91;2011;NA;0.900719521
PL91;2012;NA;0.902268079
PL91;2013;0.897535315;0.897535315
PL91;2014;0.927828281;0.927828281
PL91;2015;0.926619144;0.926619144
PL91;2016;0.935646323;0.935646323
PL91;2017;0.942684312;0.942684312
PL91;2018;0.937180963;0.937180963
PL91;2019;0.937776309;0.937776309
PL91;2020;NA;0.953333342
PL92;2009;NA;0.774692509
PL92;2010;NA;0.773985196
PL92;2011;NA;0.772766243
PL92;2012;NA;0.776870191
PL92;2013;0.790022861;0.790022861
PL92;2014;0.792149469;0.792149469
PL92;2015;0.791056647;0.791056647
PL92;2016;0.79167664;0.79167664
PL92;2017;0.794659962;0.794659962
PL92;2018;0.79282359;0.79282359
PL92;2019;0.810869025;0.810869025
PL92;2020;NA;0.808348061
PT11;2009;0.682;0.682
PT11;2010;0.694;0.694
PT11;2011;0.701;0.701
PT11;2012;0.71;0.71
PT11;2013;0.714;0.714
PT11;2014;0.725;0.725
PT11;2015;0.745;0.745
PT11;2016;0.739;0.739
PT11;2017;0.741;0.741
PT11;2018;0.743;0.743
PT11;2019;0.748;0.748
PT11;2020;NA;0.759532505
PT15;2009;0.683;0.683
PT15;2010;0.694;0.694
PT15;2011;0.699;0.699
PT15;2012;0.71;0.71
PT15;2013;0.715;0.715
PT15;2014;0.72;0.72
PT15;2015;0.729;0.729
PT15;2016;0.72;0.72
PT15;2017;0.724;0.724
PT15;2018;0.72;0.72
PT15;2019;0.723;0.723
PT15;2020;NA;0.731411424
PT16;2009;0.696;0.696
PT16;2010;0.71;0.71
PT16;2011;0.717;0.717
PT16;2012;0.729;0.729
PT16;2013;0.734;0.734
PT16;2014;0.746;0.746
PT16;2015;0.767;0.767
PT16;2016;0.759;0.759
PT16;2017;0.757;0.757
PT16;2018;0.757;0.757
PT16;2019;0.764;0.764
PT16;2020;NA;0.782153691
PT17;2009;0.759;0.759
PT17;2010;0.772;0.772
PT17;2011;0.777;0.777
PT17;2012;0.786;0.786
PT17;2013;0.796;0.796
PT17;2014;0.812;0.812
PT17;2015;0.829;0.829
PT17;2016;0.824;0.824
PT17;2017;0.823;0.823
PT17;2018;0.821;0.821
PT17;2019;0.829;0.829
PT17;2020;NA;0.856416405
PT18;2009;0.666;0.666
PT18;2010;0.68;0.68
PT18;2011;0.685;0.685
PT18;2012;0.692;0.692
PT18;2013;0.699;0.699
PT18;2014;0.707;0.707
PT18;2015;0.731;0.731
PT18;2016;0.725;0.725
PT18;2017;0.727;0.727
PT18;2018;0.728;0.728
PT18;2019;0.732;0.732
PT18;2020;NA;0.751218927
PT20;2009;0.629;0.629
PT20;2010;0.641;0.641
PT20;2011;0.643;0.643
PT20;2012;0.653;0.653
PT20;2013;0.655;0.655
PT20;2014;0.669;0.669
PT20;2015;0.691;0.691
PT20;2016;0.68;0.68
PT20;2017;0.676;0.676
PT20;2018;0.673;0.673
PT20;2019;0.672;0.672
PT20;2020;NA;0.697553332
PT30;2009;0.64;0.64
PT30;2010;0.65;0.65
PT30;2011;0.655;0.655
PT30;2012;0.663;0.663
PT30;2013;0.669;0.669
PT30;2014;0.675;0.675
PT30;2015;0.689;0.689
PT30;2016;0.684;0.684
PT30;2017;0.687;0.687
PT30;2018;0.687;0.687
PT30;2019;0.69;0.69
PT30;2020;NA;0.703724173
RO11;2009;0.750315331;0.750315331
RO11;2010;0.758126094;0.758126094
RO11;2011;0.755382028;0.755382028
RO11;2012;0.753408839;0.753408839
RO11;2013;0.754676854;0.754676854
RO11;2014;0.75482933;0.75482933
RO11;2015;0.767972852;0.767972852
RO11;2016;0.768303318;0.768303318
RO11;2017;0.765319498;0.765319498
RO11;2018;0.773638819;0.773638819
RO11;2019;0.778878125;0.778878125
RO11;2020;NA;0.779414226
RO12;2009;0.779;0.779
RO12;2010;0.775;0.775
RO12;2011;0.768;0.768
RO12;2012;0.755;0.755
RO12;2013;0.759;0.759
RO12;2014;0.755;0.755
RO12;2015;0.758;0.758
RO12;2016;0.763;0.763
RO12;2017;0.759;0.759
RO12;2018;0.758;0.758
RO12;2019;0.76;0.76
RO12;2020;NA;0.755949107
RO21;2009;0.772;0.772
RO21;2010;0.7705;0.7705
RO21;2011;0.7625;0.7625
RO21;2012;0.749;0.749
RO21;2013;0.7505;0.7505
RO21;2014;0.7515;0.7515
RO21;2015;0.7525;0.7525
RO21;2016;0.757;0.757
RO21;2017;0.7515;0.7515
RO21;2018;0.7535;0.7535
RO21;2019;0.7575;0.7575
RO21;2020;NA;0.745743948
RO22;2009;0.76;0.76
RO22;2010;0.758;0.758
RO22;2011;0.75;0.75
RO22;2012;0.737;0.737
RO22;2013;0.739;0.739
RO22;2014;0.736;0.736
RO22;2015;0.727;0.727
RO22;2016;0.741;0.741
RO22;2017;0.725;0.725
RO22;2018;0.721;0.721
RO22;2019;0.726;0.726
RO22;2020;NA;0.715616966
RO31;2009;0.73;0.73
RO31;2010;0.729;0.729
RO31;2011;0.722;0.722
RO31;2012;0.71;0.71
RO31;2013;0.713;0.713
RO31;2014;0.705;0.705
RO31;2015;0.707;0.707
RO31;2016;0.712;0.712
RO31;2017;0.703;0.703
RO31;2018;0.699;0.699
RO31;2019;0.701;0.701
RO31;2020;NA;0.700711348
RO32;2009;0.889;0.889
RO32;2010;0.894;0.894
RO32;2011;0.901;0.901
RO32;2012;0.894;0.894
RO32;2013;0.898;0.898
RO32;2014;0.908;0.908
RO32;2015;0.901;0.901
RO32;2016;0.907;0.907
RO32;2017;0.909;0.909
RO32;2018;0.91;0.91
RO32;2019;0.917;0.917
RO32;2020;NA;0.917564342
RO41;2009;0.78;0.78
RO41;2010;0.776;0.776
RO41;2011;0.767;0.767
RO41;2012;0.755;0.755
RO41;2013;0.758;0.758
RO41;2014;0.761;0.761
RO41;2015;0.755;0.755
RO41;2016;0.758;0.758
RO41;2017;0.742;0.742
RO41;2018;0.737;0.737
RO41;2019;0.741;0.741
RO41;2020;NA;0.733600806
RO42;2009;0.806;0.806
RO42;2010;0.803;0.803
RO42;2011;0.795;0.795
RO42;2012;0.78;0.78
RO42;2013;0.779;0.779
RO42;2014;0.777;0.777
RO42;2015;0.778;0.778
RO42;2016;0.783;0.783
RO42;2017;0.771;0.771
RO42;2018;0.771;0.771
RO42;2019;0.774;0.774
RO42;2020;NA;0.767069074
SE11;2009;0.858;0.858
SE11;2010;0.866;0.866
SE11;2011;0.867;0.867
SE11;2012;0.866;0.866
SE11;2013;0.921;0.921
SE11;2014;0.927;0.927
SE11;2015;0.931;0.931
SE11;2016;0.931;0.931
SE11;2017;0.93;0.93
SE11;2018;0.931;0.931
SE11;2019;0.933;0.933
SE11;2020;NA;0.958185444
SE12;2009;0.847;0.847
SE12;2010;0.856;0.856
SE12;2011;0.855;0.855
SE12;2012;0.857;0.857
SE12;2013;0.903;0.903
SE12;2014;0.906;0.906
SE12;2015;0.907;0.907
SE12;2016;0.907;0.907
SE12;2017;0.908;0.908
SE12;2018;0.907;0.907
SE12;2019;0.913;0.913
SE12;2020;NA;0.929108288
SE21;2009;0.824;0.824
SE21;2010;0.832;0.832
SE21;2011;0.833;0.833
SE21;2012;0.834;0.834
SE21;2013;0.89;0.89
SE21;2014;0.896;0.896
SE21;2015;0.9;0.9
SE21;2016;0.899;0.899
SE21;2017;0.898;0.898
SE21;2018;0.901;0.901
SE21;2019;0.905;0.905
SE21;2020;NA;0.927775208
SE22;2009;0.85;0.85
SE22;2010;0.859;0.859
SE22;2011;0.858;0.858
SE22;2012;0.857;0.857
SE22;2013;0.908;0.908
SE22;2014;0.91;0.91
SE22;2015;0.916;0.916
SE22;2016;0.917;0.917
SE22;2017;0.918;0.918
SE22;2018;0.916;0.916
SE22;2019;0.918;0.918
SE22;2020;NA;0.936848585
SE23;2009;0.834;0.834
SE23;2010;0.844;0.844
SE23;2011;0.845;0.845
SE23;2012;0.846;0.846
SE23;2013;0.902;0.902
SE23;2014;0.91;0.91
SE23;2015;0.912;0.912
SE23;2016;0.911;0.911
SE23;2017;0.911;0.911
SE23;2018;0.912;0.912
SE23;2019;0.915;0.915
SE23;2020;NA;0.934989757
SE31;2009;0.816;0.816
SE31;2010;0.826;0.826
SE31;2011;0.826;0.826
SE31;2012;0.825;0.825
SE31;2013;0.88;0.88
SE31;2014;0.886;0.886
SE31;2015;0.897;0.897
SE31;2016;0.898;0.898
SE31;2017;0.897;0.897
SE31;2018;0.896;0.896
SE31;2019;0.897;0.897
SE31;2020;NA;0.930223488
SE32;2009;0.821;0.821
SE32;2010;0.829;0.829
SE32;2011;0.829;0.829
SE32;2012;0.826;0.826
SE32;2013;0.883;0.883
SE32;2014;0.885;0.885
SE32;2015;0.897;0.897
SE32;2016;0.9;0.9
SE32;2017;0.9;0.9
SE32;2018;0.903;0.903
SE32;2019;0.907;0.907
SE32;2020;NA;0.935235978
SE33;2009;0.857;0.857
SE33;2010;0.869;0.869
SE33;2011;0.871;0.871
SE33;2012;0.872;0.872
SE33;2013;0.908;0.908
SE33;2014;0.911;0.911
SE33;2015;0.913;0.913
SE33;2016;0.911;0.911
SE33;2017;0.909;0.909
SE33;2018;0.911;0.911
SE33;2019;0.915;0.915
SE33;2020;NA;0.935523161
SI03;2009;0.850625;0.850625
SI03;2010;0.85325;0.85325
SI03;2011;0.851;0.851
SI03;2012;0.834875;0.834875
SI03;2013;0.854375;0.854375
SI03;2014;0.852625;0.852625
SI03;2015;0.8505;0.8505
SI03;2016;0.85925;0.85925
SI03;2017;0.869125;0.869125
SI03;2018;0.8755;0.8755
SI03;2019;0.88725;0.88725
SI03;2020;NA;0.873646614
SI04;2009;0.88475;0.88475
SI04;2010;0.8875;0.8875
SI04;2011;0.88525;0.88525
SI04;2012;0.8685;0.8685
SI04;2013;0.88475;0.88475
SI04;2014;0.88475;0.88475
SI04;2015;0.88275;0.88275
SI04;2016;0.89025;0.89025
SI04;2017;0.9005;0.9005
SI04;2018;0.90725;0.90725
SI04;2019;0.91825;0.91825
SI04;2020;NA;0.901713873
SK01;2009;0.91;0.91
SK01;2010;0.917;0.917
SK01;2011;0.94;0.94
SK01;2012;0.947;0.947
SK01;2013;0.941;0.941
SK01;2014;0.947;0.947
SK01;2015;0.95;0.95
SK01;2016;0.954;0.954
SK01;2017;0.96;0.96
SK01;2018;0.959;0.959
SK01;2019;0.963;0.963
SK01;2020;NA;0.973431186
SK02;2009;0.779;0.779
SK02;2010;0.786;0.786
SK02;2011;0.802;0.802
SK02;2012;0.809;0.809
SK02;2013;0.805;0.805
SK02;2014;0.806;0.806
SK02;2015;0.812;0.812
SK02;2016;0.816;0.816
SK02;2017;0.814;0.814
SK02;2018;0.809;0.809
SK02;2019;0.813;0.813
SK02;2020;NA;0.824142953
SK03;2009;0.772;0.772
SK03;2010;0.781;0.781
SK03;2011;0.796;0.796
SK03;2012;0.803;0.803
SK03;2013;0.799;0.799
SK03;2014;0.797;0.797
SK03;2015;0.805;0.805
SK03;2016;0.803;0.803
SK03;2017;0.801;0.801
SK03;2018;0.8;0.8
SK03;2019;0.805;0.805
SK03;2020;NA;0.807663665
SK04;2009;0.747;0.747
SK04;2010;0.753;0.753
SK04;2011;0.769;0.769
SK04;2012;0.774;0.774
SK04;2013;0.773;0.773
SK04;2014;0.776;0.776
SK04;2015;0.777;0.777
SK04;2016;0.776;0.776
SK04;2017;0.774;0.774
SK04;2018;0.777;0.777
SK04;2019;0.778;0.778
SK04;2020;NA;0.784974572
UKC1;2009;0.794485912;0.794485912
UKC1;2010;0.85004677;0.85004677
UKC1;2011;0.838160972;0.838160972
UKC1;2012;0.826081073;0.826081073
UKC1;2013;0.815717961;0.815717961
UKC1;2014;0.838115098;0.838115098
UKC1;2015;0.85990885;0.85990885
UKC1;2016;0.849856936;0.849856936
UKC1;2017;0.84932007;0.84932007
UKC1;2018;0.846975361;0.846975361
UKC1;2019;0.841577517;0.841577517
UKC1;2020;NA;0.855807996
UKC2;2009;0.823588528;0.823588528
UKC2;2010;0.845014698;0.845014698
UKC2;2011;0.847522205;0.847522205
UKC2;2012;0.854112207;0.854112207
UKC2;2013;0.851156969;0.851156969
UKC2;2014;0.843904005;0.843904005
UKC2;2015;0.863723345;0.863723345
UKC2;2016;0.873190903;0.873190903
UKC2;2017;0.87131954;0.87131954
UKC2;2018;0.864462134;0.864462134
UKC2;2019;0.866223545;0.866223545
UKC2;2020;NA;0.876589319
UKD1;2009;0.8399639;0.8399639
UKD1;2010;0.855068214;0.855068214
UKD1;2011;0.850453367;0.850453367
UKD1;2012;0.854332645;0.854332645
UKD1;2013;0.866741357;0.866741357
UKD1;2014;0.850549169;0.850549169
UKD1;2015;0.854502198;0.854502198
UKD1;2016;0.867605976;0.867605976
UKD1;2017;0.853675435;0.853675435
UKD1;2018;0.866938667;0.866938667
UKD1;2019;0.867334173;0.867334173
UKD1;2020;NA;0.865367723
UKD3;2009;0.847775103;0.847775103
UKD3;2010;0.855551608;0.855551608
UKD3;2011;0.849005515;0.849005515
UKD3;2012;0.860362438;0.860362438
UKD3;2013;0.872282346;0.872282346
UKD3;2014;0.870550279;0.870550279
UKD3;2015;0.879666176;0.879666176
UKD3;2016;0.881681935;0.881681935
UKD3;2017;0.880419928;0.880419928
UKD3;2018;0.886026392;0.886026392
UKD3;2019;0.891721326;0.891721326
UKD3;2020;NA;0.89956788
UKD4;2009;0.846633402;0.846633402
UKD4;2010;0.85633719;0.85633719
UKD4;2011;0.849096976;0.849096976
UKD4;2012;0.860808398;0.860808398
UKD4;2013;0.855703228;0.855703228
UKD4;2014;0.842944784;0.842944784
UKD4;2015;0.85698299;0.85698299
UKD4;2016;0.869953783;0.869953783
UKD4;2017;0.874259434;0.874259434
UKD4;2018;0.881498793;0.881498793
UKD4;2019;0.87640103;0.87640103
UKD4;2020;NA;0.869884173
UKD6;2009;0.858832044;0.858832044
UKD6;2010;0.875634597;0.875634597
UKD6;2011;0.881318258;0.881318258
UKD6;2012;0.882651039;0.882651039
UKD6;2013;0.887015281;0.887015281
UKD6;2014;0.905109169;0.905109169
UKD6;2015;0.901030364;0.901030364
UKD6;2016;0.911419237;0.911419237
UKD6;2017;0.918975771;0.918975771
UKD6;2018;0.910974656;0.910974656
UKD6;2019;0.907303515;0.907303515
UKD6;2020;NA;0.923619092
UKD7;2009;0.839136331;0.839136331
UKD7;2010;0.822830701;0.822830701
UKD7;2011;0.822196787;0.822196787
UKD7;2012;0.847035778;0.847035778
UKD7;2013;0.846876502;0.846876502
UKD7;2014;0.843904005;0.843904005
UKD7;2015;0.85698299;0.85698299
UKD7;2016;0.864749964;0.864749964
UKD7;2017;0.864758794;0.864758794
UKD7;2018;0.875471667;0.875471667
UKD7;2019;0.877418135;0.877418135
UKD7;2020;NA;0.877959094
UKE1;2009;0.815544221;0.815544221
UKE1;2010;0.827653165;0.827653165
UKE1;2011;0.851456724;0.851456724
UKE1;2012;0.830505526;0.830505526
UKE1;2013;0.8319955;0.8319955
UKE1;2014;0.832743913;0.832743913
UKE1;2015;0.850455102;0.850455102
UKE1;2016;0.855433697;0.855433697
UKE1;2017;0.852592603;0.852592603
UKE1;2018;0.841616775;0.841616775
UKE1;2019;0.830243274;0.830243274
UKE1;2020;NA;0.844656218
UKE2;2009;0.87347052;0.87347052
UKE2;2010;0.864154253;0.864154253
UKE2;2011;0.882246201;0.882246201
UKE2;2012;0.883561308;0.883561308
UKE2;2013;0.888174957;0.888174957
UKE2;2014;0.89784589;0.89784589
UKE2;2015;0.89599564;0.89599564
UKE2;2016;0.891424595;0.891424595
UKE2;2017;0.899036421;0.899036421
UKE2;2018;0.913691269;0.913691269
UKE2;2019;0.892551052;0.892551052
UKE2;2020;NA;0.910431253
UKE3;2009;0.818267221;0.818267221
UKE3;2010;0.821187128;0.821187128
UKE3;2011;0.839540244;0.839540244
UKE3;2012;0.851363621;0.851363621
UKE3;2013;0.844606211;0.844606211
UKE3;2014;0.84101946;0.84101946
UKE3;2015;0.854001409;0.854001409
UKE3;2016;0.856931759;0.856931759
UKE3;2017;0.868826074;0.868826074
UKE3;2018;0.888545572;0.888545572
UKE3;2019;0.879417741;0.879417741
UKE3;2020;NA;0.890660944
UKE4;2009;0.848194155;0.848194155
UKE4;2010;0.852791039;0.852791039
UKE4;2011;0.852750036;0.852750036
UKE4;2012;0.854942425;0.854942425
UKE4;2013;0.866741357;0.866741357
UKE4;2014;0.854751438;0.854751438
UKE4;2015;0.862779002;0.862779002
UKE4;2016;0.85989765;0.85989765
UKE4;2017;0.866804057;0.866804057
UKE4;2018;0.879069393;0.879069393
UKE4;2019;0.877418135;0.877418135
UKE4;2020;NA;0.875558156
UKF1;2009;0.845888096;0.845888096
UKF1;2010;0.855221333;0.855221333
UKF1;2011;0.846436908;0.846436908
UKF1;2012;0.855147366;0.855147366
UKF1;2013;0.871452276;0.871452276
UKF1;2014;0.857521372;0.857521372
UKF1;2015;0.875437395;0.875437395
UKF1;2016;0.869953783;0.869953783
UKF1;2017;0.867818027;0.867818027
UKF1;2018;0.87856968;0.87856968
UKF1;2019;0.877922365;0.877922365
UKF1;2020;NA;0.882234764
UKF2;2009;0.843425145;0.843425145
UKF2;2010;0.855398513;0.855398513
UKF2;2011;0.846464708;0.846464708
UKF2;2012;0.854446417;0.854446417
UKF2;2013;0.873789541;0.873789541
UKF2;2014;0.862533646;0.862533646
UKF2;2015;0.861828472;0.861828472
UKF2;2016;0.86948658;0.86948658
UKF2;2017;0.879024699;0.879024699
UKF2;2018;0.886026392;0.886026392
UKF2;2019;0.881852514;0.881852514
UKF2;2020;NA;0.891013965
UKF3;2009;0.814174499;0.814174499
UKF3;2010;0.84048739;0.84048739
UKF3;2011;0.846574211;0.846574211
UKF3;2012;0.844661628;0.844661628
UKF3;2013;0.849769039;0.849769039
UKF3;2014;0.84101946;0.84101946
UKF3;2015;0.847881713;0.847881713
UKF3;2016;0.844684912;0.844684912
UKF3;2017;0.855827974;0.855827974
UKF3;2018;0.87163388;0.87163388
UKF3;2019;0.857076831;0.857076831
UKF3;2020;NA;0.872331322
UKG1;2009;0.849481929;0.849481929
UKG1;2010;0.857122399;0.857122399
UKG1;2011;0.850154031;0.850154031
UKG1;2012;0.875154297;0.875154297
UKG1;2013;0.880126536;0.880126536
UKG1;2014;0.87961631;0.87961631
UKG1;2015;0.898892663;0.898892663
UKG1;2016;0.895900211;0.895900211
UKG1;2017;0.890160552;0.890160552
UKG1;2018;0.900552096;0.900552096
UKG1;2019;0.894576762;0.894576762
UKG1;2020;NA;0.904994013
UKG2;2009;0.833261038;0.833261038
UKG2;2010;0.853204253;0.853204253
UKG2;2011;0.848761139;0.848761139
UKG2;2012;0.85237147;0.85237147
UKG2;2013;0.847614125;0.847614125
UKG2;2014;0.84101946;0.84101946
UKG2;2015;0.865128263;0.865128263
UKG2;2016;0.858419766;0.858419766
UKG2;2017;0.867818027;0.867818027
UKG2;2018;0.877042253;0.877042253
UKG2;2019;0.882330871;0.882330871
UKG2;2020;NA;0.876330576
UKG3;2009;0.814174499;0.814174499
UKG3;2010;0.809466021;0.809466021
UKG3;2011;0.828959163;0.828959163
UKG3;2012;0.850523007;0.850523007
UKG3;2013;0.838137752;0.838137752
UKG3;2014;0.839085329;0.839085329
UKG3;2015;0.851983427;0.851983427
UKG3;2016;0.84882972;0.84882972
UKG3;2017;0.850414735;0.850414735
UKG3;2018;0.849979924;0.849979924
UKG3;2019;0.86227509;0.86227509
UKG3;2020;NA;0.86637358
UKH1;2009;0.848785301;0.848785301
UKH1;2010;0.855083251;0.855083251
UKH1;2011;0.847522205;0.847522205
UKH1;2012;0.869917736;0.869917736
UKH1;2013;0.875538667;0.875538667
UKH1;2014;0.867460141;0.867460141
UKH1;2015;0.865128263;0.865128263
UKH1;2016;0.874560266;0.874560266
UKH1;2017;0.878085622;0.878085622
UKH1;2018;0.882438922;0.882438922
UKH1;2019;0.882330871;0.882330871
UKH1;2020;NA;0.88774101
UKH2;2009;0.851549386;0.851549386
UKH2;2010;0.871802134;0.871802134
UKH2;2011;0.882800969;0.882800969
UKH2;2012;0.884086885;0.884086885
UKH2;2013;0.882626122;0.882626122
UKH2;2014;0.90189072;0.90189072
UKH2;2015;0.897812826;0.897812826
UKH2;2016;0.904168121;0.904168121
UKH2;2017;0.907088396;0.907088396
UKH2;2018;0.910472018;0.910472018
UKH2;2019;0.912853393;0.912853393
UKH2;2020;NA;0.918181982
UKH3;2009;0.792196835;0.792196835
UKH3;2010;0.806132145;0.806132145
UKH3;2011;0.820459493;0.820459493
UKH3;2012;0.852647005;0.852647005
UKH3;2013;0.849769039;0.849769039
UKH3;2014;0.840053468;0.840053468
UKH3;2015;0.849942973;0.849942973
UKH3;2016;0.854429435;0.854429435
UKH3;2017;0.864243951;0.864243951
UKH3;2018;0.856490268;0.856490268
UKH3;2019;0.870073245;0.870073245
UKH3;2020;NA;0.877997341
UKI0;2009;0.915;0.915
UKI0;2010;0.919;0.919
UKI0;2011;0.9;0.9
UKI0;2012;0.895;0.895
UKI0;2013;0.941;0.941
UKI0;2014;0.95;0.95
UKI0;2015;0.94;0.94
UKI0;2016;0.941;0.941
UKI0;2017;0.94;0.94
UKI0;2018;0.948;0.948
UKI0;2019;0.961;0.961
UKI0;2020;NA;0.960651798
UKJ1;2009;0.881409312;0.881409312
UKJ1;2010;0.879922749;0.879922749
UKJ1;2011;0.891166066;0.891166066
UKJ1;2012;0.886542172;0.886542172
UKJ1;2013;0.898536953;0.898536953
UKJ1;2014;0.925047158;0.925047158
UKJ1;2015;0.925308787;0.925308787
UKJ1;2016;0.928601493;0.928601493
UKJ1;2017;0.934652732;0.934652732
UKJ1;2018;0.92653341;0.92653341
UKJ1;2019;0.930082313;0.930082313
UKJ1;2020;NA;0.946605778
UKJ2;2009;0.87347052;0.87347052
UKJ2;2010;0.877838534;0.877838534
UKJ2;2011;0.878418915;0.878418915
UKJ2;2012;0.88540654;0.88540654
UKJ2;2013;0.887939154;0.887939154
UKJ2;2014;0.902696649;0.902696649
UKJ2;2015;0.907634522;0.907634522
UKJ2;2016;0.911419237;0.911419237
UKJ2;2017;0.920854316;0.920854316
UKJ2;2018;0.920238376;0.920238376
UKJ2;2019;0.925196958;0.925196958
UKJ2;2020;NA;0.931283689
UKJ3;2009;0.849747144;0.849747144
UKJ3;2010;0.859873608;0.859873608
UKJ3;2011;0.881380907;0.881380907
UKJ3;2012;0.88144562;0.88144562
UKJ3;2013;0.883520718;0.883520718
UKJ3;2014;0.894997341;0.894997341
UKJ3;2015;0.887314014;0.887314014
UKJ3;2016;0.884277076;0.884277076
UKJ3;2017;0.896306121;0.896306121
UKJ3;2018;0.900857973;0.900857973
UKJ3;2019;0.911339939;0.911339939
UKJ3;2020;NA;0.917879767
UKJ4;2009;0.839136331;0.839136331
UKJ4;2010;0.855532757;0.855532757
UKJ4;2011;0.846176939;0.846176939
UKJ4;2012;0.855147366;0.855147366
UKJ4;2013;0.870255361;0.870255361
