"nuts2","year","flow_in","flow_out"
"SE23",2008,24,35
"EL43",2012,8,9
"UKL2",1988,4,3
"UKK1",1970,1,0
"DE13",2000,9,18
"AT33",2011,8,9
"ITF3",2004,18,28
"ITF2",2004,7,3
"FR10",1964,3,1
"NL12",2016,18,14
"FRD1",2021,7,6
"UKK4",2001,127,36
"ES42",2004,7,3
"DK01",2005,12,14
"SE33",2012,31,28
"LV00",1974,0,1
"SE22",1996,7,6
"HU32",2012,6,9
"CZ03",2005,5,6
"CZ01",2005,65,60
"UKK2",2012,210,155
"DEA1",2012,13,21
"ES12",2002,2,9
"ES51",1995,18,8
"UKK1",2010,14,22
"DE24",1984,0,1
"DE50",1984,1,0
"SE12",1981,3,1
"DEA3",2008,21,25
"FRM0",2019,26,41
"EE00",1975,0,1
"UKE2",1989,13,4
"DK03",2004,14,12
"PL71",1994,16,17
"PL91",1994,61,50
"PT11",1998,117,100
"ITF5",1998,4,1
"DE25",1997,14,8
"CY00",1999,21,20
"ITF5",2013,2,7
"RO42",2018,9,23
"BE21",2012,14,14
"UKK1",1978,0,8
"NL41",2010,29,54
"ITI2",2007,1,0
"ITH3",2003,15,24
"FR10",1974,5,4
"PL82",2015,19,18
"FRC2",2010,4,8
"UKN0",2007,71,120
"FRJ1",2000,17,20
"PL92",2005,4,9
"PL61",2005,6,4
"NL33",1984,4,3
"UKJ2",2005,18,22
"EL63",2003,15,4
"IE06",1993,30,21
"UKF1",1992,22,18
"UKI0",1959,3,0
"PL43",2002,4,9
"RO42",2017,6,19
"HR05",1992,1,25
"CH01",1989,7,5
"HU21",2014,13,4
"PL63",2010,54,33
"PL62",2010,157,22
"ES41",1986,6,7
"ES13",1986,2,0
"SK03",2019,16,10
"BE23",2000,55,78
"BE25",2000,4,0
"FRJ2",1994,14,13
"PT16",1989,78,66
"RO32",2005,7,12
"BG33",2017,8,4
"DE50",1992,6,4
"HU33",2011,133,66
"CH07",1996,1,0
"PT17",2011,121,36
"HR05",2021,12,15
"CZ07",2019,31,15
"ES30",1983,24,7
"ES62",1983,1,0
"ITH4",2007,61,25
"DEF0",1998,3,9
"DE22",2021,5,2
"HR02",2011,46,21
"ITG2",2006,100,51
"UKM8",1987,70,57
"UKM5",1987,3,6
"DE60",1993,56,1
"ITF4",2011,9,12
"UKK2",1992,2,4
"UKK1",1992,42,90
"DE26",1990,0,1
"FRK2",2001,11,15
"UKK3",2012,10,36
"UKD3",2024,6,1
"FRI1",2024,1,0
"UKG2",1993,1,4
"UKK1",1993,26,30
"FR10",1984,58,35
"DK02",2007,12,12
"ES23",2005,3,0
"BG33",2008,12,2
"BG41",2008,178,396
"ITF5",2017,7,6
"UKL1",2001,19,22
"ITI4",1990,70,50
"ITC1",1990,11,0
"PL62",2008,6,5
"PL91",2002,336,219
"PL62",2002,7,3
"ES13",2011,25,12
"ES53",2010,29,21
"BE21",2005,8,5
"PT17",2006,8,16
"UKM5",2002,45,46
"DED4",2016,43,39
"PL21",2010,30,22
"NL11",1989,2,4
"EL61",2012,15,17
"CH07",2005,9,1
"RO21",2021,4,1
"CZ07",2012,184,93
"UKD7",1978,6,8
"UKH3",1989,5,8
"UKJ4",2007,10,10
"DE60",1998,15,13
"RO12",2020,10,11
"ES51",1978,2,1
"DE94",1996,1,2
"UKJ1",1984,17,20
"EL30",1999,48,31
"EL64",1999,1,0
"CH02",2005,113,121
"FRC2",2000,1,5
"NL11",2011,65,52
"EL30",1990,7,4
"UKG2",2004,12,21
"DE72",2009,27,50
"LT01",1983,0,2
"PT15",2006,10,4
"PL81",1996,0,52
"PL63",1996,9,2
"DEA1",2003,0,17
"PL51",1999,4,3
"FRK2",1978,0,2
"ES24",1978,1,8
"BE35",2001,3,0
"SK04",2012,2,1
"UKE3",1986,1,2
"UKK4",1986,1,1
"CH07",2007,5,11
"CH06",2012,22,8
"DE13",1992,18,46
"EL61",2010,49,2
"EL54",2018,42,61
"RO41",2017,9,24
"AT22",2003,22,11
"EL52",2000,56,43
"UKK3",2010,1,6
"UKK1",1973,30,1
"UKE4",1973,1,16
"UKJ3",1956,0,1
"UKE1",1956,1,0
"DE60",1987,1,5
"AT33",2007,21,32
"RO41",2019,3,4
"BG41",2001,10,15
"LV00",2019,409,360
"PL61",1997,44,45
"PL91",1997,11,9
"CZ01",2001,10,11
"CZ03",2001,2,0
"ES61",1983,32,25
"ES41",1983,7,12
"DE71",2007,24,29
"CH02",1988,4,0
"NO08",1989,12,5
"UKM8",1989,13,20
"DEA1",2000,30,16
"NL31",1985,4,1
"ES62",2005,51,40
"ITC3",2000,7,10
"DEB3",1992,0,7
"UKH1",1973,3,8
"UKJ2",1973,5,6
"UKF3",1998,4,0
"CZ07",2014,26,15
"AT22",2002,78,0
"PL63",2001,205,83
"SI03",2018,260,395
"BE33",2010,16,30
"LI00",2014,10,6
"UKD6",1971,0,1
"UKD3",1971,4,3
"DE12",1972,0,1
"DE60",1972,1,0
"BG41",1975,1,23
"DE30",2007,51,64
"UKJ4",2001,4,3
"FRE1",1993,36,14
"UKD6",1993,13,14
"SE31",2011,21,12
"DE73",2020,15,14
"HR03",2011,34,14
"ITC1",2001,192,145
"NO07",2014,124,64
"PL62",2009,55,23
"FRD1",1998,28,0
"EL65",1997,0,1
"EL63",1997,5,8
"UKE1",2010,11,14
"UKM8",2001,99,167
"FRB0",1996,0,12
"PL41",2001,12,37
"NL11",1988,0,4
"NL12",1988,1,1
"CZ03",2009,3,4
"UKJ2",1984,2,6
"DE21",2008,23,24
"DE11",1995,24,37
"DE25",1995,1,6
"DK04",2012,23,10
"CH01",1992,12,8
"HU23",2018,12,9
"DEA3",2017,11,22
"FRD2",2011,6,3
"NL23",2019,5,4
"FRH0",1988,3,1
"CZ01",2006,16,15
"BG41",2007,234,157
"BG32",2007,1,0
"CH02",2000,45,28
"ES13",1998,9,13
"ES21",1998,8,5
"NL33",1970,6,5
"UKI0",2024,36,7
"IE06",1995,25,31
"ITI1",1994,6,11
"EL52",2002,9,7
"LV00",1994,1,0
"SK04",1995,0,5
"SK01",1995,3,2
"UKD7",1977,0,2
"SE11",2001,10,8
"UKD4",1988,1,2
"ES70",2004,10,6
"ITI1",1993,5,11
"ITC3",1993,2,4
"BE10",2001,9,11
"ES12",2009,5,10
"DEC0",2011,41,90
"EL53",1997,1,0
"DED5",2006,16,9
"PL84",2014,10,10
"DEG0",2006,25,21
"EL54",2000,3,1
"ITH3",1985,0,9
"NL21",1993,1,12
"BG42",1989,11,5
"UKF1",1977,0,45
"UKI0",1972,48,62
"UKJ1",1972,5,18
"PT18",2011,16,13
"BE31",2012,42,35
"AT22",1994,1,4
"ITG2",1997,3,0
"AT13",2009,21,24
"UKD7",1996,10,21
"UKM9",2018,6,2
"NO02",2020,21,12
"PL22",1998,32,6
"HU32",1988,0,2
"FI1D",1990,0,1
"FI1B",1990,3,1
"ES24",1982,0,2
"ES52",1982,1,22
"AT13",1979,0,6
"DE71",1979,2,2
"UKM5",1990,21,8
"SE32",2012,6,5
"ES43",2000,6,0
"UKE3",1994,26,15
"LV00",2013,6,6
"CH06",2015,17,14
"DE50",1999,13,0
"UKF1",2008,18,27
"PL51",2002,3,7
"FRF2",2021,7,4
"BG41",2003,14,44
"UKK1",1980,32,1
"SE32",2003,9,1
"SE23",1989,3,13
"ES52",1989,12,10
"ES70",1989,2,1
"UKJ4",1990,2,4
"SK02",2008,67,44
"CZ05",2009,3,6
"CZ06",2009,10,5
"DEG0",1997,5,2
"SE23",2000,7,3
"UKN0",1983,0,3
"NO08",1983,1,7
"CH03",2003,11,4
"PL41",1990,0,11
"PL72",1990,2,0
"HU31",2018,5,6
"PL62",2015,9,6
"UKE1",2005,65,105
"SK02",2006,2,3
"PT18",2001,21,36
"HR05",2001,5,3
"UKD3",1977,7,9
"DE91",1972,1,1
"DEA5",1972,1,0
"NL31",1981,13,0
"FRH0",1991,1,0
"CH04",1993,5,7
"UKC1",1993,11,2
"NL22",1982,3,1
"NL41",1982,1,1
"UKH3",2005,10,11
"SE11",1991,10,12
"DEC0",2008,4,6
"FRD2",2014,5,9
"AT33",2021,88,77
"IE06",1973,3,1
"UKJ4",1973,2,0
"DE23",2015,20,25
"EL30",1988,54,82
"UKJ4",1988,0,1
"UKF2",1988,3,0
"ES22",2013,384,547
"NO07",2008,11,8
"NO02",2016,7,2
"SI04",2010,5,8
"UKM5",1991,42,64
"SE31",2007,11,3
"EE00",2007,5,1
"HU22",2015,6,4
"HU31",2015,61,24
"ITG1",2001,9,3
"LT01",1990,1,1
"LT02",1990,1,1
"ITI1",1983,6,13
"ITI3",1983,1,1
"AT13",1984,1,2
"BE24",1998,21,43
"NL42",2005,19,18
"PT16",1965,1,0
"DK01",1994,35,26
"EL65",2021,3,4
"DE12",1983,3,2
"DE27",2013,4,5
"AT22",2009,6,10
"UKK4",1984,1,1
"UKM8",1994,72,84
"ES21",1994,3,4
"UKM8",1998,37,55
"UKC1",1992,9,16
"DEC0",2003,4,10
"IE06",2001,81,96
"ITH1",2001,29,7
"NO06",2007,37,28
"FRF3",2004,9,6
"FRG0",2004,173,387
"UKG1",1973,0,1
"NL11",1982,0,1
"NL42",1982,3,0
"DE25",1998,3,6
"DE26",2014,9,15
"DE72",1989,26,14
"UKC2",1994,9,3
"CZ03",1975,1,0
"ITI1",1980,6,7
"ITI4",1980,13,4
"BE31",1974,0,1
"FRE1",1974,2,0
"HR05",1986,21,0
"EL61",2015,4,3
"ITG1",1986,2,3
"ITF4",1986,12,11
"UKG1",1975,0,1
"UKJ3",1975,3,2
"EL52",2012,235,390
"FI19",2003,40,35
"FI1D",2003,9,2
"UKL1",1996,12,29
"PT15",2009,20,21
"ES23",2010,49,16
"UKM7",1976,0,12
"UKI0",1976,10,5
"SK04",2020,5,11
"FRK2",1974,0,8
"BG42",2002,4,4
"UKC1",2009,9,11
"UKG3",2002,16,16
"ITI1",1966,0,1
"SK02",2018,9,4
"HR02",2008,3,5
"DE26",2001,378,64
"AT32",2001,1,11
"DE11",1991,1,4
"NL33",1992,6,5
"UKF1",1990,4,3
"ITF6",2000,50,16
"LV00",2018,222,221
"FRK2",1983,3,2
"UKJ2",2001,9,11
"DE91",2004,84,109
"BE24",1981,3,1
"BE21",1981,1,0
"AT32",2008,10,8
"UKG3",1976,6,5
"UKJ2",1976,4,2
"PL92",2011,16,9
"ES53",2005,29,7
"UKC2",1980,2,3
"SE33",2002,5,7
"UKM8",1995,30,77
"FRJ1",1978,2,2
"UKM8",1983,1,4
"NO06",1994,2,3
"DE80",2007,19,10
"AT12",2011,13,9
"FRI1",2003,37,20
"FRE2",2010,66,40
"UKF2",2020,2,3
"PL71",2005,7,6
"UKE2",1994,1,7
"UKL2",1994,6,8
"SK01",1998,2,1
"SK03",1998,1,2
"ES42",2007,27,25
"AT13",1999,6,9
"UKD7",1999,26,35
"NO07",2011,9,6
"CY00",2005,9,4
"ITC3",2007,71,175
"ITH4",1990,7,1
"EL43",1992,6,0
"AT22",2006,17,8
"FRH0",1999,14,14
"DE94",2011,6,3
"LT02",2016,15,22
"FRF1",1983,1,9
"PL42",2012,8,12
"UKJ2",1989,3,10
"PL21",1971,0,1
"PL22",1971,1,0
"RO32",1972,1,0
"CY00",1991,131,52
"NO07",1999,325,0
"FRJ1",1990,2,2
"FRF1",1990,5,12
"AT11",2017,0,1
"BE10",2007,13,14
"FRF2",2020,20,22
"PL42",2004,9,4
"PL51",2004,43,30
"UKD1",2017,1,6
"ES61",1985,3,2
"UKD4",1996,5,6
"UKM9",2020,25,24
"CZ06",1997,8,11
"DE13",1991,0,7
"DE21",1991,37,72
"UKJ1",1966,3,5
"UKC1",1966,2,3
"HU32",2013,18,17
"NL13",2020,7,9
"SK01",2004,3,14
"UKK1",1987,21,20
"UKM6",2008,2,0
"PL91",1977,3,2
"DE21",1994,3,7
"DE14",1994,4,15
"CZ03",2015,14,11
"FRD2",2006,6,16
"DEB2",2016,10,5
"UKH2",2010,12,5
"ITC1",2005,70,114
"UKF2",2004,2,0
"ES12",2001,24,37
"SK03",2007,2,3
"DEB2",2014,10,3
"ES24",1993,2,3
"DEA3",2013,24,23
"SI04",2012,7,8
"ITH5",1987,19,54
"PL82",2021,5,3
"DEA2",1981,0,4
"DEA1",1981,1,0
"DE73",1996,1,0
"CZ05",2011,12,16
"FRF2",2011,24,19
"UKM9",2012,12,1
"IE04",1997,7,6
"BE31",1985,1,0
"PL84",2013,6,7
"BG42",2013,12,12
"BG41",2013,84,66
"FRE2",2000,9,10
"FRC2",1999,11,4
"LT02",2006,4,1
"UKE3",1988,19,30
"DED2",2000,36,19
"DED4",2000,13,0
"ITG1",2008,96,63
"FRF1",1993,2,2
"EL41",2014,42,127
"DE72",2013,13,19
"RO12",2008,1,4
"DE24",2010,6,6
"ES12",2004,12,17
"DEF0",2000,25,36
"EL30",2011,36,39
"ES42",1994,3,1
"EL41",2017,11,16
"NL12",2017,13,4
"DE25",2009,61,36
"BE33",2003,2,4
"UKG3",1993,4,10
"ITC3",1996,0,4
"DEB2",1996,1,0
"IE04",2010,9,22
"NO07",2004,40,52
"FRJ2",1991,6,7
"UKG3",1985,94,142
"SK01",1982,0,1
"DEG0",2007,110,111
"DED2",2002,6,2
"DE25",1990,3,1
"DE27",1990,1,0
"DEF0",2006,7,9
"UKK3",2017,38,17
"EL63",1986,1,0
"BG42",2006,3,0
"ES62",2003,4,12
"NO0A",2005,4,6
"PT18",2006,9,6
"UKK2",1995,25,11
"RO42",2002,2,3
"FRD1",1997,2,0
"ITC4",1989,4,6
"EL63",1999,3,2
"AT12",2013,6,8
"ITF2",2005,14,0
"UKJ2",1974,2,1
"HU23",2010,5,10
"RO32",2004,10,11
"ES23",2011,10,9
"DEB2",1998,1,0
"NL11",1986,0,1
"NL32",1986,2,3
"UKL2",2000,20,24
"UKG2",1989,0,40
"UKD7",1989,7,6
"ES41",1990,24,18
"PT16",1974,0,2
"FRI3",2000,11,10
"NL34",2020,4,13
"PL22",1991,19,58
"PL21",1991,5,4
"EL43",2002,5,1
"BE32",2015,3,7
"ES43",2008,5,2
"ITG1",1997,13,10
"EL43",2007,5,4
"ITI3",2007,73,84
"ES13",1996,1,6
"DE72",2014,64,48
"DE26",1987,1,0
"BE10",1964,0,1
"ITH2",2001,2,7
"ES51",1991,60,31
"ES53",1991,1,0
"SE32",2002,6,0
"BG41",1994,21,15
"DED5",1994,16,0
"NL22",1993,29,42
"UKF3",2001,7,0
"DEC0",2009,4,6
"BG42",2020,11,15
"FI1C",1994,0,2
"FI1B",1994,8,6
"FI19",1987,4,5
"FI1B",1987,3,2
"RO11",1998,1,38
"DE11",2003,10,20
"UKH2",1994,5,1
"SE12",2022,0,3
"DE72",2010,7,14
"IS00",2010,6,4
"UKF3",2000,1,0
"NL11",1995,1,3
"NO0A",1997,2,6
"PL51",2009,90,121
"DE24",2003,8,6
"NO07",2000,4,1
"DK02",2024,0,1
"DK01",2024,4,3
"ITI4",1983,29,59
"FI1C",2005,14,12
"BG32",2021,4,6
"DK02",1995,2,0
"ITF3",2000,24,22
"FRH0",1986,180,91
"FRI1",1986,1,3
"UKN0",2003,3,6
"FRF3",1977,0,1
"BE24",2004,88,101
"DK03",2008,5,4
"IE04",1999,2,4
"FRK1",2008,9,5
"CH04",1994,6,11
"PT18",1997,5,6
"NO08",1987,15,4
"NO06",1987,1,2
"DEA4",1998,3,2
"HU23",2021,25,32
"DEB3",2007,9,6
"PL63",2005,20,42
"UKM5",2006,13,14
"UKG2",2010,6,11
"PL21",1980,15,0
"ITH4",1995,2,2
"NL31",1999,8,6
"HR02",2010,34,20
"ES24",1995,72,37
"BG33",2021,4,3
"NL22",1991,32,9
"NL33",1991,4,5
"RO12",2001,19,8
"ITI1",1990,16,32
"DK02",1998,5,8
"RO32",2008,22,23
"RO11",1995,0,25
"RO31",1995,1,0
"CH04",1988,4,2
"SE11",1999,5,9
"NO08",1999,7,5
"DE30",1982,3,6
"DEA5",1982,4,0
"ITH1",1988,0,1
"ITH3",1988,101,25
"PL71",2011,22,19
"EL41",2018,14,7
"ITF2",2016,8,6
"ES70",1994,4,1
"FRE2",1999,5,4
"DEB3",2002,6,2
"FRC1",1995,0,1
"UKE4",1982,3,2
"HU21",1995,3,0
"DK05",2006,6,2
"BE21",2007,16,20
"CZ04",2017,10,4
"ITF1",2010,15,11
"ES64",2017,2,1
"CZ01",1992,1,18
"NO08",2006,49,40
"PL72",2018,21,14
"ES43",1995,9,3
"BG41",1991,22,155
"FRE1",1991,8,14
"ITI1",1976,4,6
"ITC4",1976,96,47
"PL21",2007,42,43
"CH05",2010,5,2
"FRL0",2004,9,10
"FRI1",2004,27,36
"FRJ1",1998,22,13
"UKG2",2007,2,8
"NO06",2006,70,32
"HU32",2005,0,3
"PL43",2011,13,5
"UKC1",1989,5,2
"DE30",1984,24,73
"DE13",1984,1,6
"ES23",2001,13,0
"CZ05",2017,10,7
"DE30",1980,25,101
"CH02",1972,0,1
"CZ01",2000,198,232
"CZ04",2000,1,0
"DE80",1985,22,1
"EL61",2011,4,1
"ITG2",2002,1,0
"UKK1",1997,162,181
"DK03",2011,52,118
"UKE3",1987,4,2
"UKL2",1995,15,25
"BE24",1996,7,18
"LT01",1995,0,3
"LT02",1995,1,1
"CH03",2000,305,123
"SE11",2002,33,46
"ES22",2009,250,217
"FRI1",1993,4,5
"FRC1",1999,2,3
"CH06",2008,3,0
"RO31",2013,6,4
"SK01",2015,24,29
"DEC0",2004,10,6
"HU22",2018,4,4
"IE06",1970,2,9
"ITF4",2007,15,12
"NL13",2016,2,5
"EL30",1970,0,1
"NO07",1997,4,1
"FI1D",2006,9,3
"HU23",2013,30,49
"HU21",2013,5,0
"ES30",1980,0,5
"DEA4",1993,0,1
"DE80",1993,1,0
"RO11",2001,8,9
"ITG1",2009,18,20
"UKE4",1976,24,1
"UKC2",1976,1,0
"UKI0",2022,26,5
"DEG0",2014,331,375
"HU23",1998,0,11
"HU22",1998,19,18
"RO12",2014,324,244
"SE33",2008,162,145
"CZ08",2002,5,6
"CZ06",2002,5,2
"FI1B",1995,30,31
"UKM6",1995,1,0
"DEA1",2011,72,70
"UKH1",1970,16,36
"HU21",1998,2,0
"ES52",2022,0,2
"DED4",2003,2,1
"ES30",1981,3,6
"ES61",1981,2,0
"UKL1",1974,4,0
"AT32",2015,22,8
"BE10",1990,21,8
"CH07",2021,14,22
"UKK2",1988,2,3
"IE06",1988,1,20
"UKD4",1994,5,3
"ITG1",1998,3,8
"EL30",1985,11,9
"DE71",1989,1,0
"UKF3",1996,7,0
"ES30",1973,3,3
"ES52",1973,1,0
"PT15",2003,7,24
"NL34",2021,18,13
"DK03",2002,5,16
"DK02",2002,5,4
"HU12",2001,1,2
"AT21",2015,105,62
"IE06",1996,12,18
"NL23",2015,3,1
"PT11",1971,0,3
"BG42",2018,5,21
"FRE1",1995,8,5
"DEC0",2012,73,126
"DE14",1991,42,29
"IE04",2012,11,7
"UKJ1",1961,0,21
"HR02",2016,10,20
"DE94",2005,7,8
"UKD4",1990,7,3
"PL22",1995,3,1
"CH04",1981,7,15
"CH02",1981,1,3
"SI03",2008,2,1
"UKF1",1974,2,0
"NO06",2012,54,78
"EE00",2008,5,6
"UKD6",2009,6,4
"PT16",1986,18,127
"PT18",1986,1,0
"HU32",2008,3,2
"DK04",2009,24,29
"UKH3",1991,2,6
"CH03",1998,8,3
"HU23",1999,3,5
"UKE3",1969,3,4
"BE33",2012,25,28
"EL41",2019,4,11
"DEB2",2008,12,55
"HR05",2000,4,6
"HR03",2000,11,3
"UKC1",1986,2,4
"FRF2",2017,21,36
"CZ01",1942,1,0
"DE73",2005,13,12
"UKH3",1996,0,5
"LU00",1996,3,0
"DE73",2013,71,42
"UKJ1",1986,42,29
"ES53",2003,4,3
"AT22",1999,4,4
"BG33",2013,4,2
"RO21",2001,2,4
"DEB3",1993,0,51
"ITF3",1994,3,11
"ITF6",1994,5,6
"FI19",2001,3,4
"SK04",2019,6,9
"FRD1",1999,43,14
"ES41",1978,1,1
"ES52",1978,1,17
"CH01",1998,65,131
"ITI1",1987,186,37
"DE73",2016,22,36
"ITI4",1974,1,0
"PL52",2012,4,5
"RO12",1992,1,0
"RO21",2009,10,6
"NO08",2003,22,15
"UKH1",1979,25,41
"IE06",1979,5,0
"HU22",2017,8,3
"DE11",2005,6,11
"ES51",1986,186,94
"BE35",2009,1,45
"UKL1",1994,10,12
"RO31",2017,4,8
"UKE3",1990,6,5
"UKH1",1991,13,34
"FRJ1",1994,48,1
"ITC4",1995,24,16
"AT11",2008,0,1
"FRL0",1983,2,1
"SK01",2003,4,10
"FI1D",2000,56,20
"ITH5",1988,2,6
"ES30",2022,1,3
"ES24",2022,1,0
"FRK1",1999,0,19
"HU11",1995,108,110
"HU12",1995,2,48
"ITG2",2013,25,36
"SK01",1992,15,14
"PT15",1995,6,9
"DE13",2003,5,7
"PL62",1994,6,3
"LT02",2012,3,10
"LT01",2012,38,17
"RO11",2010,15,10
"RO32",2010,12,5
"CH07",2014,84,50
"SK03",1992,0,1
"FRH0",1985,0,1
"UKD3",1993,11,13
"PT11",1984,31,10
"UKC2",1987,20,13
"IE05",1987,39,38
"DED4",1995,0,1
"DEG0",1995,2,1
"PL61",2003,6,4
"FRE2",2007,6,4
"NL32",1993,70,138
"UKF1",1975,0,1
"DE24",2009,2,8
"UKH3",1990,2,3
"FRC1",2009,55,36
"NL32",1976,61,0
"EL61",1998,1,0
"DEA1",2010,352,300
"EE00",2003,25,0
"FRD2",1977,0,1
"FR10",1977,3,2
"IE04",2009,30,31
"DE25",1994,4,1
"SE11",1994,16,7
"AT32",2010,3,4
"ES41",1992,33,145
"ITC4",1991,7,8
"ITF3",1991,5,6
"FRE1",1992,1,1
"FI1B",1980,5,1
"SE33",1980,10,0
"HR03",2014,15,5
"FI1D",1995,4,1
"PL52",2011,4,1
"PT16",1994,11,15
"PL71",1980,0,1
"UKE1",2013,36,40
"PL91",1990,5,7
"FRF3",1997,2,2
"HU21",2016,73,72
"EE00",1985,0,7
"HR02",2019,3,8
"ES41",1991,6,4
"UKM9",2016,10,0
"EL41",2013,2,2
"FRB0",2001,13,6
"NL22",2004,9,12
"ITH4",1996,7,6
"CZ06",1999,4,2
"SI04",1994,1,1
"BG41",1982,1,2
"BG34",1982,6,0
"EL41",2021,6,7
"SI04",2022,1,9
"NO08",2001,10,4
"DE91",2006,265,240
"DEF0",1992,21,85
"AT13",1991,12,21
"DEA4",2016,14,15
"PL63",1992,0,1
"HR03",2004,9,8
"PL71",1992,5,3
"DE24",2005,44,12
"UKH1",1976,54,37
"UKC1",1976,2,2
"AT32",2013,50,37
"PT30",2014,4,6
"ES12",1994,10,6
"DE50",2003,77,56
"DEA5",1985,18,1
"CH04",1985,10,3
"DK01",1993,9,8
"FI19",1997,6,4
"FI1B",1997,8,12
"ES41",1970,0,1
"ES30",1970,4,1
"HU32",2007,2,1
"AT11",2014,1,0
"DE72",2001,8,8
"FRK2",1964,0,1
"HU32",2010,2,7
"UKJ2",1997,31,20
"SI04",2006,4,7
"DEA4",2012,48,49
"FRI2",2016,14,5
"FRB0",1998,8,5
"ES62",1997,5,3
"ES52",1997,121,48
"FRH0",2003,28,30
"UKE4",1993,8,4
"ITG1",1985,0,1
"ITI4",1985,7,8
"PT15",2007,25,31
"SE11",1985,4,4
"SE21",1985,4,2
"ITI4",2004,42,38
"HU12",2021,11,10
"DE91",1966,0,1
"PL92",2015,32,14
"DEG0",2005,60,31
"DE50",2005,37,27
"UKH1",1997,105,94
"BE21",2004,12,7
"CH04",2023,0,1
"ITF2",2017,7,16
"BG33",2015,9,29
"SE12",1982,3,0
"UKI0",1977,30,13
"HR06",2019,11,8
"ES43",2003,61,24
"CH07",2031,0,1
"SK04",2031,1,0
"NL31",2004,21,30
"ITH3",1996,7,10
"AT31",2013,25,16
"BG42",2010,4,1
"HU11",2002,17,40
"HU23",2009,10,3
"RO22",2021,6,7
"DE40",1997,36,0
"NL22",1978,0,1
"NL33",1978,23,22
"UKM9",2019,1,4
"ITG1",2006,24,16
"DE23",2013,23,9
"CZ02",1991,1,1
"SE21",1994,6,3
"IE05",2002,9,3
"SI04",2011,5,3
"ITH1",2004,6,0
"CH05",1999,1,11
"DEE0",2004,6,3
"DE92",2013,33,32
"ES62",2022,0,1
"CZ08",2021,10,4
"DEB2",2012,0,16
"DED5",1998,6,9
"BG42",2015,35,102
"SK04",2014,10,11
"ITI1",1985,3,2
"UKM8",1981,3,6
"FRG0",1991,21,4
"EL65",2010,1,0
"FRJ1",1993,108,105
"CZ08",2014,101,42
"CY00",1994,4,0
"DEA4",2002,13,16
"FRF1",1998,7,15
"UKE1",1999,25,24
"UKJ4",2003,5,5
"MT00",2021,77,67
"HU32",2018,195,33
"HU21",2002,0,1
"HU33",2002,12,22
"PL81",1997,2,3
"FRI1",2007,7,9
"UKE3",1998,33,25
"ITC2",2013,1,0
"IE06",2000,24,15
"UKL2",1993,7,4
"ES22",2006,12,6
"DEA3",1998,0,9
"DK03",1998,2,1
"DE13",1996,7,9
"DE30",1978,0,4
"BG32",2019,3,3
"DE27",2016,9,6
"UKK2",1973,1,0
"AT12",1992,7,0
"PL72",2000,1,1
"FI1C",1984,0,2
"FI19",1984,2,22
"RO22",2011,22,20
"EL62",2011,1,3
"AT21",2002,1,3
"LT02",2013,13,6
"ES30",1975,4,7
"ES52",1975,1,32
"NL21",2008,9,6
"EL53",2015,1,0
"RO11",2017,300,326
"PL21",1999,12,14
"UKC2",1992,7,5
"NL22",2001,9,9
"UKC1",1990,2,3
"RO11",2021,63,86
"CY00",1993,5,0
"BG32",2009,3,1
"FRJ1",1995,45,26
"ITH4",1992,25,4
"UKF1",1985,52,27
"RO21",2004,12,37
"UKC2",1986,16,3
"AT32",1998,2,0
"DEB3",1984,0,1
"EL63",2007,95,46
"FRI1",1998,3,5
"ITF2",2014,3,5
"ITC3",2022,0,1
"ITH5",2022,86,170
"FI1C",2002,26,6
"ITF6",2002,61,12
"ES52",1974,1,0
"AT12",2009,9,0
"CZ01",2007,156,131
"ES62",2006,3,5
"DEA5",2003,23,12
"UKC1",1985,28,1
"CH06",2010,2,2
"UKJ4",2000,45,46
"AT13",1959,1,0
"ES21",1992,12,17
"ES13",1992,4,2
"FRK1",2012,19,21
"RO11",2011,4,8
"PL43",2004,3,0
"FRF2",2015,13,6
"ES43",1986,0,1
"ES42",1986,3,0
"ES24",2004,16,6
"FI1D",2001,33,30
"LV00",2003,5,16
"SI03",2017,12,6
"ES53",2007,5,3
"HR05",1985,0,1
"SI03",1985,177,0
"FRI3",2002,21,15
"DE25",2004,13,16
"DEA1",1996,42,15
"DE22",2016,24,31
"CH04",1974,0,1
"DE21",1974,1,0
"PT17",1989,0,2
"ES53",1999,8,0
"NO09",1992,1,0
"SE32",2008,11,9
"UKH1",1967,0,71
"UKJ1",1967,15,21
"BE32",2013,2,1
"FRJ1",1986,27,19
"FRJ1",2004,14,8
"ES70",1996,3,2
"UKL2",1975,0,1
"NO0B",2011,1,1
"CZ02",2016,3,3
"DEB2",2011,3,11
"DK05",2012,7,3
"PL72",2002,4,0
"HU32",2003,7,3
"FRL0",1989,14,13
"UKJ3",2001,9,14
"IE04",2007,254,108
"RO11",1992,1,1
"ITF6",2016,10,19
"UKI0",1970,12,25
"UKK2",1970,1,0
"BG32",2014,33,23
"RO21",1995,0,1
"RO32",1973,0,2
"CH05",2012,22,15
"ES61",1986,9,13
"HU31",2012,9,32
"DE71",2000,9,7
"UKG2",2005,18,24
"HR06",2004,1,2
"CZ03",2002,3,2
"BG41",1988,3,6
"BG33",1988,3,0
"DEF0",2004,29,32
"SK04",1994,1,3
"ES53",2009,4,3
"UKK1",1990,29,4
"DEA4",2006,25,31
