"nuts2","year","flow_in","flow_out"
"ES52",1981,10,18
"UKM8",2024,2,1
"UKK3",1991,1,0
"UKI0",1961,3,0
"DE40",1996,7,6
"DED2",1991,0,7
"ITC3",1968,0,1
"ITI4",1968,1,0
"LV00",1993,1,0
"SK04",2005,1,0
"ES43",1985,3,1
"BG42",1985,24,1
"LI00",2011,0,1
"ITC1",1978,1,1
"IE05",1970,0,1
"HR03",1994,2,1
"BG41",1981,1,1
"RO42",1975,0,1
"RO32",1975,1,15
"UKF2",2015,1,2
"SE11",1982,9,19
"FI1B",1988,0,1
"PL81",1998,2,0
"PT30",2002,4,0
"ES24",1988,4,5
"DE24",1994,0,4
"DEE0",1994,11,0
"PL92",2004,1,1
"ITI3",1996,1,1
"FRI2",2000,1,0
"NO07",1998,2,2
"CZ07",1987,3,1
"CZ06",1987,1,0
"FI1D",1979,1,4
"NL23",1999,2,0
"ES12",1999,4,5
"FRK2",1975,0,5
"FRC2",1975,1,3
"BE10",1983,4,3
"BG42",1990,0,1
"BG31",1990,1,0
"AT21",1998,1,0
"AT31",2002,21,0
"SK03",1995,1,0
"EL61",2002,1,0
"DE73",1984,1,0
"UKJ4",1965,1,0
"RO42",1991,4,1
"FRF3",1984,1,0
"DE80",1991,1,0
"PT11",1985,46,0
"DED4",1994,1,1
"UKL2",1977,0,2
"FRI3",1989,1,1
"EL62",2007,1,1
"DEB3",1987,1,1
"UKG3",1964,0,3
"ITI4",1964,1,0
"ITI1",1970,1,0
"UKM6",2017,73,18
"PL43",1994,11,0
"HU11",1994,5,3
"ITC4",1960,0,1
"FRK2",1960,1,0
"CH06",1992,1,0
"LV00",1989,0,1
"UKJ4",1980,38,1
"RO41",2016,1,3
"NO09",1981,1,0
"NL31",1968,1,0
"BE33",1987,4,5
"DEA4",1987,1,0
"DED4",1988,0,1
"DEG0",1988,6,0
"EL61",1993,1,0
"UKJ4",1977,1,0
"PL84",2006,5,2
"EL30",1969,0,1
"UKD3",1969,1,2
"ITF5",1991,1,0
"ITF1",1995,1,1
"DK02",1976,0,1
"SE22",1976,4,3
"PL71",1987,4,0
"UKK3",2001,9,0
"ITH1",1995,1,0
"PT30",1972,0,1
"UKE1",1992,1,2
"ITH5",1976,0,2
"ES62",1981,1,0
"HU23",1985,0,1
"IS00",1991,2,1
"DE25",1996,1,0
"PL92",2009,5,6
"AT31",1999,0,18
"CH02",1990,3,2
"PL92",1995,0,5
"PL41",1984,0,1
"DK05",1983,1,0
"UKE4",1979,1,2
"FRH0",1987,0,3
"ES30",1971,0,1
"ES52",1971,1,0
"DE11",1981,11,9
"HU33",1995,1,0
"ITF1",1987,1,0
"DEG0",2002,7,8
"DE73",2009,4,6
"UKL1",1977,2,0
"PL84",1993,4,3
"PL42",1998,6,10
"DEF0",1969,1,0
"FRD2",1974,0,1
"FRD1",1974,1,0
"FRE2",1998,2,3
"DEA5",1983,0,1
"RO41",2018,5,4
"DE21",1985,18,24
"DE71",1980,1,0
"HU11",1967,0,1
"DEC0",2010,7,15
"DK05",2000,2,2
"DE73",2004,0,1
"ITC2",1994,1,0
"ITI4",1970,0,2
"BE33",1991,5,1
"BE32",1991,1,7
"ITG2",1980,0,1
"PT17",1993,3,9
"BE31",1981,1,1
"DE73",2000,2,3
"RO41",2008,3,1
"ES11",1984,1,5
"DEB1",2021,1,3
"SE11",1983,2,1
"LV00",1990,0,3
"CZ07",1993,0,1
"EL51",2004,0,1
"LT02",2005,1,6
"BE33",1999,9,8
"UKK4",1976,0,1
"CH02",1973,1,0
"DE80",1984,1,0
"FRE1",1976,0,1
"DE72",1987,0,11
"UKF2",2017,10,11
"DE94",1994,1,4
"DE24",1979,1,0
"BE23",1975,0,1
"BE22",1975,1,0
"HR06",2010,1,0
"ITF6",1988,1,0
"ITH5",2023,1,3
"BG32",1990,3,0
"DE60",1981,1,2
"ITH1",1999,1,1
"DE40",1994,7,2
"ES22",1989,1,2
"DE80",1974,0,1
"DEA5",1971,1,0
"BE33",1974,0,1
"BE35",1974,1,0
"DE24",2007,1,5
"BE25",2006,0,1
"DE72",1990,1,4
"PL41",1995,1,1
"NL12",2012,0,1
"ITG1",1979,0,1
"ITH2",1994,1,4
"BE21",1992,2,0
"UKM5",1967,1,0
"CZ08",2003,5,2
"ES42",1988,3,1
"HU11",1983,0,1
"NL33",1981,8,6
"ITH2",1976,1,0
"DE72",1981,0,1
"DED5",1989,0,1
"PL82",1989,1,0
"SI03",1990,7,8
"FR10",1966,2,5
"FRL0",1966,1,0
"UKD6",2006,1,3
"ES70",1990,3,7
"ES43",1990,1,0
"CZ01",1985,1,2
"ITF5",2012,18,73
"HU31",1998,7,0
"FR10",2023,3,1
"FRK2",2023,2,0
"ITF5",1996,3,0
"NO0B",2009,0,1
"PL92",1984,0,1
"PL81",1984,2,0
"RO32",1990,6,16
"PL43",2003,0,3
"SK02",1987,1,1
"SK03",1987,2,1
"EL65",2013,2,3
"PL82",2002,97,0
"RO42",1995,1,8
"SI04",1993,4,3
"DE13",1980,0,1
"DE94",1980,2,0
"UKJ4",1991,31,20
"IS00",1984,0,1
"SE11",1984,4,1
"IE05",1988,1,0
"DE92",1991,5,4
"DK05",2001,42,15
"BE31",1976,0,1
"ES53",1996,7,0
"DEB1",2005,12,1
"NL11",1998,1,8
"ITH3",1975,0,1
"CH06",2001,3,0
"UKK2",2022,0,1
"UKE2",2022,1,0
"CH02",1967,0,2
"FI1B",1972,1,0
"SK01",1976,0,1
"SK04",1976,1,0
"SK01",1963,0,1
"NL42",1995,4,1
"ITH5",1981,0,1
"ITH4",1981,5,0
"AT31",1994,1,2
"SE22",1985,0,3
"DED2",1981,4,1
"DE25",1981,1,0
"UKJ3",2029,0,1
"UKI0",2029,1,0
"FRD1",2007,13,9
"RO22",1997,0,5
"ES70",1980,6,0
"ITF2",2006,6,4
"PL43",1985,1,0
"PT16",1976,3,2
"PL61",1992,0,1
"CZ03",1997,1,8
"BG34",2006,0,1
"FRF3",1989,3,1
"ES53",2022,1,1
"EL43",1991,14,8
"CZ07",1990,2,0
"SE11",1981,1,0
"FRF2",2000,2,0
"HR03",1995,4,0
"DK01",1960,0,1
"IS00",1960,1,0
"FRD2",1989,1,0
"ITH3",2024,0,1
"ITI4",2024,1,1
"PL42",1977,0,1
"UKL1",1973,0,1
"HR05",1997,20,31
"PT18",1992,1,1
"DE12",1985,4,0
"UKL2",1982,3,3
"FRG0",1995,25,22
"SE23",1995,1,0
"CH02",1979,0,1
"CH03",1979,5,0
"EL52",1984,2,3
"CZ05",1995,2,0
"SE33",1998,4,5
"ITC2",2015,0,1
"DE14",1984,1,1
"IE04",1966,1,0
"RO31",1999,1,1
"BE25",2007,30,1
"FRE2",1994,8,5
"EL63",2001,5,2
"DK01",1977,0,3
"AT22",1992,2,1
"ITI2",2020,1,15
"PT15",1987,1,0
"ITF6",1993,1,0
"DE25",1971,1,0
"BG33",2007,3,1
"FRG0",1992,2,3
"DE12",2026,0,1
"ES21",1979,3,0
"DE73",2002,2,1
"UKD3",1972,2,1
"FRI3",2005,3,2
"FRJ2",2022,1,0
"DK02",2006,0,10
"NL22",1988,5,4
"CZ03",2004,0,4
"CZ01",1976,1,34
"CH02",1977,0,1
"UKC2",1970,1,0
"PL42",1972,1,0
"SE11",1975,0,71
"SE31",1975,1,0
"SE21",1971,0,1
"EE00",1993,1,0
"BE10",1974,0,12
"ES41",1973,1,1
"EL63",1981,3,0
"UKC2",1988,7,0
"EE00",1996,1,6
"UKM9",2021,1,10
"DE25",1985,4,5
"NL11",1983,0,2
"UKK1",1971,0,1
"DE27",1997,1,0
"DE25",1993,0,4
"FRF3",1980,1,1
"DE91",1984,4,1
"FRF1",1970,1,0
"ITI1",1978,0,23
"MT00",1978,1,0
"EL41",2001,1,0
"BG41",1984,3,1
"BE31",1984,1,36
"FRK1",1989,1,1
"UKG1",1977,1,2
"FRD2",1972,0,1
"UKJ4",1975,5,0
"BE10",1981,0,3
"NL13",1996,2,0
"NO0B",2013,5,2
"DEF0",1991,0,1
"PL61",1991,11,0
"DE22",2011,2,1
"PT20",2001,1,1
"HU11",1977,0,4
"HU32",1977,1,0
"BE24",1986,0,9
"ES23",1999,7,0
"UKM7",1970,4,5
"UKG3",1984,4,3
"UKN0",2024,0,1
"ES42",1982,1,0
"PT30",2001,17,1
"RO31",1996,0,13
"NL31",2023,6,7
"UKH3",1982,0,1
"BE35",1999,2,2
"PL43",1999,3,0
"SE23",1963,0,1
"SE21",1963,1,0
"AT21",2007,15,1
"CZ07",1978,0,1
"CZ01",1978,1,3
"FRK1",1988,0,2
"DED2",1984,0,1
"DK05",2023,9,8
"HU11",1978,1,0
"ES23",1995,1,0
"RO41",2020,3,1
"UKN0",1970,0,2
"UKJ2",1970,3,2
"ES12",1984,0,1
"UKD1",2005,1,0
"SE12",1977,0,16
"SE11",1977,2,7
"NO02",2000,0,1
"BE24",1977,0,1
"AT12",1998,3,1
"BE31",1997,1,18
"ES22",1979,0,1
"ITC2",2018,27,1
"DED5",1985,0,1
"UKF1",1979,11,23
"BG32",1994,1,0
"FI1C",1996,7,2
"UKK3",1995,1,0
"HU22",2005,1,1
"UKK1",1975,0,3
"HU23",1977,4,0
"ES12",1977,1,0
"EL41",1992,0,1
"BE22",1991,0,1
"UKF1",1972,0,1
"UKE1",1975,0,1
"UKK4",1975,1,0
"FRC2",1993,4,5
"FRB0",1988,2,0
"PL41",1974,0,1
"DE13",1990,1,2
"DE91",1982,0,3
"DED2",1982,1,0
"DE73",2022,0,1
"HR03",1998,5,11
"UKJ3",1963,0,1
"UKG3",1963,1,0
"DEG0",1982,0,1
"HU32",1990,0,1
"SK01",1999,0,5
"NL33",2024,1,0
"SK04",1986,5,0
"NL31",1993,1,2
"DK05",2024,1,0
"DE22",2007,1,0
"AT33",1994,4,5
"MT00",1993,1,1
"NO09",1995,1,1
"CZ01",1983,0,13
"HU11",1989,1,1
"FRE1",1990,3,0
"EL54",1989,0,1
"EL63",1989,3,0
"UKK2",1959,0,1
"DEC0",1971,1,0
"FRJ1",1975,2,0
"DE73",1991,1,0
"EL63",1982,1,0
"EL54",1977,1,0
"FRL0",2023,0,1
"PL84",1990,1,0
"EL61",2001,2,0
"UKF1",2025,1,0
"UKF1",2024,0,3
"FRF3",1995,0,2
"ES61",1973,1,1
"DE80",1986,0,1
"PL21",1982,1,2
"DK03",1981,1,0
"ITC3",1997,1,0
"CH05",1995,1,0
"UKM8",1970,0,2
"DE30",1981,0,1
"EL51",2000,2,1
"NL31",1986,1,4
"RO32",1968,0,3
"ITG2",1968,1,0
"DED2",1994,4,11
"PL84",2003,2,2
"CH06",2004,2,1
"BE25",1986,1,0
"FRG0",1987,3,1
"BE10",2024,0,4
"NO08",2024,1,0
"DEG0",1984,1,0
"NL31",2022,15,1
"BE10",2022,5,0
"BG33",1985,1,0
"NL21",1988,6,1
"DK04",2022,1,3
"BE32",2004,1,0
"DE60",1988,0,2
"HR05",1980,1,0
"UKG2",1998,4,6
"PL51",1994,1,1
"PL82",1994,1,0
"HU12",1994,1,15
"AT31",2009,5,5
"NO02",2004,0,1
"BE23",1971,0,1
"BE21",1971,1,0
"EL30",1976,0,2
"EL61",1976,2,0
"PL91",1976,6,4
"UKD3",1970,1,50
"FRK1",1991,0,1
"PL43",1998,1,0
"SE21",1983,1,1
"NO0A",1989,2,1
"NO07",1989,1,0
"PT11",1987,6,1
"DED5",1984,0,5
"HU31",2001,0,1
"FRC2",1981,0,1
"ITG1",1982,1,1
"DEF0",1966,0,1
"ES13",1982,1,0
"ES61",2024,0,1
"UKE3",1976,6,7
"DE21",1971,4,9
"BE21",1991,4,3
"SK03",2010,3,0
"UKM6",2001,1,0
"CH07",1991,1,0
"HR06",1996,30,0
"UKM6",2011,1,0
"UKD1",2003,0,3
"FRL0",2022,0,3
"NO02",1992,1,0
"CH07",1999,1,0
"LV00",2010,0,4
"ITC1",1983,1,1
"PL71",1983,1,0
"FRC2",2004,3,0
"BG32",1986,1,0
"ITF2",2010,1,16
"UKE2",1984,1,1
"EL54",2006,2,1
"EL52",1975,0,1
"EL51",1975,1,0
"SI04",2001,2,4
"PL21",1993,3,2
"DEA3",2001,0,1
"BE33",1998,0,4
"AT32",1991,2,0
"UKH3",1983,6,13
"ITG1",1994,5,2
"RO12",2000,1,2
"NL21",1968,0,1
"AT32",1992,0,2
"AT31",1992,2,0
"PL92",1999,1,2
"ES64",1999,0,1
"FRC1",2003,5,3
"PL82",2003,2,1
"CZ01",1979,1,3
"CH02",1974,0,2
"ITI4",1977,0,45
"UKH2",1988,5,0
"FI1B",1973,10,1
"CH01",1973,3,0
"SK02",2000,1,0
"DEF0",1995,0,3
"UKC2",2024,0,1
"PT20",2000,1,1
"BG31",1989,3,0
"DEA5",1989,10,16
"PL72",2004,6,0
"BG32",1985,0,5
"DEC0",2022,0,1
"DE26",1969,1,0
"RO31",2021,0,2
"RO41",2003,2,0
"RO21",1987,1,0
"FRD1",1986,0,1
"UKD6",1990,2,0
"PL51",1981,1,0
"PL22",1982,0,1
"PL71",1982,1,1
"UKM7",2023,3,2
"FRI3",1985,1,0
"BG42",2005,21,0
"SK01",1987,1,3
"PL81",1995,1,1
"LT02",1988,1,2
"PT16",1975,1,0
"NO09",1993,1,0
"PL72",1995,0,1
"HU23",1993,1,0
"EL62",2003,1,0
"CZ08",1984,1,0
"ITH3",2022,5,6
"FRH0",2022,0,1
"DE23",1994,1,0
"LT01",1984,1,0
"BE24",1974,0,1
"BE22",1974,1,0
"EL43",1982,0,1
"EL62",1982,1,0
"CZ06",1979,10,1
"CZ05",1979,11,0
"FRK1",1978,1,0
"UKD6",1965,0,1
"CZ08",1994,10,0
"ITH4",2023,1,0
"DK02",2005,9,4
"NO06",1990,11,12
"NO08",1990,1,6
"BE35",1993,1,0
"PL51",1971,0,1
"PL41",1971,1,0
"PL41",1987,0,11
"PL63",1987,1,0
"PL52",1990,14,0
"DE22",2018,4,3
"CZ05",2003,4,5
"SK04",1990,1,0
"FRD2",1979,0,1
"DK04",1975,0,1
"SE12",1975,5,0
"ES23",2006,2,1
"FRD2",2002,0,2
"UKG3",2026,0,1
"IE06",2026,1,0
"DE27",1995,0,1
"CH02",1970,0,1
"PL91",1972,1,1
"PL22",1972,1,2
"PL21",2023,0,7
"ES62",2023,1,0
"SE31",1997,2,0
"UKE3",1970,0,1
"UKC1",1970,7,0
"NO0B",2008,2,0
"BE34",2014,1,0
"ES42",1993,3,1
"PL71",1977,0,1
"EL53",2002,2,0
"DE27",1996,0,1
"RO12",2002,1,3
"DEA3",2006,6,4
"FRG0",1982,1,0
"BE22",2004,8,7
"FRL0",1986,33,12
"ITI1",2023,1,0
"DEA1",1987,2,1
"NL13",2006,2,0
"ITC3",1984,0,1
"ITC1",1989,2,2
"FRE2",1983,1,0
"NO0B",2019,3,2
"SE21",1987,3,0
"BG33",2001,1,1
"BE21",1996,9,8
"NL21",1994,11,0
"UKM5",1976,1,1
"PL84",1997,2,1
"UKD1",2007,19,18
"DED4",1997,2,2
"DEA5",1990,17,8
"DEC0",1995,7,6
"EL52",1983,0,1
"SK01",2023,1,0
"ITI3",1978,1,1
"SE22",1995,5,2
"UKF1",1966,1,0
"SK01",1969,1,0
"DK04",1982,1,2
"HU33",1998,1,1
"DK04",1989,5,1
"DK02",1989,2,0
"ITC1",1987,0,1
"IE05",2024,0,1
"IE04",2024,1,0
"PL41",2023,1,1
"PL62",2023,1,0
"RO41",2021,1,2
"AT22",1984,0,1
"DE40",1989,1,0
"UKM5",1974,0,1
"UKL2",1985,0,3
"NL21",1980,1,0
"EL41",1994,1,0
"DE72",1991,1,0
"IS00",1990,2,1
"UKE1",1990,2,1
"DE22",1997,0,1
"UKK4",1990,1,1
"UKG2",2002,3,3
"DEA3",1990,1,0
"HR06",1992,0,1
"UKK3",2005,3,0
"DE23",1980,0,1
"PT17",1970,1,0
"UKK4",1980,4,5
"BG42",2004,2,0
"RO12",2007,0,7
"NO08",1974,1,0
"DEC0",1991,2,0
"FRI3",1991,0,2
"NL11",1992,3,1
"ES62",1988,4,1
"AT34",1998,1,0
"UKL2",1978,1,0
"AT13",1978,9,10
"DEA3",1996,8,7
"BG34",2021,2,1
"DE60",1973,0,1
"ES53",2000,4,1
"LU00",2004,0,1
"PT16",1961,0,1
"PT11",1961,1,0
"AT34",1997,1,0
"RO31",1990,0,1
"NO0B",2012,3,0
"DE25",1991,11,12
"FRJ2",1978,1,1
"UKE3",1984,2,1
"PT11",1966,0,1
"DE92",1987,7,2
"CZ01",1987,0,1
"PT11",1982,4,9
"EL62",2009,0,13
"EL54",2009,5,0
"DE73",1982,1,0
"ITH4",1987,6,7
"AT21",2010,4,6
"CZ08",1996,6,0
"DE30",2023,0,1
"NO08",1975,0,1
"IS00",1975,1,0
"UKM5",1964,1,0
"IE06",1975,9,1
"SE21",1975,1,0
"NL42",1994,3,0
"UKG1",1970,7,0
"DED2",1987,1,0
"FRM0",2012,2,0
"ITF5",2010,6,1
"PL21",1974,16,1
"LT01",1986,0,1
"FRF1",1987,0,5
"HU22",1993,0,2
"EL65",2014,2,0
"UKG3",1974,2,0
"DE50",2022,1,0
"CZ08",1995,3,0
"DE23",2000,0,1
"DEA5",1984,0,1
"FRC2",1989,1,0
"EL51",2007,0,18
"IS00",1999,15,13
"UKF3",2003,3,2
"CZ04",2002,2,0
"PT11",1976,0,1
"IE04",1994,2,5
"BE22",1999,0,2
"ITG2",1988,2,0
"SK02",2003,4,2
"PL52",1994,0,1
"ITH4",1975,0,1
"SE11",1978,11,10
"ITC1",1991,2,2
"DE91",1981,2,3
"ES21",1972,0,1
"ES30",1972,1,2
"ES51",2022,2,1
"PL62",1991,1,0
"SK01",1977,0,1
"FRL0",1970,2,0
"HU22",2008,2,1
"LV00",1982,0,1
"PT18",1994,1,0
"UKD1",1990,1,0
"IE05",1995,0,7
"DE13",1983,0,7
"DEA3",1985,0,1
"UKJ4",1968,0,1
"UKL1",1968,1,0
"UKD6",1978,1,0
"UKJ2",1964,0,1
"UKI0",1964,3,0
"UKF3",1988,1,0
"EL62",2016,1,0
"SE32",2000,9,1
"UKD4",1985,2,0
"UKG1",1984,0,1
"RO22",2006,1,0
"UKE2",1990,1,2
"FRF1",1986,2,2
"LI00",2007,0,1
"CZ04",2001,2,0
"NL22",1984,2,1
"HU12",1969,1,0
"AT31",1987,1,0
"BE32",1999,1,0
"FRL0",1976,3,1
"ES51",1975,1,0
"UKM6",2005,0,1
"UKJ3",1972,0,18
"UKJ4",1972,1,0
"ES22",1987,0,4
"ITC3",1981,2,0
"ES61",1976,14,0
"UKM8",1962,1,0
"BE10",1984,0,2
"LU00",1984,1,0
"DK01",1963,1,0
"DE94",1993,1,1
"FRI2",2006,0,5
"SI04",1979,0,1
"HR06",2009,0,1
"UKK3",2011,3,2
"ITF4",1974,1,0
"BE23",1981,5,0
"DEA5",2022,6,3
"SE21",2025,0,1
"SE23",2025,1,0
"NL13",1999,0,1
"MT00",2002,0,2
"ES53",1993,1,1
"FRD1",1996,1,0
"UKN0",1982,0,1
"NL34",2018,1,4
"CZ06",1964,0,1
"UKN0",1988,1,0
"UKE2",1980,14,0
"NL12",2010,3,0
"BG31",2011,14,0
"EL61",2006,2,1
"EL61",1982,1,0
"NL31",1982,0,2
"NL21",1982,1,0
"BE35",2024,0,1
"BG41",2024,1,0
"DE26",2005,1,3
"SK01",1991,1,1
"BE34",2020,0,1
"DE11",1989,31,60
"NL41",1991,1,8
"PL22",1997,1,6
"NL42",1984,1,0
"UKM8",1971,0,1
"NO0B",2005,0,1
"UKG2",1979,0,1
"EL65",2005,3,0
"HU33",1994,3,2
"LV00",1997,2,37
"BG34",1986,1,0
"FRF1",1973,1,4
"DE30",1967,0,1
"DEB2",2003,1,1
"CZ06",1981,0,1
"CZ07",1981,1,0
"CZ02",1995,0,1
"ES63",2000,1,0
"UKD6",1999,0,12
"ES64",2018,1,0
"DE92",1970,1,0
"NL32",1971,1,3
"HU11",1987,10,21
"UKK3",2003,1,0
"CH07",2003,5,0
"UKD1",1999,1,0
"EL43",1993,1,0
"UKK1",2022,3,2
"BE22",1996,0,1
"BG34",1989,1,0
"ITC4",1971,1,0
"EL53",1986,1,0
"FRF1",2023,0,3
"DE80",1979,0,1
"PL41",1979,1,3
"RO32",1977,1,0
"UKH1",1954,0,1
"ES61",1980,3,2
"DE91",1987,1,2
"ES70",1978,0,1
"LT01",1982,2,1
"LT02",1982,1,0
"DED5",1970,1,0
"AT11",2018,0,1
"DEA5",1987,2,0
"FRC1",1998,1,0
"CH01",1978,3,0
"HU21",1975,0,2
"ES52",1968,0,1
"ES30",1968,1,1
"SK04",1971,1,0
"DE22",2002,0,1
"DK02",1999,2,1
"FI19",1985,1,0
"DEA1",1984,1,0
"CH01",1980,21,0
"UKG2",1995,4,0
"IE05",1989,0,2
"BE10",1968,1,2
"UKF3",2004,12,9
"HR03",1993,0,9
"PL62",1973,1,0
"ITG2",1987,1,0
"FI1B",1975,0,1
"FI19",1975,1,0
"FI1B",1981,0,1
"FI1D",1981,1,0
"UKE3",1964,0,1
"UKG2",1964,1,0
"PL84",1981,1,0
"PL71",1979,0,1
"FRI2",2003,1,2
"CZ08",2001,0,3
"EL41",1980,1,0
"NL21",2003,13,6
"HU31",1977,1,0
"UKM9",2005,2,1
"DEB1",1997,1,0
"CH05",2004,15,16
"EL61",1991,1,0
"UKD7",1981,1,3
"FI1C",1993,0,1
"DEA4",1981,4,0
"FRJ2",1987,50,26
"DEB1",1978,1,0
"UKD1",2006,0,1
"FRB0",1986,1,1
"DEA2",2022,0,1
"DEA3",1989,0,3
"DE40",1977,0,1
"BE33",1980,0,1
"FRJ1",1984,1,0
"FRB0",1997,25,0
"SK04",1983,1,1
"HU23",2006,3,2
"DEA1",1982,1,1
"ES21",1977,3,1
"EL63",1996,4,9
"UKG2",1997,3,0
"ITH4",1983,1,0
"UKH3",2024,0,1
"EL52",1966,0,1
"UKF1",2023,0,1
"BG31",2004,0,1
"EL65",2012,2,1
"IS00",1997,2,1
"FRB0",1984,1,0
"FI1B",1974,0,2
"DEF0",1975,0,1
"DE60",1975,1,0
"ITF3",1980,1,2
"EL61",2025,0,1
"EL52",2025,1,0
"NO0A",1964,0,1
"CH01",1964,1,0
"HR02",2021,4,1
"CH07",1998,1,0
"RO32",1980,0,1
"NO0A",1976,0,1
"BG32",2017,1,4
"DK02",1991,3,0
"DEG0",1983,0,1
"UKD7",1969,0,1
"FRI2",1988,1,0
"PT11",1967,0,1
"ES53",1982,1,0
"FRM0",2016,1,0
"DE24",1989,1,0
"DE27",2000,1,1
"UKF1",1980,0,1
"SE23",1983,5,1
"DEA4",1978,1,0
"EL62",2021,2,0
"DE73",1992,3,0
"FRE2",1992,1,12
"ES13",2001,0,10
"SK03",1991,0,1
"DEA3",1995,1,0
"BE32",2011,1,0
"ITF6",1974,1,0
"DEB1",2003,0,1
"AT13",1972,4,1
"HU31",2000,2,0
"UKG2",1991,1,1
"UKJ3",1978,2,1
"CH06",2005,11,0
"EL41",1997,1,0
"FRJ2",1977,2,0
"PL71",1981,0,1
"CZ05",1990,1,0
"HR02",2004,1,0
"FRL0",1985,0,3
"DE25",1968,1,0
"ITH2",1985,0,1
"ITH1",1985,1,0
"RO32",1986,0,1
"AT21",2005,2,0
"AT22",1996,3,1
"BE25",1996,1,0
"RO21",2002,0,1
"PL92",2001,1,0
"PT30",1998,1,0
"NO02",2007,4,0
"DEE0",1980,0,1
"NL13",1995,1,0
"HU11",1949,0,1
"NL13",2008,3,0
"DEA4",2008,12,9
"CH04",1958,0,1
"IE04",1990,2,0
"ITF3",1982,1,1
"DED5",1993,1,1
"UKD4",1975,1,0
"UKJ2",1972,1,0
"DEA3",1991,0,1
"EL52",1974,0,1
"FRE2",1985,0,1
"UKG3",1968,0,1
"ES13",1984,2,0
"PL52",1970,0,1
"EL54",1979,1,0
"FRF3",1974,0,2
"FRG0",1984,1,1
"DEB3",2022,0,1
"FRE2",1986,1,0
"MT00",1996,2,0
"FRE1",1983,1,2
"FRI2",1983,1,0
"SE22",1977,2,0
"DE30",1970,0,1
"DE12",1970,1,0
"CZ04",2004,1,0
"ITI3",1982,1,0
"UKJ3",1983,1,0
"UKK2",1982,0,1
"IE04",1991,0,1
"PL91",1957,0,1
"ES51",1969,0,1
"CH01",1983,19,20
"FRC2",1991,2,1
"DEG0",1986,0,2
"UKM5",1981,1,12
"BE23",1992,0,3
"NL42",1988,6,0
"NO07",1978,0,1
"NO08",1978,1,0
"PL41",1992,0,2
"DK03",1992,0,1
"NO02",1999,1,0
"SE21",1976,2,2
"UKH2",1984,0,23
"DEA1",1979,1,0
"PL51",1982,0,1
"NL11",1981,5,2
"CZ07",1989,0,3
"ES13",1991,0,1
"HU32",1981,0,1
"CZ08",1989,1,0
"LU00",1999,0,1
"DE25",1978,1,0
"UKC1",1971,0,1
"DEF0",1978,1,1
"DE91",1978,2,0
"IE06",2024,0,1
"UKL1",2024,1,0
"CH05",1994,4,1
"AT32",1995,14,0
"EL53",2007,2,0
"BE35",1997,1,3
"PL82",1977,1,0
"BG42",2001,1,1
"CZ07",2002,22,2
"UKL1",1982,2,1
"IS00",1977,2,0
"PT20",1994,2,1
"PL71",1991,4,3
"FI1D",1985,3,0
"PT16",1979,0,29
"PT11",1979,6,0
"BE24",1988,1,2
"BE25",1988,1,0
"AT33",1987,0,1
"ITH1",1987,1,0
"BE32",2005,3,0
"DE91",2022,0,1
"UKJ4",1976,0,1
"UKH2",1983,0,1
"EL41",1987,1,0
"EL43",1989,4,1
"DEC0",1986,0,1
"DE13",2023,0,1
"EE00",2023,1,0
"ITI2",2008,1,0
"CZ08",1997,1,0
"NL23",2017,2,1
"BE31",1966,0,1
"BE35",1966,1,0
"ES30",2023,1,0
"UKG3",1975,1,1
"ITH5",1957,0,1
"PL52",1997,3,0
"AT12",2000,10,1
"ITF4",2023,0,1
"BG32",1998,0,1
"AT33",1999,2,1
"PL22",1989,1,0
"BG34",2000,0,1
"FRC2",1985,1,0
"ITI3",1992,6,1
"BG41",1980,0,2
"DEB2",2013,0,2
"CH06",2006,2,5
"ES51",2023,0,1
"ES53",1988,1,0
"AT21",1994,1,0
"SK04",1998,1,0
"CH07",1990,1,0
"CZ06",1971,0,1
"CZ08",1971,1,0
"BE31",2024,0,1
"ES51",2024,1,2
"PT30",1999,0,1
"IE05",1982,1,0
"RO32",1956,0,1
"SE22",1984,0,3
"SE23",1984,1,0
"ITF4",1980,1,0
"BG34",2001,0,1
"HR02",2007,1,0
"BE10",1975,0,1
"PL84",2001,3,2
"ES62",1980,1,0
"BG33",1994,1,0
"FRF1",1980,0,1
"CZ01",2022,1,0
"LV00",1975,1,0
"PL71",1975,0,1
"PL91",1975,1,2
"ES53",1987,1,0
"SE23",1975,0,1
"CH01",1981,2,0
"UKK4",1983,1,1
"ITH1",1998,1,0
"EE00",1990,2,0
"DK02",1979,0,1
"DE73",1990,0,1
"PL41",1973,1,1
"RO42",1988,1,4
"NO06",1970,0,2
"NO08",1970,17,0
"FRD1",1994,1,0
"CH04",1948,0,1
"UKD3",1964,2,1
"UKE3",1959,0,1
"UKJ1",1959,2,0
"BG41",1983,1,0
"EL41",1999,1,0
"PL63",1986,1,0
"HU11",1968,0,1
"HU23",1968,1,0
"DE71",1990,2,1
"EL63",1990,1,0
"ES53",1998,1,1
"DEA2",1966,0,1
"FRK2",1966,1,0
"SE22",1969,1,0
"SK01",1971,1,0
"EL64",2012,0,1
"FRI2",1990,0,1
"UKM7",1975,1,1
"UKI0",2030,1,0
"RO42",1996,0,1
"DE25",1988,1,0
"AT21",1995,0,1
"ITF5",1989,0,1
"ITC3",1989,4,0
"CZ06",1985,0,1
"PL82",1999,2,0
