"receiver","year","count"
"UKF1","1997","154"
"CY00","1995","63"
"CY00","2010","235"
"DE26","2008","3"
"PL62","1996","5"
"ITH1","2010","27"
"PL92","2017","10"
"DEA1","2007","16"
"UKD4","2003","14"
"FRC1","2016","18"
"IE06","2007","23"
"UKH2","2011","28"
"PT18","1983","1"
"PT18","2015","149"
"UKL2","2008","11"
"ITH4","2001","11"
"RO11","2016","23"
"SK03","2017","11"
"DE91","1999","11"
"ITI3","2001","7"
"UKM7","2005","143"
"CH03","2012","23"
"FRK2","1989","14"
"DE30","2000","30"
"HU12","1990","5"
"FRG0","2000","11"
"UKC1","2014","27"
"ITF5","2019","25"
"NL42","2014","70"
"FRJ1","1991","10"
"NO07","2012","29"
"UKL1","2021","39"
"ES13","2014","85"
"NO09","2021","127"
"DE30","1996","109"
"EL61","2014","16"
"DE72","2016","19"
"RO11","2007","22"
"EL52","1999","3"
"LT02","2000","1"
"UKD4","2007","33"
"CZ01","1997","13"
"NL42","2009","71"
"PL41","2002","11"
"FI1D","1999","2"
"EL63","2020","15"
"ITI2","2017","3"
"UKH3","2002","6"
"HR03","2021","26"
"HU22","2019","163"
"UKH2","2002","1"
"UKD3","2003","22"
"PT20","2014","8"
"UKK1","2002","11"
"ES62","1990","1"
"ES30","1997","78"
"PT11","1978","1"
"EL52","2014","25"
"FRB0","2009","9"
"PL21","2009","127"
"NL33","2023","4"
"ITF1","2009","71"
"UKF2","2002","1"
"DK04","2003","2"
"AT21","2020","51"
"ITF1","1989","3"
"UKK1","1986","36"
"MT00","1998","4"
"DEB2","2015","2"
"DE25","2011","12"
"UKM7","1983","15"
"ITC4","2008","16"
"RO32","1996","46"
"UKC1","2007","189"
"UKJ3","2009","28"
"UKD3","2009","90"
"NO0A","2008","13"
"SI03","2019","11"
"UKN0","2011","25"
"PL62","2016","11"
"UKJ4","2004","12"
"IS00","2004","15"
"DED2","1988","1"
"ITG1","1992","5"
"RO32","1992","7"
"EL53","2013","4"
"ES30","1995","145"
"HU12","2019","145"
"BE10","1992","5"
"NO02","2017","26"
"ITH3","1986","4"
"ITC4","1988","13"
"UKE2","1996","34"
"DE24","1999","3"
"HR05","2002","47"
"DEC0","2002","7"
"RO22","2000","17"
"ITF1","2011","10"
"UKC1","2006","112"
"CZ07","2010","62"
"DE60","2012","21"
"PL43","2021","3"
"DE60","1999","5"
"FRG0","2007","19"
"EL30","2007","23"
"AT21","2021","13"
"DE26","2015","45"
"UKD6","2021","53"
"FR10","1985","17"
"PT11","1999","200"
"SE31","2021","13"
"ES42","2006","9"
"DEA5","2023","1"
"SE31","2018","36"
"SE31","1994","1"
"DEA5","2005","121"
"UKK3","1992","1"
"BG34","2009","1"
"HU31","2003","1"
"DK01","1998","133"
"DK05","2010","13"
"UKD3","1996","18"
"SE12","2007","77"
"PL63","2014","20"
"ITH5","2011","22"
"HU32","2002","9"
"ITC3","2004","6"
"EL61","2005","13"
"HU22","2016","10"
"ITC3","1992","11"
"UKJ1","1993","99"
"AT13","1988","165"
"DE71","2011","200"
"ES22","1990","22"
"DE30","1987","67"
"HR05","2018","68"
"UKD4","2005","15"
"UKJ2","2004","12"
"ITC3","2012","64"
"ITH5","2007","14"
"DE21","2003","14"
"CZ02","2015","48"
"PL92","2020","16"
"UKM8","1982","3"
"HU33","2020","33"
"UKL1","2015","386"
"CH02","2002","131"
"DE12","2002","14"
"FRF1","2011","13"
"NL22","1989","5"
"ITF4","1994","22"
"DEA2","2001","28"
"UKL1","2017","203"
"IS00","2009","33"
"DE26","2010","73"
"EL54","2012","3"
"RO42","2016","11"
"RO12","1990","1"
"DE91","2008","201"
"DEA4","2013","49"
"RO21","2011","4"
"ES51","1999","26"
"DED4","2014","40"
"FRI1","2021","258"
"BE21","2001","3"
"DE40","1993","12"
"UKM7","2001","122"
"UKH1","1975","81"
"UKL2","2002","5"
"CH04","2000","13"
"PL81","2003","4"
"SE12","1984","7"
"UKJ1","1996","49"
"HU21","2019","41"
"FRJ2","2004","97"
"FRG0","2013","18"
"SE33","1994","4"
"FRB0","2012","18"
"NL33","2001","18"
"UKL2","1991","4"
"FI19","2000","73"
"PL92","2013","7"
"SE21","1989","3"
"BG33","2009","9"
"ITC1","2004","9"
"UKD4","2014","24"
"UKC2","2006","58"
"SI04","1998","2"
"SE23","2006","182"
"SE12","1992","7"
"FI19","2011","33"
"PL43","2001","7"
"UKN0","2009","15"
"NL11","2014","51"
"ITI1","2004","255"
"BE22","2015","136"
"DE80","2017","553"
"IS00","2016","30"
"UKM8","1988","49"
"NL41","2020","39"
"NO08","1982","21"
"FRD1","2008","8"
"SK01","1964","1"
"DE25","1986","1"
"IE05","1999","17"
"DEE0","2010","37"
"ITH1","2006","14"
"DE27","2015","13"
"HU12","2014","55"
"ES13","1997","3"
"ES41","1999","9"
"UKJ2","1999","11"
"UKD4","1998","21"
"EL54","2013","6"
"DEA2","1998","78"
"SE22","2005","28"
"EL52","2009","55"
"ITC4","1974","1"
"PL42","2005","14"
"DK01","2006","35"
"PT18","2009","16"
"CZ04","2019","21"
"RO32","2002","10"
"EL43","1997","6"
"PL61","2008","8"
"ITH3","1997","6"
"EE00","2009","40"
"FRD2","2020","53"
"FRH0","2011","23"
"MT00","2012","9"
"PL21","2000","29"
"UKH3","2011","9"
"PL84","2015","9"
"SE32","2017","58"
"FRK2","1994","22"
"ES41","1998","11"
"UKE2","1969","1"
"PL92","2021","14"
"UKH2","2007","5"
"UKE2","1988","26"
"UKK1","2006","16"
"UKK4","2015","431"
"ES21","2011","19"
"NO08","1997","25"
"DE12","1994","25"
"SE33","2013","19"
"NO07","2006","43"
"SE22","1993","10"
"ES12","2006","145"
"FRH0","2010","40"
"ES43","2009","33"
"AT31","2011","10"
"FI19","2004","7"
"EL53","2014","3"
"CZ02","2005","3"
"FRI1","1996","61"
"UKC2","1999","31"
"HU31","2016","10"
"RO22","2019","5"
"ITH4","1997","28"
"BE35","2017","11"
"DE11","2012","46"
"ITC1","2010","26"
"UKF2","2001","1"
"UKI5","1979","15"
"HU31","2019","7"
"EL52","2010","24"
"ES22","2017","41"
"PL41","1997","9"
"EL52","2021","16"
"HU21","2005","8"
"UKJ2","1978","10"
"DK01","2004","14"
"UKN0","2001","57"
"UKK3","2020","16"
"UKL1","2003","92"
"HU32","2017","47"
"HU32","2015","14"
"DEA2","2008","139"
"DEB2","2010","1"
"CY00","2008","30"
"PL51","2006","17"
"NO07","2021","27"
"FRH0","2006","27"
"DE40","2013","21"
"DEA5","2008","109"
"DEA4","2015","32"
"FRI3","2017","14"
"AT13","2004","62"
"DE71","2004","37"
"AT12","2014","22"
"DE12","1996","9"
"UKH2","1985","7"
"NL42","2008","8"
"AT31","2018","84"
"DE94","2013","20"
"FRH0","1997","9"
"DK01","1988","4"
"UKH2","1995","7"
"IE06","1981","5"
"DK02","2012","9"
"DEB3","2000","17"
"ES52","1992","7"
"DED5","1999","4"
"CH05","2007","8"
"DK02","2017","15"
"PT11","1995","12"
"FRD1","2013","53"
"FRB0","1992","31"
"DK03","2005","21"
"UKM8","2007","30"
"RO32","2007","66"
"EL52","2007","19"
"DEC0","2005","9"
"FRJ2","1992","2"
"DK01","1971","3"
"FI1D","1982","2"
"ITH1","2021","760"
"PL43","2015","24"
"ES13","2005","11"
"PT11","2003","336"
"FRE1","2008","109"
"DE21","2006","31"
"DE11","2001","4"
"BE21","2010","21"
"CZ02","2020","9"
"NL32","2011","217"
"NO08","2000","19"
"DE30","1998","51"
"DE24","2018","51"
"FRG0","1988","1"
"ES43","2010","9"
"RO11","2015","12"
"FRI1","1994","8"
"DK03","2006","5"
"CH03","2005","10"
"ES21","2009","14"
"LT02","1989","2"
"UKH3","1974","1"
"DEF0","1985","1"
"LU00","2014","16"
"SE23","2014","508"
"AT32","2018","782"
"NL32","1995","43"
"ITH5","1999","57"
"LT02","2014","97"
"UKG3","2011","103"
"DE50","2015","136"
"BE24","1995","9"
"BE22","2018","21"
"AT12","2005","37"
"UKM5","2005","7"
"UKM7","1984","8"
"EL61","2020","50"
"DE50","2012","74"
"ITH5","1998","163"
"PT30","1992","2"
"SK01","1975","1"
"PT16","1992","19"
"BE32","2008","1"
"FRB0","1993","23"
"EL43","2003","13"
"DE25","2010","8"
"DE12","1992","7"
"FRD2","2005","2"
"FRJ2","2009","28"
"BE22","2014","50"
"ES11","1980","9"
"EL43","2006","11"
"EL61","2021","38"
"UKI5","1965","9"
"UKC2","2003","12"
"FRF1","1991","55"
"UKD6","2018","29"
"PT15","2019","190"
"LV00","1981","1"
"NO0A","2004","7"
"NL11","2013","129"
"PL43","2016","10"
"DE80","2016","345"
"DK02","2011","74"
"ES30","1989","9"
"NL21","2004","7"
"ITF3","2008","27"
"UKJ3","1997","25"
"UKI5","1987","35"
"HU23","2008","9"
"LU00","2003","7"
"UKH3","2001","18"
"PT16","1990","91"
"PL62","2017","6"
"RO31","2015","67"
"FRG0","2010","26"
"PL52","2002","6"
"UKI5","1982","37"
"SE23","2015","46"
"PL91","1980","2"
"IE06","1969","3"
"LV00","2021","25"
"HU11","2007","9"
"UKL2","2007","113"
"DE92","1995","1"
"UKE2","1978","1"
"CH05","2006","3"
"PL82","2012","4"
"ES62","2015","82"
"IE06","2012","1515"
"UKC1","1987","2"
"AT33","2005","11"
"EL43","1996","4"
"DE30","2031","1"
"SE21","2013","31"
"FRJ2","2006","97"
"NL42","2010","22"
"FRJ2","2008","17"
"ES42","2015","76"
"FRF1","2006","121"
"NO0A","1985","2"
"ITG1","2012","107"
"ES21","2012","126"
"CH06","2009","47"
"HU11","1984","2"
"FRF3","2007","31"
"CY00","2014","289"
"UKK1","2014","44"
"UKK4","2008","35"
"ES51","1988","18"
"HU32","2023","1"
"CY00","2015","36"
"UKG1","2003","14"
"FRE1","2004","74"
"UKC1","2008","127"
"DE23","2012","16"
"AT33","2019","127"
"UKG1","1997","8"
"FRF2","2005","97"
"CH02","2012","16"
"FRK1","2000","35"
"DE30","2001","29"
"DE26","2002","7"
"NL11","2015","33"
"PL63","1998","3"
"PL51","1970","2"
"LI00","2019","9"
"UKL2","2003","14"
"AT12","2007","4"
"DE40","2002","9"
"DE71","1998","7"
"FR10","1992","18"
"DE25","2000","4"
"NL32","2003","6"
"UKF1","2002","14"
"DE30","1993","21"
"ITH4","2015","31"
"FRI3","1997","11"
"UKE3","2002","10"
"FRF3","2001","9"
"PL81","2018","18"
"ITH4","1993","11"
"UKM5","2017","139"
"PT18","2003","31"
"DED5","1995","3"
"UKK2","2005","6"
"ES70","2001","4"
"DED5","2015","14"
"CY00","1992","4"
"ITC3","2010","22"
"UKF1","2006","84"
"CH02","1999","17"
"ITI3","2014","9"
"ITF6","1975","4"
"CZ03","2016","183"
"ES41","2000","25"
"FRJ2","2007","50"
"ITI1","2002","6"
"DEE0","2008","17"
"ES30","1988","21"
"DE91","1997","19"
"FRF3","2008","8"
"PL42","1988","1"
"UKE2","2010","41"
"RO32","1984","9"
"DEA3","2011","14"
"DEF0","2011","96"
"SK04","2011","5"
"DE92","2009","144"
"DK05","2020","52"
"UKJ2","1979","8"
"DE21","1979","10"
"NL33","1986","7"
"ES24","2006","7"
"FRD1","2004","6"
"FRI3","2018","99"
"DEA1","2008","32"
"UKE1","2012","12"
"HU12","2015","44"
"UKD6","2015","31"
"UKL1","1999","11"
"BE25","2014","26"
"ITH3","2009","20"
"ITC1","2011","81"
"UKK2","2009","105"
"DEA2","1990","71"
"PT16","1997","136"
"FRL0","1990","27"
"FRB0","2014","12"
"UKD6","2011","29"
"PL91","1995","196"
"UKJ4","2008","62"
"ES13","1987","2"
"EL51","2018","8"
"ITF2","2013","18"
"ES24","2015","106"
"UKI5","1984","14"
"NL11","2006","5"
"NO09","2010","9"
"UKH2","2005","9"
"ITH2","2004","2"
"ES13","2021","34"
"DE60","1989","2"
"CZ01","2015","80"
"AT33","2015","35"
"HU33","2018","865"
"CY00","2001","97"
"FRF1","1995","4"
"UKK1","1998","387"
"UKM7","1993","23"
"CH03","1993","2"
"NL11","1985","2"
"ES43","1997","1"
"NL33","1987","3"
"NO06","1985","2"
"PL82","2006","9"
"EL63","1993","2"
"FRC1","1989","3"
"DEF0","1993","88"
"DEA4","2020","53"
"FRC1","2010","6"
"ITH1","2012","8"
"BG33","2018","9"
"UKI5","1980","136"
"ITH3","2006","24"
"ITC2","2017","1"
"ITG1","2004","20"
"UKM8","1991","12"
"UKH3","1972","2"
"UKE3","2013","39"
"HU11","2012","58"
"NL42","1981","2"
"DE21","1995","8"
"DK01","2003","10"
"SE23","2018","267"
"FRE1","2000","7"
"CH01","2001","22"
"ES52","2008","21"
"DE30","2006","149"
"PT16","1987","22"
"HU31","2014","3"
"AT34","2020","6"
"ITF4","2013","16"
"PL63","2006","9"
"ES52","1988","3"
"UKE4","1969","4"
"NL34","2015","11"
"ES21","2005","326"
"IE05","2009","11"
"NL41","1985","2"
"AT32","2014","57"
"SE32","2016","38"
"PL71","2015","21"
"DE73","2014","73"
"UKJ4","2011","92"
"UKE4","2007","41"
"DK01","1999","11"
"RO12","2003","9"
"CZ05","2010","8"
"FRC2","2021","57"
"ITH5","1997","6"
"FRG0","1997","4"
"DEC0","2014","11"
"ES53","2002","3"
"UKM5","2007","4"
"FRI2","2017","42"
"FRI2","2010","3"
"CZ06","2010","16"
"ITF6","2018","14"
"HU23","2014","7"
"BE10","2004","11"
"NL31","1997","3"
"PL52","2019","163"
"ES21","2007","19"
"HR05","1994","7"
"BE10","2005","25"
"HR05","2011","9"
"FRB0","2011","11"
"UKD6","1987","1"
"IE06","1997","6"
"UKD3","1982","7"
"ITH5","1990","36"
"ITC4","1998","111"
"SK04","1993","2"
"DE23","2005","1"
"UKG3","1973","2"
"DK05","2008","7"
"PL63","1993","23"
"FRL0","2002","13"
"FRH0","2000","11"
"FRC2","2012","150"
"NL42","2013","189"
"PL72","2019","33"
"NL32","1985","4"
"DE14","2001","42"
"ES51","1990","8"
"DK02","2013","346"
"ES53","2014","8"
"FRE2","2019","47"
"NO0A","2006","6"
"IE04","2011","15"
"BE23","2008","62"
"UKC1","2010","121"
"SK03","2001","6"
"LV00","2017","17"
"ITC3","2001","7"
"NO09","2009","3"
"UKM7","1992","21"
"IE06","2002","284"
"DEG0","2013","18"
"PL22","2021","21"
"PL91","2001","111"
"HU11","2009","28"
"HR02","2017","10"
"ES11","1991","20"
"ITF4","2014","226"
"DE71","2008","14"
"AT22","1997","25"
"LT02","2015","29"
"DE27","2018","31"
"HU23","2007","6"
"RO21","2007","9"
"SE23","2008","12"
"ES11","2001","27"
"DE21","2009","706"
"UKK1","1970","1"
"ES51","1997","20"
"DE13","2000","5"
"AT33","2011","36"
"ITF2","2004","37"
"FRK1","2011","15"
"ITC1","2013","155"
"PL51","2005","6"
"UKK4","2001","8"
"ES42","2004","11"
"SE33","2012","18"
"UKM5","2012","15"
"FRJ1","2012","142"
"SE22","1996","40"
"CZ01","2005","55"
"DEA1","2012","13"
"PL51","2008","9"
"ES51","1995","123"
"DE50","1984","1"
"SE12","1981","33"
"DEA3","2008","13"
"UKE2","1989","28"
"SI04","2021","19"
"ES53","2015","44"
"PL91","1994","193"
"ITI1","1998","10"
"UKI5","1997","43"
"CY00","1999","9"
"BE21","2012","14"
"NL41","2010","11"
"ITI2","2007","1"
"FRE2","2021","18"
"ITH3","2003","18"
"FR10","1974","5"
"DE50","2001","19"
"UKG3","1986","24"
"PL82","2015","7"
"FRG0","2002","61"
"UKN0","2007","8"
"FRJ1","2000","9"
"PL61","2005","6"
"NL32","1984","148"
"UKJ2","2005","273"
"EL52","2003","31"
"UKF1","1992","13"
"UKI5","1959","197"
"PL43","2002","5"
"BE33","2009","21"
"HR05","1992","1"
"CH01","1989","7"
"HU21","2014","13"
"PL62","2010","59"
"PT16","2003","48"
"ES13","1986","5"
"BE25","2000","4"
"UKL1","1989","5"
"MT00","2018","13"
"BG33","2017","32"
"UKM8","2003","24"
"UKI5","1973","19"
"HU33","2011","13"
"EL54","2017","11"
"FRK2","2005","243"
"CH07","1996","1"
"PT17","2011","41"
"HR05","2021","12"
"CZ07","2019","31"
"UKH3","1995","46"
"ES62","1983","1"
"ITH4","2007","37"
"DE22","2021","9"
"HR02","2011","56"
"UKE2","2000","11"
"UKM5","1987","4"
"UKL1","2011","53"
"UKK1","1992","6"
"ES52","1990","15"
"UKK3","2012","3"
"FRI1","2024","1"
"UKK1","1993","16"
"NO07","2015","18"
"FRJ1","2010","125"
"FR10","1984","47"
"DK02","2007","69"
"CH04","2007","58"
"ES23","2005","4"
"BG41","2008","26"
"UKL1","2001","28"
"ITC1","1990","7"
"PL62","2002","27"
"DE26","2016","92"
"ES13","2011","14"
"ES53","2010","41"
"BE21","2005","57"
"BE32","2020","28"
"UKD7","1974","1"
"UKM5","2019","146"
"DED4","2016","43"
"PL81","2010","14"
"LU00","2005","4"
"RO21","2021","19"
"UKH3","1989","17"
"ITH4","2021","40"
"DE26","1998","1"
"PL81","2008","25"
"RO12","2020","19"
"ES51","1978","2"
"DE94","1996","1"
"UKJ1","1984","9"
"EL64","1999","1"
"CH02","2005","23"
"DE12","2003","93"
"NL11","2011","17"
"DK03","2020","154"
"EL30","1990","10"
"NL32","1999","17"
"DE72","2009","57"
"EE00","2013","51"
"UKD6","2012","8"
"PT15","2006","12"
"HU33","2015","15"
"PL63","1996","253"
"LU00","2012","13"
"PL51","1999","16"
"NO09","2016","46"
"ES24","1978","1"
"UKJ3","2012","27"
"BE35","2001","3"
"SK04","2012","3"
"UKK4","1986","1"
"ITC4","2007","93"
"CH06","2012","12"
"FRF3","2018","407"
"EL30","2010","79"
"DEE0","2005","2"
"SE12","1990","8"
"RO41","2017","3"
"AT31","2017","159"
"UKL1","2005","16"
"DEA4","2014","23"
"EE00","2021","19"
"UKK2","2017","93"
"NL32","2001","13"
"CH04","2009","308"
"UKK3","2010","1"
"UKE4","1973","1"
"UKE1","1956","1"
"DE60","1987","1"
"AT33","2007","6"
"BE10","1998","8"
"FRK2","1993","89"
"LV00","2019","205"
"PL91","1997","21"
"NL11","2008","11"
"CZ03","2001","2"
"ES41","1983","2"
"CH02","1988","10"
"UKM8","1989","7"
"DEA2","2000","29"
"UKJ3","1996","65"
"NL31","1985","7"
"ES62","2005","21"
"ITC3","2000","4"
"UKJ2","1973","3"
"UKF3","1998","7"
"AT22","2002","36"
"PL51","2001","22"
"BE33","2010","88"
"ES42","2012","69"
"UKD3","1971","16"
"DE60","1972","1"
"BG41","1975","1"
"PL71","2013","16"
"UKJ4","2001","4"
"FRE1","1993","71"
"SE31","2011","11"
"DE73","2020","43"
"ES51","1993","9"
"HR03","2011","10"
"NO07","2014","19"
"PL71","2009","291"
"FRB0","2010","22"
"FRD1","1998","2"
"EL63","1997","2"
"UKE1","2010","6"
"FR10","1988","10"
"PL42","2020","28"
"PL41","2012","12"
"NL12","1988","1"
"CZ01","2009","142"
"DK05","2018","20"
"CH04","2008","11"
"DE25","1995","1"
"DK04","2012","119"
"UKG3","2000","11"
"RO21","2017","11"
"HU23","2018","12"
"FRD2","2011","6"
"AT33","2012","7"
"DE60","2002","34"
"NL23","2019","77"
"FRH0","1988","15"
"CZ01","2006","76"
"BG32","2007","1"
"CH02","2000","33"
"ES21","1998","64"
"NL33","1970","2"
"SE21","2007","11"
"UKM8","2004","221"
"ITI4","1994","43"
"EL52","2002","49"
"LV00","1994","1"
"SK01","1995","7"
"ES12","2018","161"
"DE91","2000","295"
"NO02","2019","13"
"SE22","1994","1"
"ES70","2004","4"
"ITC3","1993","2"
"BE10","2001","17"
"DEC0","2011","17"
"EL53","1997","1"
"ITH5","2006","121"
"UKD6","2019","321"
"EL54","2000","13"
"NL21","1993","1"
"BG42","1989","23"
"UKJ1","1972","10"
"PT16","1991","44"
"BE31","2012","10"
"ITG2","1997","2"
"AT13","2009","181"
"UKJ4","1987","10"
"ITF4","2004","9"
"UKM9","2018","6"
"NO02","2020","11"
"PL22","1998","37"
"FI1B","1990","9"
"UKL2","2009","103"
"ES52","1982","1"
"DE71","1979","2"
"DK04","2013","117"
"DEB2","2021","5"
"PL41","2004","13"
"NL11","2010","134"
"ES43","2000","16"
"LV00","2013","21"
"CH06","2015","25"
"DE50","1999","7"
"CZ08","2020","19"
"SE23","1989","3"
"ES70","1989","50"
"UKJ4","1990","5"
"ITH2","2018","61"
"SK02","2008","4"
"ES62","2001","7"
"CZ06","2009","22"
"DEG0","1997","7"
"SE11","2006","25"
"UKH2","2001","3"
"UKD4","1993","25"
"SE23","2000","13"
"RO32","2014","39"
"NO08","1983","1"
"CH03","2003","21"
"FRF2","2014","12"
"PL72","1990","8"
"HU31","2018","5"
"ES62","2008","9"
"PL62","2015","15"
"PT15","1998","5"
"PT18","2001","5"
"UKD3","1977","3"
"DEA5","1972","1"
"DE11","2007","5"
"NL31","1981","13"
"FRH0","1991","1"
"UKC1","1993","36"
"NL41","1982","1"
"UKN0","2005","12"
"SE11","1991","61"
"UKC1","2000","50"
"SE21","2006","24"
"UKJ4","1973","3"
"UKD3","1987","26"
"UKF2","1988","7"
"NO07","2008","31"
"NO02","2016","7"
"CZ03","2005","77"
"UKK2","2006","41"
"RO12","2013","19"
"DE60","2011","90"
"UKJ4","2007","10"
"SE31","2007","8"
"HU31","2015","6"
"ES53","2016","202"
"ITF4","2001","19"
"LT02","1990","1"
"ITI3","1983","1"
"BE23","2011","23"
"ES52","2003","19"
"DE27","2019","13"
"NL42","2005","10"
"PT16","1965","1"
"SE23","1994","3"
"EL65","2021","3"
"DE27","2013","10"
"UKK2","2012","44"
"UKM8","1994","77"
"ES21","1994","8"
"UKM8","1998","51"
"UKC1","1992","5"
"DEC0","2003","3"
"RO32","2006","286"
"UKG1","2002","144"
"IE06","2001","131"
"ITH1","2001","21"
"NO06","2007","73"
"FRG0","2004","9"
"NL42","1982","2"
"UKC2","1994","33"
"CZ03","1975","1"
"ITI4","1980","10"
"FRE1","1974","2"
"HR05","1986","165"
"UKG3","2009","73"
"FRF1","2004","33"
"ITF4","1986","9"
"UKJ3","1975","8"
"EL52","2012","37"
"FI1D","2003","63"
"ES23","2010","43"
"UKI5","1976","45"
"SK04","2020","9"
"UKG3","2002","16"
"UKD7","2007","20"
"SK02","2018","41"
"HR02","2008","3"
"LT02","1980","2"
"AT32","2001","1"
"DE11","1991","1"
"AT31","2015","319"
"NL22","1992","21"
"PL21","2010","370"
"ITF6","2000","272"
"LV00","2018","79"
"ITI3","2015","21"
"FRJ1","2002","98"
"HU21","2021","2"
"PL42","2009","49"
"ES21","1985","2"
"UKE3","2010","161"
"UKJ2","2001","73"
"ES53","2018","129"
"BE21","1981","1"
"AT32","2008","18"
"UKJ2","1976","6"
"ES53","2005","5"
"NO06","2021","152"
"SE33","2002","37"
"SK01","2013","21"
"FRG0","2008","12"
"FRJ1","1978","2"
"EE00","2014","10"
"ES22","2007","35"
"DE80","2007","10"
"AT12","2011","9"
"UKJ1","1985","13"
"FRI1","2003","69"
"FRE2","2010","10"
"PL71","2005","7"
"UKL2","1994","6"
"SK03","1998","1"
"ES42","2007","11"
"UKD7","1999","6"
"NO07","2011","21"
"NO06","1994","1"
"ITC3","2007","3"
"ITH4","1990","13"
"EL43","1992","6"
"BG41","2001","5"
"AT22","2006","17"
"DE50","2011","133"
"LT02","2016","22"
"FRF1","1983","1"
"PL42","2012","8"
"PL22","1971","1"
"UKM7","1994","41"
"RO32","1972","1"
"CY00","1991","41"
"NO07","1999","4"
"CZ08","2016","33"
"FRF1","1990","9"
"PL43","2006","7"
"BE10","2007","25"
"FRF2","2020","13"
"PL51","2004","8"
"UKL1","2013","155"
"UKH2","2012","46"
"FRH0","2005","159"
"ES12","2002","1"
"ES61","1985","19"
"FR10","1993","129"
"UKM9","2020","4"
"CZ07","1997","5"
"ES61","2003","220"
"DE21","1991","70"
"UKC1","1966","2"
"FRJ2","1995","5"
"NL13","2020","5"
"CZ06","2004","4"
"DE14","2014","21"
"UKK1","1987","7"
"UKM6","2008","2"
"PL21","1977","1"
"DE14","1994","2"
"UKH2","2010","39"
"DED2","2007","178"
"UKF2","2004","2"
"HR05","2016","35"
"CH01","2007","16"
"DEB2","2014","16"
"SI04","2012","13"
"ITH5","1987","10"
"PL82","2021","5"
"DEA1","1981","1"
"DE73","1996","1"
"CZ05","2011","6"
"HR03","2010","5"
"IE04","1997","11"
"BE31","1985","1"
"BG41","2013","253"
"FRC1","2018","22"
"AT33","2021","43"
"FRC2","1999","6"
"DE12","1998","10"
"LT02","2006","16"
"UKE3","1988","19"
"UKG2","2014","12"
"DED4","2000","3"
"ITH3","2001","7"
"UKE4","1990","61"
"SE32","2003","3"
"FI1D","2011","8"
"PL84","2011","3"
"ES42","1994","6"
"EL41","2017","11"
"NL12","2017","8"
"ES62","2010","19"
"ES12","1993","2"
"BE21","2006","12"
"DE13","2004","4"
"FRI3","2014","25"
"DE25","2009","131"
"UKD6","1993","1"
"NL32","1989","26"
"PL22","2004","27"
"DEB2","1996","1"
"ITI4","2010","71"
"NO07","2004","181"
"FRJ2","1991","6"
"AT33","1995","217"
"CH04","2004","71"
"RO12","2018","7"
"DE27","1990","1"
"DE50","2006","12"
"FRF2","2012","15"
"PT11","1993","6"
"PL41","2021","20"
"EL63","1986","1"
"BG42","2006","3"
"NO0A","2007","11"
"ES62","2003","2"
"NO0A","2005","4"
"PT18","2006","9"
"DE71","2003","11"
"FRD1","1997","56"
"ITC4","1989","4"
"EL63","1999","15"
"ITF2","2005","126"
"UKJ2","1974","22"
"HU23","2010","25"
"RO32","2004","73"
"PT11","1998","18"
"UKG2","2013","37"
"FI19","2014","28"
"DEB2","1998","1"
"NL32","1986","32"
"UKL2","2000","80"
"UKD7","1989","16"
"ES41","1990","15"
"PL62","2008","31"
"UKI5","1974","51"
"DEE0","2014","286"
"FRI3","2000","3"
"UKL1","1996","7"
"UKE3","1997","30"
"PL21","1991","12"
"EL43","2002","17"
"BE32","2015","15"
"UKK2","1996","8"
"ITG1","1997","25"
"ITI3","2007","7"
"ES13","1996","1"
"DE72","2014","22"
"DE26","1987","1"
"FR10","1964","3"
"ES53","1991","1"
"SE32","2002","7"
"FRI1","2006","99"
"ES23","2013","110"
"DED5","1994","13"
"NL22","1993","5"
"ITH3","2007","8"
"UKF3","2001","7"
"PL62","2013","6"
"FRI1","2002","94"
"DK05","2014","11"
"PT30","2017","9"
"BG42","2020","5"
"FI1B","1994","8"
"FI1B","1987","3"
