"receiver","year","count"
"FRE2","2016","12"
"FI1B","1997","5"
"ES30","1970","184"
"HU32","2007","7"
"AT11","2014","1"
"FRE2","2008","18"
"ITH4","2008","25"
"DE72","2001","38"
"FRF1","2010","91"
"CH01","1998","6"
"UKL1","2002","13"
"UKJ2","1997","325"
"ES52","1998","89"
"IE06","1973","3"
"CZ08","2018","11"
"ES62","1997","5"
"ES52","1997","41"
"LT01","2016","9"
"ITI4","1985","7"
"PL42","2016","489"
"PT18","2007","21"
"SE21","1985","3"
"HU12","2021","20"
"PL92","2015","12"
"DE50","2005","9"
"SK01","2015","199"
"DEA5","2004","10"
"NL22","1994","4"
"PL63","2010","10"
"ITH4","1991","112"
"ITF2","2017","7"
"BG41","2015","15"
"SE12","1982","11"
"HR06","2019","5"
"ES43","2003","11"
"CH06","2011","9"
"SK04","2031","1"
"PL51","2002","33"
"BG33","2011","6"
"ITH3","1996","4"
"AT31","2013","7"
"BG42","2010","8"
"HU11","2002","9"
"FRF3","2004","9"
"DE40","1997","8"
"NL33","1978","3"
"UKG2","2016","18"
"NL31","2005","194"
"ITC1","2008","34"
"DE23","2013","9"
"CZ02","1991","1"
"IE05","2002","9"
"SI04","2011","5"
"ITH1","2004","14"
"CH05","1999","1"
"DEE0","2004","6"
"DE92","2013","49"
"CZ08","2021","18"
"PL91","2002","66"
"BG42","2015","5"
"DK05","2013","32"
"ES22","2013","25"
"NL12","2016","6"
"CH01","1992","13"
"ITI1","1985","2"
"UKM8","1981","3"
"ES41","2005","41"
"FRG0","1991","271"
"EL65","2010","1"
"FRJ1","1993","8"
"CZ08","2014","10"
"DE11","2005","11"
"PT15","2013","29"
"CY00","1994","3"
"DEA4","2002","10"
"FRF1","1998","3"
"UKE1","1999","3"
"PT11","1996","19"
"PL22","2011","12"
"HU33","2002","11"
"PL81","1997","3"
"UKD4","2002","13"
"ES61","1992","12"
"DEA3","2009","5"
"UKH1","1979","10"
"CZ03","2021","49"
"FRJ1","2008","272"
"ITH4","2009","25"
"ITC2","2013","1"
"UKL2","1993","49"
"ITF6","2014","57"
"DK03","1998","3"
"DE13","1996","7"
"PL41","2007","15"
"PL61","2000","15"
"ES21","2003","12"
"BG32","2019","5"
"PL52","2013","22"
"DE27","2016","9"
"UKK2","1973","1"
"PL81","2013","13"
"AT12","1992","3"
"EL43","2021","10"
"FI19","1984","2"
"RO22","2011","62"
"DEA1","2000","6"
"CZ05","2016","31"
"UKM5","2009","14"
"EL62","2011","1"
"PL81","2017","24"
"UKD3","1995","20"
"LT02","2013","13"
"ES52","1975","1"
"DEA2","2002","13"
"EL53","2015","1"
"UKC2","1992","61"
"FRJ1","1989","9"
"NL22","2001","63"
"UKC1","1990","11"
"CY00","1993","7"
"BG32","2009","17"
"ITH4","1992","13"
"DE24","2016","70"
"UKC2","1986","6"
"AT32","1998","10"
"DEC0","2009","46"
"UKJ1","1986","54"
"DE13","2012","51"
"ITG1","2018","29"
"EL63","2007","31"
"FRI1","1998","5"
"ITH5","2022","2"
"FI1C","2002","10"
"ITF6","2002","36"
"FRF3","2011","97"
"UKG1","1998","37"
"ES52","1974","1"
"AT12","2009","27"
"UKH1","1997","29"
"HU12","2012","4"
"DEA5","2003","44"
"FRE1","1999","5"
"UKD3","1979","2"
"ITF1","1996","2"
"UKK1","2000","86"
"AT13","1959","1"
"ES13","1992","14"
"FRK1","2012","13"
"ES70","2000","43"
"UKE1","2014","114"
"PL43","2004","3"
"FRF2","2015","49"
"ES42","1986","4"
"DE80","2012","17"
"ES24","2004","51"
"FI1D","2001","25"
"SI03","2017","9"
"ITF3","2011","36"
"NL31","2009","367"
"FRH0","1999","7"
"DED5","2006","36"
"DE30","2004","67"
"SI03","1985","3"
"FRI3","2002","5"
"DE25","2004","7"
"DEB2","2016","64"
"DE21","1974","1"
"RO12","2017","22"
"PT16","1989","7"
"ES53","1999","6"
"NO09","1992","1"
"SE32","2008","38"
"UKJ1","1967","5"
"BE32","2013","16"
"ES70","1996","15"
"DE92","2010","7"
"NO0B","2011","1"
"CZ02","2016","11"
"DK05","2012","13"
"PL72","2002","42"
"FRI2","2018","25"
"BE23","2009","12"
"HU32","2003","3"
"RO21","2009","19"
"FRC1","2011","26"
"FRD2","2019","19"
"LT01","2020","20"
"IE04","2007","9"
"UKJ2","2002","10"
"RO11","1992","1"
"HR05","2015","12"
"ITF6","2016","17"
"UKK2","1970","1"
"PL22","2006","37"
"CH05","2012","58"
"ES30","1986","11"
"HU31","2012","12"
"UKG2","2005","22"
"HR06","2004","1"
"FR10","1982","33"
"CZ03","2002","49"
"BG33","1988","3"
"DEF0","2004","8"
"SK04","1994","1"
"UKC2","2010","15"
"HU23","2019","11"
"UKK1","1990","8"
"DE14","2006","31"
"HU22","2006","3"
"CH04","1987","7"
"ITC4","2000","16"
"FI1D","1996","9"
"ES22","1999","6"
"UKH3","2005","9"
"NL33","1980","7"
"NO06","2006","15"
"RO31","2020","11"
"ITH5","1994","10"
"ITH4","2000","169"
"EL54","2004","1"
"FRH0","1996","5"
"PL91","1978","1"
"IE04","2010","3"
"FRH0","2004","15"
"PT17","2007","26"
"SI03","2005","2"
"UKF1","2008","18"
"FRJ2","1996","5"
"FRI3","1990","21"
"NL22","1976","2"
"UKJ1","1973","92"
"UKL2","1990","11"
"DEF0","1997","1"
"UKD7","1978","2"
"RO42","1972","1"
"DED4","1992","1"
"SK04","2019","21"
"CZ07","2004","11"
"FRL0","1981","1"
"SE33","1995","3"
"LU00","2002","4"
"DEA2","2005","56"
"ITC3","2011","41"
"NO07","1994","2"
"BE21","1978","2"
"DK05","1988","2"
"PL81","2011","8"
"FRB0","1987","1"
"BE23","2012","61"
"FR10","1975","7"
"RO31","2008","4"
"SK03","1999","1"
"DK01","1994","7"
"PL62","2020","23"
"SI04","2009","4"
"UKM5","2008","56"
"PL92","2014","12"
"NL21","1979","1"
"ITG1","2009","113"
"UKJ4","1992","3"
"SK02","2014","31"
"ES52","2023","2"
"CZ08","1998","1"
"ES70","2002","9"
"ES22","2004","13"
"BE22","2021","23"
"ES21","1999","4"
"PT17","1980","3"
"ITF1","2002","7"
"EE00","1995","9"
"FI19","2010","17"
"BE31","2013","12"
"DE13","2014","65"
"PL92","2012","5"
"UKF2","1987","1"
"NL42","2001","127"
"PL52","1986","1"
"LT02","2021","13"
"FRJ2","2002","101"
"UKC2","1993","4"
"AT21","2018","97"
"BE23","2004","15"
"ES51","1977","17"
"HU23","1983","2"
"FRI2","2020","209"
"NL33","1976","1"
"CH03","1990","17"
"ITH1","1996","2"
"ITI1","2024","3"
"PL52","1988","5"
"DEE0","2003","6"
"HU22","2000","2"
"UKG3","1985","4"
"EL41","2016","115"
"NL32","1998","5"
"CH07","2009","37"
"DE80","1994","55"
"CH01","1988","3"
"SK02","2007","3"
"UKG3","1991","7"
"DE14","2003","25"
"UKE4","1991","244"
"NL22","2007","158"
"SE11","1994","15"
"ITF3","2023","8"
"UKN0","2003","3"
"EL30","2003","100"
"UKM8","1987","5"
"EL41","2002","1"
"EL52","2011","3"
"ITF4","2012","10"
"DEA2","1999","43"
"HR06","2007","3"
"UKL2","2022","1"
"BG42","1994","2"
"FRK1","2009","9"
"UKC1","1996","5"
"ES41","2001","10"
"DE27","2003","1"
"ITH4","2012","651"
"UKL2","1973","2"
"AT32","2013","10"
"LV00","2004","8"
"DK01","2005","177"
"ES41","2008","29"
"UKJ3","2010","52"
"DE12","2006","14"
"EL54","1982","6"
"FRL0","1994","16"
"PL91","1990","10"
"SE21","2000","7"
"AT13","1991","58"
"CH05","2008","101"
"CH05","2014","13"
"BE24","2001","9"
"HR05","2004","4"
"PT18","2013","28"
"EL30","2022","1"
"EL41","2019","86"
"ES52","1989","13"
"HU12","1997","7"
"DE12","1990","4"
"AT33","2009","11"
"UKL1","1987","8"
"CZ07","2006","40"
"CZ04","2014","3"
"CZ01","2007","68"
"DK01","1996","109"
"NL41","1993","4"
"EL61","1996","7"
"ITF1","2005","6"
"CY00","1996","2"
"RO22","1990","5"
"ITI3","1994","4"
"UKK1","2001","25"
"DEB3","1974","1"
"SI03","2013","7"
"HU31","2009","3"
"UKG1","1969","2"
"UKD6","2007","8"
"DE24","2011","4"
"UKL1","2022","1"
"ITI3","1973","1"
"ITH1","2007","15"
"PT16","1972","6"
"UKE3","1998","41"
"ITF3","1992","5"
"DE24","2008","4"
"CZ06","2008","5"
"UKH3","2004","32"
"CZ01","2000","6"
"HU31","1978","1"
"PT17","1976","1"
"FRI3","2011","7"
"UKI5","1968","70"
"AT13","2002","15"
"DEA3","2004","3"
"DED4","2006","1"
"SE11","2001","13"
"HU12","1974","3"
"HR06","2005","4"
"ES51","1970","1"
"FRD2","2014","371"
"ES43","2011","31"
"BG41","1996","5"
"DEC0","2016","31"
"UKF1","1990","5"
"DEA5","1986","5"
"UKE2","1965","7"
"PL52","2021","9"
"NL21","2009","22"
"RO31","2004","4"
"BE31","2008","10"
"BE10","2010","11"
"FRL0","1992","14"
"PT20","2010","7"
"DE92","1992","15"
"UKH2","2013","15"
"PL52","2009","7"
"SE31","1998","2"
"DE50","2004","36"
"ITF6","2005","7"
"DE72","2002","19"
"PL43","2000","4"
"MT00","2004","2"
"PL63","2001","6"
"FRI3","2012","9"
"FRK1","2018","121"
"BG42","2011","4"
"BE35","2005","30"
"UKJ4","1983","4"
"DE72","1993","15"
"ITF4","2015","34"
"UKC2","1996","13"
"ES23","2011","5"
"EL61","2009","4"
"RO32","2000","19"
"ITH1","2009","10"
"PL52","1999","35"
"PL22","1983","1"
"PL82","2017","8"
"UKD4","1995","33"
"ITF3","2004","17"
"UKG1","1993","7"
"SK01","1996","9"
"NL32","1981","3"
"HU23","2002","8"
"UKL1","1992","8"
"SE12","2000","34"
"PT30","1995","2"
"UKF3","2013","14"
"DE71","2006","7"
"SE23","1985","1"
"UKD7","1996","5"
"MT00","2021","769"
"CZ04","2015","18"
"UKM8","1985","19"
"UKG2","2021","13"
"UKE1","2004","10"
"UKC2","2000","329"
"DEA4","1985","1"
"DE71","2000","9"
"NO06","1996","1"
"ES53","1997","3"
"IE04","2006","64"
"CH07","2010","3"
"UKD7","1992","176"
"ES64","2015","1"
"RO21","2020","81"
"UKK4","2009","132"
"LI00","2013","11"
"CZ05","2005","5"
"BG41","2006","15"
"NO0A","2001","13"
"SK01","1993","1"
"ITG1","1980","1"
"EL52","1997","19"
"ES12","1987","3"
"UKM5","1970","2"
"AT11","2020","7"
"AT32","2005","9"
"UKC1","1983","5"
"UKH1","1993","23"
"BG33","1998","1"
"FRG0","2005","22"
"FRF1","1992","7"
"PT15","2009","63"
"ITH1","1991","6"
"BE22","2013","6"
"SE12","1999","211"
"EL54","2002","23"
"ES43","2021","36"
"ES52","1993","197"
"DE80","2014","13"
"IE06","1998","11"
"FRJ1","2004","158"
"MT00","1995","4"
"HR05","2009","8"
"HU32","2018","134"
"UKH1","1987","18"
"UKI5","1970","5"
"NL32","2006","20"
"FRL0","1965","1"
"ES12","1992","58"
"SE21","1994","11"
"PT30","2019","45"
"UKM7","1982","11"
"DE40","2004","3"
"IE04","2005","7"
"ITC1","1985","5"
"DE21","2000","71"
"PL21","2002","31"
"NL33","1973","2"
"DEB3","2001","31"
"ES62","2006","4"
"DED2","2006","6"
"ES61","1975","9"
"UKH3","1998","22"
"DE73","1997","3"
"SE32","2012","13"
"PL51","2003","17"
"UKD7","1998","31"
"FRI3","2008","6"
"ES11","2002","13"
"UKM7","1985","7"
"ES24","2009","4"
"CZ06","2015","33"
"HU22","2007","5"
"PT15","2005","3"
"FRJ2","1999","174"
"BG33","2000","26"
"ES24","1995","4"
"DED2","2002","6"
"UKC1","2004","12"
"SE23","1997","13"
"BG32","2016","4"
"DK04","2007","11"
"FRB0","1980","3"
"UKJ3","1979","3"
"LT01","2009","3"
"EL61","2015","8"
"DED5","2011","51"
"DE91","1993","16"
"UKK2","1999","71"
"FRC1","2021","56"
"BE35","1992","1"
"ITF5","2021","1"
"NO02","2011","49"
"AT12","2013","11"
"DEA3","2015","29"
"RO12","2021","57"
"EL30","1987","6"
"IS00","2000","17"
"CH07","2000","2"
"DE80","2008","21"
"ITI4","1984","9"
"CH03","1991","3"
"BG41","1995","20"
"UKK4","2002","19"
"BE21","1989","3"
"HR03","1976","1"
"PL52","2006","16"
"SK04","2015","5"
"ITF6","2007","1"
"FRI3","2006","3"
"DED4","2005","1"
"ITF4","2009","10"
"FR10","1986","12"
"NL41","1996","3"
"FRF1","2005","11"
"PL63","2004","5"
"BE25","1998","1"
"NO08","1996","3"
"PL21","2004","67"
"CZ01","1996","30"
"ITH5","1989","3"
"NL22","1990","5"
"SE11","2023","1"
"UKE4","1988","5"
"UKG2","2008","19"
"DE92","2008","37"
"SI04","2010","5"
"DEG0","2011","57"
"BG33","2003","15"
"ITC4","1987","6"
"HR06","2017","9"
"IE06","1989","22"
"DE60","2022","1"
"UKD3","1994","122"
"DEA3","2012","66"
"RO21","2004","1"
"PL22","2003","16"
"FRK1","1998","21"
"AT34","2019","3"
"ES64","2017","2"
"BE23","1994","3"
"NL41","2000","22"
"FRE1","2006","29"
"UKJ1","1966","3"
"UKD7","1975","5"
"IE04","1973","1"
"DK01","1983","5"
"UKK3","2016","17"
"ES30","1978","12"
"HU22","2009","9"
"ES43","2007","26"
"HU12","1987","3"
"ITF4","1991","4"
"SE31","1990","2"
"CZ07","2009","31"
"UKH3","2007","72"
"CZ07","2013","23"
"FRD1","2014","8"
"UKF2","2014","7"
"HR05","1999","7"
"NL11","2003","26"
"DE23","2006","1"
"FI1D","1993","3"
"ITH4","1989","19"
"ES61","1987","93"
"ITI1","1997","22"
"ES51","1994","14"
"EE00","2015","53"
"EL61","1994","1"
"PT17","1994","6"
"LT02","2010","8"
"SK02","2004","16"
"FRI1","1999","7"
"CY00","2011","12"
"DE60","2000","16"
"LV00","2002","1"
"PL72","2008","25"
"FRD1","2005","25"
"EL41","1979","1"
"SE12","1978","3"
"UKM6","2007","1"
"UKD7","2003","9"
"BG42","2018","2"
"UKK4","1979","2"
"BE35","2006","2"
"UKH2","2021","236"
"SE33","1997","26"
"FRI3","1988","15"
"ITC3","2003","5"
"DED2","2003","281"
"ITI1","1990","5"
"HU23","2011","5"
"CH02","1996","22"
"PL82","2005","46"
"ES41","1995","5"
"NO0B","2014","10"
"ES30","1981","7"
"DE50","2007","8"
"PT18","2021","19"
"PL52","1996","2"
"UKJ3","2002","39"
"PL62","1986","1"
"CZ05","2015","24"
"NL32","2023","1"
"UKI5","1978","310"
"SE33","2008","10"
"SE11","1985","7"
"ITG1","1990","1"
"BE35","2010","12"
"LV00","1984","2"
"LT02","1997","6"
"HR06","2012","4"
"EL61","2000","7"
"UKC1","2005","57"
"IE05","1998","1"
"PL61","2006","7"
"UKE4","1971","1"
"FI1C","2003","2"
"AT13","1994","11"
"EL63","2000","3"
"SK01","2007","6"
"BG34","2019","7"
"FRC2","2008","4"
"RO42","2008","47"
"UKD7","2001","34"
"UKC1","2009","34"
"BE31","1988","2"
"CZ04","2011","10"
"DK03","2011","6"
"SE12","1991","3"
"DK04","1996","3"
"PL61","1985","3"
"FRJ1","1997","13"
"UKE3","1994","26"
"NO0A","2002","35"
"ITG1","1999","3"
"DEC0","2019","78"
"CZ01","1965","1"
"SE32","2013","8"
"DK03","2012","31"
"CZ06","1988","2"
"BG31","2019","3"
"EL43","2005","71"
"DEA3","2017","21"
"ITF3","2000","12"
"RO31","2012","2"
"ITH4","1994","6"
"ES21","1991","33"
"PL62","2005","3"
"PL43","2005","2"
"UKM6","2003","1"
"NO08","1987","5"
"ES41","1985","7"
"DE91","1991","9"
"HU12","2008","11"
"SK01","1998","3"
"ITF3","1998","10"
"BE24","2003","29"
"CH01","2023","1"
"CH07","2013","71"
"FRD1","2009","15"
"DE14","1992","31"
"IE06","2000","90"
"RO22","1994","3"
"PT15","1992","11"
"PT17","1991","2"
"ITF2","2021","6"
"FI1C","1999","2"
"BE25","1994","1"
"FI1D","2008","217"
"IE06","1993","24"
"EL30","1993","4"
"RO12","2005","4"
"UKK1","2010","79"
"PL92","2008","29"
"HU23","2013","8"
"ITC4","1986","11"
"ES41","1989","3"
"CH04","1986","5"
"NL33","1999","25"
"FRB0","2002","16"
"FRF1","1988","2"
"UKH3","2000","49"
"FI19","1997","6"
"ITF6","2015","31"
"DED5","2013","15"
"DK05","2009","8"
"DEA3","2007","4"
"ES53","2003","5"
"UKM8","1977","34"
"EL30","1994","128"
"FRF1","1999","326"
"MT00","2000","1"
"UKD4","2001","26"
"UKD3","1978","33"
"LT01","2013","4"
"FRM0","2014","1"
"FRL0","1996","8"
"FI1C","2011","277"
"FRG0","2009","34"
"NL41","1971","1"
"ES52","1987","38"
"PL62","1997","40"
"DEA5","1997","3"
"FRF2","2009","4"
"EL52","1995","22"
"BE35","2012","1"
"DEA3","2013","57"
"LT02","1993","2"
"UKL1","1986","28"
"EL30","1996","74"
"UKE4","1984","5"
"PL91","1985","7"
"HR05","2014","133"
"CH04","1992","9"
"RO22","2001","1"
"CH06","1977","1"
"UKK1","1972","2"
"FRE1","1994","3"
"SI04","2004","2"
"UKG1","1971","2"
"PL41","1993","13"
"EL43","2007","9"
"FR10","1957","1"
"PL92","1987","1"
"IS00","1998","8"
"NO0A","2011","16"
"BE32","2012","2"
"CZ04","1984","1"
"CZ01","1991","5"
"NO0A","1995","4"
"PL52","1985","1"
"IE05","1981","3"
"EL53","2016","22"
"DE22","2017","19"
"UKC1","1982","3"
"RO42","2010","11"
"UKD3","1968","1"
"UKG2","2006","6"
"DEA2","1994","4"
"UKD1","1991","1"
"SE22","2000","6"
"IS00","2013","37"
"DE60","2010","34"
"UKJ1","1987","15"
"FRD2","1986","2"
"AT34","2017","4"
"HR06","2006","4"
"PL81","1993","3"
"SI03","1995","3"
"BG34","1995","1"
"NL21","1996","3"
"ES13","2006","51"
"ITH3","1992","25"
"ITC4","1997","17"
"UKM8","1993","13"
"ES23","1992","2"
"AT22","1994","1"
"UKN0","1995","13"
"DE26","2003","7"
"DE13","1978","6"
"ITF6","1992","13"
"FRC1","2006","25"
"PL21","2005","34"
"SK03","2014","7"
"UKE4","1963","1"
"UKF3","2008","2"
"SE11","1995","11"
"DE22","2015","5"
"EL63","2021","10"
"RO11","2012","9"
"PL72","2015","10"
"HU22","2010","7"
"UKI5","1977","10"
"FRI1","2007","37"
"ITF4","2010","9"
"NO06","2012","10"
"BE35","2003","23"
"FRF1","1982","1"
"DE21","2001","7"
"PL84","2010","29"
"NL42","1999","7"
"NL41","2001","16"
"HR06","2014","7"
"PL51","1976","2"
"ES70","1982","5"
"UKC2","2004","92"
"PL72","2003","4"
"EL54","2011","3"
"DK04","2005","6"
"ES24","1989","1"
"PL71","1972","1"
"ES12","1969","1"
"HU32","1993","14"
"SE23","1996","14"
"PL22","1996","2"
"PT17","2001","7"
"DE21","1987","133"
"LI00","2020","3"
"SE32","2021","5"
"NL42","1997","7"
"RO41","2012","4"
"DE73","2007","7"
"UKF1","1985","24"
"EL51","2020","8"
"FRF3","1992","21"
"ITF3","2003","5"
"DEA1","1994","3"
"PL52","2000","2"
"SK01","2005","28"
"FI1B","1995","9"
"ES51","1991","83"
"ITF6","1998","1"
"DEF0","2006","19"
"CY00","2005","10"
"ES53","2011","25"
"SE11","2002","61"
"BE32","1990","1"
"PL22","1992","4"
"BE24","2000","15"
"SE31","2012","11"
"DE92","1999","5"
"SK03","2005","1"
"DEA2","1970","4"
"HU11","2008","8"
"SE23","2007","6"
"FRH0","1979","1"
"FRE2","2013","6"
"DEA4","2006","5"
"CH04","2026","1"
"BG41","1986","55"
"IS00","1981","73"
"ES52","1986","3"
"CZ07","1994","33"
"BG31","2013","1"
"CH01","1984","5"
"DED4","2011","6"
"UKJ2","2003","317"
"LV00","1992","1"
"EL43","2009","3"
"SE22","1991","2"
"UKN0","2008","61"
"PL72","2001","4"
"NL31","1983","1"
"UKJ4","1997","4"
"UKJ1","1982","13"
"DK04","2006","9"
"UKD1","2013","2"
"BE33","2000","1"
"SK02","2021","44"
"NO09","2003","3"
"AT22","2010","52"
"AT32","2012","17"
"CZ01","1995","7"
"ITG2","2011","4"
"AT31","2016","38"
"UKD1","2021","5"
"SK04","2001","1"
"EL62","2010","1"
"UKM9","2013","6"
"DE23","2008","17"
"UKK1","1988","6"
"AT21","2012","41"
"EL62","2001","2"
"NL41","2003","17"
"UKJ1","1975","4"
"ES41","1991","218"
"FRK2","2022","4"
"PL91","1979","3"
"NO08","1977","3"
"EL51","1999","1"
"PL62","1990","2"
"UKG1","1988","79"
"DED5","2000","5"
"PL71","2000","3"
"MT00","2006","7"
"FRH0","1993","15"
"UKL1","2000","13"
"ITI4","1987","5"
"DE21","2025","1"
"PL21","1997","5"
"FRD1","2006","6"
"UKD7","2024","1"
"HR03","2015","16"
"HU31","1992","2"
"BE35","2008","53"
"UKK4","1992","34"
"AT33","2002","4"
"EL54","1985","2"
"DE13","1988","6"
"HU21","2018","49"
"DK02","1993","1"
"DK04","1988","2"
"ITF1","2004","5"
"SE33","2007","38"
"EL43","2020","55"
"EL41","2018","9"
"ES43","2012","8"
"FR10","1976","12"
"FRD2","2004","4"
"ITI1","1986","16"
"DE72","2013","757"
"EL63","2003","45"
"SE21","1992","2"
"DED2","1999","6"
"ITC4","1991","7"
"SK01","1994","9"
"UKJ2","1971","35"
"FI1D","2010","5"
"PL62","1999","8"
"EE00","1999","13"
"UKD3","1993","32"
"CH01","1962","1"
"AT22","2008","21"
"FRL0","1979","4"
"PL42","1997","7"
"UKJ2","2000","49"
"ITF1","1999","9"
"UKD1","2008","9"
"ES70","2007","6"
"BE23","2007","51"
"CZ01","2001","19"
"NO09","2005","5"
"LU00","2011","15"
"HU12","2003","3"
"FI19","2009","14"
"UKK1","1985","9"
"SK01","2009","49"
"NL33","1979","1"
"UKD6","1998","2"
"ITI4","2004","23"
"CZ06","2013","13"
"EL51","2003","5"
"UKD7","1988","11"
"DED5","2009","32"
"CZ06","2003","4"
"FRB0","2021","36"
"UKJ1","2023","7"
"LT01","2014","7"
"HR05","1950","1"
"ES51","1986","7"
"DEA3","1986","2"
"ITF4","2006","9"
"ITI4","1989","15"
"SE11","1988","2"
"SE11","1996","9"
"NL11","1977","1"
"UKI5","1975","13"
"CH06","2021","15"
"RO21","2013","5"
"ITF5","2004","3"
"RO11","1996","72"
"ES30","1990","236"
"FRD2","2008","109"
"DE14","1997","2"
"PL81","1989","1"
"PL21","1999","21"
"RO32","2005","8"
"EL54","1996","1"
"ITI3","2009","16"
"EL41","1995","1"
"ITF4","2003","5"
"BG34","2020","2"
"NL12","2020","8"
"PT30","2014","33"
"ES41","2024","1"
"RO22","2016","10"
"EE00","2007","49"
"LT02","2020","9"
"NO06","2001","4"
"UKF1","1981","3"
"DE40","2003","13"
"DE71","1986","1"
"HR02","2014","22"
"DK05","1997","3"
"CZ02","2014","9"
"ITH2","2013","6"
"UKG1","1980","16"
"RO31","2007","2"
"PL22","2002","13"
"SE23","2005","4"
"DEB3","2008","7"
"ITF4","1978","1"
"DE26","1996","3"
"UKE3","1986","1"
"FRK1","2003","4"
"UKE3","2007","49"
"CZ08","2015","16"
"DE50","1989","1"
"ES42","1998","9"
"SE21","2009","238"
"UKG3","1989","6"
"PL72","2014","6"
"CH01","1982","3"
"NL42","2004","7"
"DE23","1998","1"
"DK04","1993","1"
"DE50","1994","5"
"ES23","1984","1"
"PL91","1992","6"
"ITG1","1978","1"
"UKE3","1999","37"
"HR05","1996","8"
"EL30","1997","11"
"NL42","2006","5"
"IE04","2008","7"
"BG41","2005","31"
"UKE4","1993","44"
"ES61","1989","20"
"UKK2","1985","1"
"ITF2","2018","5"
"DEA4","1990","22"
"PT15","2010","10"
"UKK2","1978","1"
"UKC1","2002","5"
"FI1B","1989","7"
"FRF1","1985","1"
"MT00","2009","9"
"PL84","2005","2"
"NO02","2014","5"
"UKN0","2000","11"
"CH02","1994","13"
"IS00","2007","11"
"ITG2","2013","5"
"UKH2","1998","6"
"PL82","2010","9"
"SE31","2004","7"
"DEB3","2009","79"
"FRI1","2001","5"
"CZ07","1980","1"
"UKM7","1980","8"
"FRI2","2016","134"
"DE11","1978","1"
"EL51","2021","13"
"CH06","1994","1"
"PL71","1995","2"
"PL52","2010","7"
"CY00","1998","14"
"NL13","2018","4"
"ES22","2011","25"
"BG42","1987","3"
"PL61","1997","8"
"ITC3","1999","6"
"SE11","2005","29"
"ES43","1998","4"
"DEA3","2010","16"
"FRI2","2014","4"
"EL41","2005","1"
"BE23","1997","7"
"DEG0","2007","5"
"LV00","2007","3"
"PL22","1981","2"
"CZ06","2006","5"
"EL61","2012","6"
"FRH0","2002","6"
"SE33","2000","5"
"FRE1","2007","16"
"DE27","2020","196"
"ES13","1989","1"
"DE11","1995","7"
"SI03","2020","6"
"AT12","2012","34"
"HU11","1986","3"
"ES70","1988","39"
"DE12","1987","13"
"FRK2","1986","8"
"PL21","2007","6"
"HR03","1984","2"
"NL22","1983","3"
"ES52","1994","5"
"PT16","1978","1"
"ES61","1988","13"
"PL51","1993","7"
"HU11","2021","104"
"SK01","2003","25"
"PL51","2016","47"
"CZ06","2012","73"
"FRC2","2010","4"
"ES70","1998","6"
"SI03","2006","8"
"SE33","1990","1"
"UKD7","1966","1"
"EL43","2012","25"
"EL52","2006","2"
"NL32","1987","11"
"EL30","2001","14"
"PL91","1993","16"
"CH01","1990","33"
"HU31","1982","1"
"NL11","1989","20"
"FRL0","1989","14"
"BG42","2016","11"
"FRM0","2018","1"
"AT12","1999","1"
"UKL2","1996","8"
"CH02","2007","58"
"ITF1","2008","6"
"UKJ3","1968","3"
"PT18","1991","19"
"SK03","2020","10"
"RO22","2017","5"
"FRF1","2000","94"
"SK04","2017","4"
"RO42","2017","37"
"FRJ1","1981","7"
"ITI3","1984","1"
"DE80","1992","1"
"CZ05","2008","23"
"FRI1","1984","91"
"NO06","2003","7"
"PL52","2015","7"
"UKE1","1991","1"
"FRG0","1989","26"
"EL41","2013","3"
"DE92","2001","6"
"ITG2","1978","1"
"RO11","2013","16"
"DE26","2007","25"
"NL12","2018","18"
"EL52","2000","4"
"CZ05","1994","1"
"UKM6","2020","25"
"FRD1","2010","2"
"SE21","1995","37"
"BE31","1994","5"
"UKD4","1966","1"
"BE25","2015","29"
"IS00","2008","11"
"UKI5","1967","5"
"ES24","2002","103"
"HU21","2010","19"
"DED2","2000","6"
"CH03","1969","1"
"EL43","1981","1"
"ITC4","1979","9"
"PL22","1994","5"
"FRJ1","1994","21"
"ITF4","2022","3"
"FRD2","2021","68"
"IE06","1991","7"
"DK05","2011","8"
"SE31","2014","11"
"BG41","2007","7"
"DEA2","1991","5"
"ITG1","2008","22"
"NL34","2011","2"
"PL81","2014","151"
"UKE4","1978","5"
"ES30","1985","15"
"PL82","1996","2"
"UKL2","1986","2"
"LU00","2000","5"
"DEF0","2010","8"
"SK01","2021","15"
"DED4","1998","2"
"FRI1","1991","8"
"NO08","1992","4"
"HR03","1996","1"
"NL42","1991","3"
"FRF3","2003","17"
"EL63","2013","23"
"DEB3","1995","7"
"BG32","2018","17"
"HR06","2015","8"
"DEB1","2001","4"
"DEB3","1996","45"
"RO32","1998","43"
"UKJ4","1996","12"
"UKJ3","2001","380"
"BE31","2006","17"
"FRD2","1993","2"
"CH05","2009","1"
"DEC0","1987","1"
"DEA5","1985","5"
"HU33","1993","2"
"ITG1","2006","71"
"FR10","1967","2"
"EL64","2011","7"
"UKH1","1984","4"
"BG41","1989","25"
"DEA3","2005","3"
"UKK4","2000","37"
"ES43","1999","9"
"PL61","2001","3"
"EL43","2019","21"
"AT22","2009","34"
"ITH3","1998","146"
"UKD4","1996","45"
"DEA2","1986","6"
"SE31","2003","10"
"FRB0","1995","37"
