"sender","year","count"
"SE22","1989","3"
"FRJ1","1994","1"
"ITC4","1995","6"
"AT11","2008","1"
"FRL0","2003","11"
"CH04","1999","5"
"SK01","2003","10"
"FI1D","2000","10"
"ITH5","1988","16"
"ES30","2022","3"
"FRK1","1999","103"
"HU11","1995","8"
"DED4","2016","25"
"ITG2","2013","8"
"CZ01","1992","21"
"PL62","1994","2"
"LT02","2012","14"
"RO11","2010","16"
"CH07","2014","10"
"FRI3","2016","172"
"SK03","1992","1"
"CZ03","2006","5"
"FRH0","1985","1"
"UKD3","1993","169"
"DE11","1991","31"
"DK04","2003","15"
"SI03","2012","2"
"UKC2","1987","4"
"DED4","1995","1"
"UKF1","2004","17"
"PL61","2003","4"
"FRE2","2007","3"
"UKF1","1975","1"
"ITH4","1997","11"
"DE13","2003","7"
"DE24","2009","8"
"UKH3","1990","3"
"UKJ1","1984","14"
"DE72","2014","18"
"UKJ4","2006","6"
"RO42","2009","5"
"DEG0","2010","62"
"FRD2","1977","1"
"FI19","1996","24"
"ITH5","1999","6"
"IE04","2009","21"
"SE11","1994","5"
"AT32","2010","127"
"PL82","2011","42"
"ITC4","1991","29"
"FRK2","1992","19"
"BE32","2019","81"
"FI1B","1980","1"
"IE05","1992","3"
"NL22","2009","18"
"PL51","2011","104"
"PL71","1980","1"
"UKE1","2013","14"
"PL91","1990","13"
"FRF3","1997","2"
"IE04","2021","238"
"EE00","1985","7"
"HR02","2019","20"
"ES41","1991","14"
"EL41","2013","2"
"PT18","2015","11"
"ITH5","1996","6"
"CZ06","1999","2"
"SI04","1994","1"
"BG41","1982","2"
"EL41","2021","11"
"IE06","2001","12"
"DEE0","2006","37"
"DEF0","1992","5"
"AT13","1991","9"
"UKK4","2007","85"
"PL63","1992","1"
"ES62","2012","29"
"IE06","1992","5"
"DE24","2005","5"
"UKH1","1976","5"
"FRD2","2015","10"
"DE71","1994","76"
"AT32","2013","9"
"PT30","2014","6"
"ES12","1994","4"
"DE50","2003","6"
"DEA5","1985","1"
"FRC1","2008","9"
"RO21","2007","6"
"ITI4","1993","25"
"FI19","1997","3"
"ES41","1970","1"
"UKH2","2011","73"
"DEB3","2010","86"
"FRK2","1964","1"
"DED2","2008","28"
"HU32","2010","28"
"SI04","2006","107"
"DEA4","2012","9"
"DK01","2006","46"
"FRI2","2016","5"
"FRB0","1998","3"
"FRH0","2003","16"
"UKE4","1993","10"
"ITG1","1985","1"
"UKK1","1999","8"
"PT15","2007","7"
"SE11","1985","14"
"ITI4","2004","200"
"ES21","2006","15"
"NO07","2013","7"
"BE21","2012","14"
"ES42","2011","46"
"DE91","1966","1"
"DEG0","2005","6"
"DEG0","2014","481"
"UKH1","1997","29"
"NL21","2007","16"
"ITF3","2016","173"
"BE21","2004","7"
"CH04","2023","1"
"BG33","2015","5"
"FRH0","2009","21"
"DE26","2011","7"
"UKI5","1977","190"
"PT18","2003","5"
"CH07","2031","1"
"NL31","2004","381"
"CH05","2016","12"
"UKK4","2014","41"
"BG41","2010","12"
"DE80","2009","10"
"HU23","2009","6"
"RO22","2021","7"
"NL22","1978","1"
"UKG2","2010","52"
"FRF3","1991","5"
"UKM9","2019","4"
"ITG1","2006","16"
"SE21","1994","3"
"DEF0","2013","18"
"ES62","2022","1"
"PT15","2002","13"
"DEB2","2012","3"
"UKL1","2001","151"
"DEA4","2017","666"
"DED5","1998","5"
"SK04","2014","26"
"ITH5","1985","7"
"CY00","2013","23"
"UKH1","1991","451"
"UKJ4","2003","5"
"MT00","2021","7"
"HU32","2018","15"
"HU21","2002","1"
"FRI1","2007","9"
"BE32","2021","6"
"UKE3","1998","41"
"DK02","2002","2"
"IE06","2000","8"
"ES22","2006","6"
"DEA3","1998","9"
"FRC2","2011","15"
"LV00","2016","19"
"UKJ2","1979","27"
"CH03","2022","1"
"DE30","1978","13"
"ITI3","2021","11"
"PL72","2000","1"
"FI1C","1984","2"
"DED4","2017","8"
"ES42","2013","14"
"AT21","2002","3"
"ES30","1975","61"
"NL21","2008","141"
"RO11","2017","14"
"CH01","1995","21"
"PL21","1999","14"
"NL11","2001","18"
"RO11","2021","10"
"FRJ1","1995","36"
"ITF3","2013","33"
"RO41","2017","26"
"UKF1","1985","7"
"RO21","2004","13"
"DEA2","1998","11"
"UKE1","2015","64"
"DEB3","1984","1"
"DE11","2003","92"
"EL30","2007","12"
"EL63","2012","10"
"ITF2","2014","9"
"ITC3","2022","1"
"FI1D","2002","10"
"ITF4","2002","65"
"AT13","2009","29"
"CZ01","2007","31"
"ES62","2006","5"
"UKD3","1990","145"
"UKC1","1985","1"
"CH06","2010","2"
"UKJ4","2000","16"
"ES21","1992","12"
"UKD3","1989","5"
"RO11","2011","58"
"ES43","1986","1"
"ES41","1992","5"
"ITH3","2002","6"
"FI19","2001","6"
"NO08","2003","9"
"LV00","2003","19"
"FRF3","1999","22"
"ES53","2007","9"
"UKJ2","1990","8"
"DEC0","2011","81"
"FRL0","2000","9"
"HR05","1985","1"
"UKJ4","2004","3"
"DEA1","1996","2"
"DE22","2016","306"
"ITC4","1988","13"
"ES11","2004","34"
"UKD1","2016","26"
"CH04","1974","1"
"DEA2","1990","51"
"PT17","1989","2"
"AT33","2008","2"
"UKC2","1992","9"
"SE12","1986","24"
"ITF1","2017","130"
"SE12","2008","14"
"UKH1","1967","3"
"FRJ1","1986","3"
"FRJ1","2004","26"
"ES51","1996","15"
"UKL2","1975","1"
"NO06","2011","550"
"DEB2","2011","32"
"DE13","1984","3"
"PT16","1994","57"
"ES61","2004","23"
"UKC1","1990","5"
"FRL0","1989","109"
"FI1D","1999","13"
"UKJ3","2001","14"
"SE33","2010","15"
"UKH3","2001","387"
"PL62","2015","16"
"UKI5","1970","9"
"BG32","2014","11"
"RO21","1995","1"
"RO32","1973","3"
"ITH5","2003","7"
"NO09","2021","8"
"ES61","1986","65"
"HU33","2012","7"
"DE71","2000","7"
"HR03","2004","2"
"FRI1","1994","10"
"BG41","1988","5"
"CZ01","1994","9"
"ES53","2009","2"
"FRF1","1990","6"
"DEA4","2006","7"
"HU12","2006","99"
"NL41","1996","5"
"BE25","2008","3"
"NL41","1987","17"
"DEA2","1992","8"
"DE40","2011","9"
"CZ04","2014","19"
"NO02","2015","37"
"SE33","1996","1"
"NO08","2005","22"
"NL22","1980","9"
"NO08","2006","48"
"ITC4","1994","23"
"FRF1","2001","31"
"SE21","2004","17"
"HR05","2002","2"
"PL51","1978","1"
"FRD2","2004","4"
"RO21","2006","6"
"FRF3","1993","36"
"HU31","2014","1"
"NL31","1976","2"
"DEB2","2018","8"
"UKG2","1990","5"
"SK01","1997","5"
"UKL1","1994","16"
"RO11","1972","1"
"DE71","2011","64"
"CH07","2009","4"
"ITC4","1981","3"
"NL42","2007","16"
"FRF1","1989","4"
"SE12","1995","81"
"RO31","2007","3"
"FRF1","2002","19"
"FRL0","1996","6"
"NO08","1994","2"
"BE24","1978","4"
"UKN0","1994","4"
"BE24","2005","406"
"RO12","2011","9"
"FRM0","2006","11"
"FRK2","1987","17"
"FRF2","2017","123"
"UKJ1","1968","8"
"EL52","2012","44"
"PL21","1990","10"
"CZ05","1999","8"
"PL51","1992","1"
"FRK1","2010","13"
"UKH3","1992","15"
"FRE2","2020","11"
"RO21","2000","30"
"PT20","2015","5"
"NL31","1979","1"
"EL53","2012","1"
"PL91","1970","3"
"CZ06","1998","31"
"ITH2","2006","2"
"LV00","2018","37"
"ITG2","2001","4"
"HR02","2016","15"
"SI03","2011","4"
"ES61","1999","22"
"UKF1","1987","13"
"CH04","2006","43"
"BE24","2001","3"
"PL51","1986","2"
"NO09","2011","31"
"PL61","2010","10"
"UKJ2","1993","11"
"PL22","2017","152"
"ES53","1977","1"
"HR02","2009","11"
"DE11","1997","7"
"HU33","1983","6"
"NL41","1976","1"
"ITC4","2024","10"
"FRF3","2006","106"
"PL51","1988","17"
"LT01","2005","4"
"DK03","2001","3"
"LT01","2010","15"
"PL52","2008","7"
"DEA4","2016","16"
"UKK1","2004","25"
"HU23","2000","1"
"PT30","2016","24"
"DE73","2010","7"
"UKK1","1993","26"
"DK01","1988","29"
"DE11","1994","5"
"CH03","1988","2"
"FRJ2","1991","39"
"ITC4","1970","1"
"HU11","1996","7"
"DEC0","2003","5"
"UKJ3","1991","103"
"NL41","2007","16"
"DE27","2016","35"
"DE30","1979","3"
"ITC4","2023","1"
"DEA3","2002","52"
"EL54","2002","2"
"NO09","2014","22"
"ITF6","2012","16"
"FRB0","2012","32"
"HR05","2007","38"
"BG34","1994","1"
"FRB0","2004","3"
"IE04","2008","9"
"UKF1","1994","79"
"NL22","1983","1"
"FRH0","1992","7"
"FRI2","2008","7"
"PL91","1993","5"
"DEE0","2004","3"
"PL91","1987","11"
"NO0A","2005","36"
"DE60","1997","4"
"PL62","2021","16"
"LU00","2001","3"
"UKJ1","1982","7"
"PT30","2020","12"
"PL81","1990","14"
"ITH5","1986","8"
"CH02","1991","31"
"PL51","2007","51"
"UKG1","1981","3"
"SK04","2007","45"
"SK03","2017","14"
"DED5","2010","17"
"ITF2","2020","206"
"ES21","2009","97"
"UKF1","2022","2"
"ES12","1989","3"
"HU11","1997","9"
"PL22","2007","29"
"UKH1","1971","7"
"CZ02","2019","9"
"CZ03","2007","5"
"SE21","1999","3"
"UKE4","1994","8"
"IE05","1997","2"
"PL61","2016","27"
"NL21","1993","22"
"RO21","1990","1"
"NL12","2021","38"
"DE11","2002","10"
"DE71","1974","12"
"UKL1","1969","1"
"PL21","1995","13"
"NO0A","2011","32"
"UKK4","2022","1"
"ITI1","1973","3"
"UKD7","1972","2"
"ITC3","1992","1"
"HU31","2016","6"
"ES43","1991","2"
"SK01","2008","7"
"DEB2","2007","21"
"SE21","1990","3"
"PL63","2013","36"
"CH06","2013","5"
"PL72","2019","15"
"MT00","2014","5"
"HU32","1978","1"
"ITH5","2001","43"
"UKJ1","1976","19"
"FRI2","1998","1"
"ITG1","1976","1"
"UKK1","1994","211"
"UKM5","1999","28"
"UKK3","2019","29"
"DE11","2006","64"
"HU11","1974","5"
"NL34","2014","1"
"FRF1","2007","49"
"BG33","1996","2"
"DE80","2021","18"
"CH04","1979","3"
"PL71","2015","241"
"DE13","1986","1"
"BE23","1988","19"
"ITC1","2006","13"
"PT15","1995","6"
"RO32","2004","12"
"NO07","2021","44"
"CH03","1992","7"
"HU31","2018","21"
"UKM5","2006","20"
"PT18","2009","5"
"ES22","1996","6"
"PL42","2000","7"
"FRJ1","2000","22"
"ES62","1991","1"
"ITI3","2002","6"
"ITI4","1985","4"
"BG34","2011","2"
"BE31","2005","5"
"NO09","2018","121"
"DE92","1993","5"
"EL41","2003","3"
"IS00","2014","6"
"ES43","2019","73"
"UKE1","2008","3"
"PL51","1995","4"
"CH06","2007","4"
"PL21","1983","6"
"SI03","2017","5"
"NL12","2008","1"
"RO42","2015","57"
"DE94","2008","5"
"ES43","2009","20"
"PL91","1997","11"
"SK01","2016","80"
"UKE4","1996","13"
"UKE3","1979","1"
"FRD1","2002","6"
"EL41","2017","8"
"HU11","2010","101"
"UKF1","1967","1"
"ES22","2004","18"
"UKJ3","1967","1"
"ES70","2013","10"
"UKH1","1984","19"
"ES41","2001","12"
"DE11","1982","1"
"BE35","2015","37"
"DE14","1985","1"
"PL42","2015","29"
"DK03","2008","38"
"PT15","2020","23"
"IS00","1996","9"
"SE12","1993","19"
"EL52","1992","25"
"UKG2","2005","6"
"ES52","1993","131"
"BE21","1972","1"
"UKD7","1991","9"
"CZ01","2005","14"
"BG32","2006","1"
"FRF3","2003","18"
"PL81","1993","3"
"ITH5","1980","3"
"EL54","1997","4"
"DEA1","2010","210"
"SK03","2006","7"
"RO31","2014","10"
"FRG0","1988","163"
"NL32","1994","5"
"UKK4","1993","3"
"ITG1","1999","5"
"FRD2","2021","49"
"FRD2","2012","84"
"BG42","1998","1"
"BG42","2000","1"
"PL43","2019","50"
"BE10","1999","7"
"ES12","2011","36"
"NL34","2019","2"
"ES23","2007","7"
"SI04","1998","1"
"DE24","1997","1"
"PL62","2000","7"
"UKH3","1999","31"
"CZ06","2008","12"
"FRK2","1965","1"
"SE31","1994","1"
"NL33","2002","10"
"DE80","1967","1"
"DED2","1998","3"
"FRE1","1998","196"
"MT00","2008","5"
"SE23","2009","4"
"BE31","2012","43"
"FRJ2","2004","194"
"ES21","2001","13"
"SE21","2003","10"
"UKK3","2012","4"
"DK02","2014","47"
"PL92","2013","3"
"NL32","1973","1"
"UKE3","1967","2"
"CZ02","2021","39"
"UKH1","1985","156"
"DE60","2006","18"
"DE30","1996","9"
"UKE1","1998","3"
"DEE0","1997","5"
"DEE0","2008","169"
"NL41","2022","59"
"FRF2","2013","21"
"UKD4","1998","49"
"PL21","1994","4"
"NO06","2007","13"
"BE21","1994","7"
"SK02","2015","20"
"HU33","2007","16"
"BE35","2012","13"
"SE33","1995","50"
"ITH5","2007","58"
"ITI1","1979","4"
"SE11","1997","6"
"CH04","2005","18"
"DE11","2001","17"
"DK05","2007","6"
"FRJ2","1990","16"
"UKC2","1989","250"
"BE21","2011","31"
"UKF1","1997","17"
"UKK1","1979","3"
"DK03","1998","3"
"EL51","2015","8"
"ITF4","1997","13"
"ES13","2011","11"
"FRE1","1996","3"
"FI1D","2005","14"
"NL41","2000","22"
"UKD7","1993","11"
"CH06","2000","1"
"ITI1","1984","10"
"UKD6","2018","74"
"UKK4","1987","2"
"BE31","2002","73"
"BE24","2003","8"
"NO06","1997","4"
"ITG1","2002","94"
"PT30","2019","15"
"BE23","1989","4"
"HR05","1976","1"
"PL72","2018","9"
"DK03","2007","8"
"HR06","2015","7"
"ES21","2002","49"
"DE14","2005","737"
"ITI3","1987","1"
"EL43","2014","17"
"ES41","1997","19"
"ITH5","1984","2"
"SI03","2015","3"
"BE23","1998","25"
"LT02","2007","3"
"ITF3","1989","16"
"NL21","2001","10"
"ITH3","1987","4"
"RO42","2020","9"
"NL41","1994","5"
"CZ06","2007","19"
"UKI5","1976","58"
"LT01","2006","7"
"CZ04","2020","5"
"IE04","1989","1"
"FRK2","2022","6"
"IE06","1970","2"
"PL52","2003","8"
"FRJ1","1996","30"
"EL30","1984","6"
"FRI3","2006","4"
"NO06","1996","4"
"LI00","2019","13"
"UKI5","1966","3"
"DE12","1988","88"
"ES11","1978","2"
"FRD1","2010","22"
"NL42","2002","10"
"HU33","2019","30"
"HU32","1987","2"
"ITF1","1991","2"
"SE11","1990","13"
"FRI2","2012","2"
"DEB1","2017","69"
"NO09","2019","38"
"UKD3","1986","6"
"SK04","2020","161"
"DE50","1995","4"
"FRF2","2016","8"
"LT01","2003","17"
"NO02","2018","8"
"AT32","2011","22"
"FRK1","2016","16"
"EL30","2001","32"
"DE14","1994","6"
"EL30","1994","2"
"UKH1","1995","21"
"ITH3","1996","5"
"FRF3","2000","3"
"BE21","1989","1"
"DEF0","1999","106"
"FRF2","2015","47"
"LV00","2019","16"
"ES51","1992","16"
"FR10","1979","165"
"FRE1","1980","12"
"ES41","1999","8"
"SE21","1978","22"
"DK01","2008","11"
"CZ02","2017","33"
"MT00","1979","1"
"AT12","2021","208"
"SE22","2003","6"
"ITH5","1990","66"
"FRF1","1985","11"
"ES21","1993","6"
"EL52","1991","36"
"HU23","2012","14"
"AT21","2013","5"
"NO07","2014","78"
"AT34","2016","1"
"ES21","1981","1"
"UKD3","1982","11"
"PL21","2003","14"
"CZ07","2005","2"
"UKD7","1998","47"
"NL12","2018","13"
"EL61","2013","13"
"PL51","1996","20"
"ES53","2001","2"
"FR10","2025","1"
"NL42","2008","134"
"PL91","1986","13"
"ITF3","1990","4"
"NL41","2023","31"
"ES24","1998","155"
"UKJ1","1978","18"
"FRK1","2004","1"
"DK01","1985","2"
"FRE2","2014","10"
"DK04","1992","1"
"UKK1","1974","10"
"ITF6","1990","4"
"LT01","1997","6"
"PT16","1971","5"
"FI1B","2003","9"
"EL54","2007","5"
"DE60","1994","16"
"PL22","1993","39"
"HU11","1990","6"
"DE26","2000","5"
"ITI3","2007","55"
"PL43","2008","2"
"SK02","2007","6"
"NL11","2006","11"
"BG33","2019","16"
"ES30","1985","25"
"FRI1","1998","5"
"DE13","1997","61"
"ES13","2021","13"
"BE10","1988","3"
"DEA3","2015","78"
"SE21","1992","4"
"FRF2","2020","21"
"CZ05","2011","19"
"NL23","2015","1"
"CH05","2011","6"
"MT00","2013","5"
"NL32","1991","13"
"PL22","1985","1"
"ITI1","1986","4"
"DE25","1986","1"
"CZ05","1965","1"
"NL22","2001","9"
"CZ01","1988","39"
"BG42","2019","73"
"NL22","1995","4"
"DEB1","2011","2"
"UKF1","1992","9"
"EL30","2005","27"
"BE25","2018","8"
"PT15","2021","11"
"UKM8","1976","6"
"UKF3","2013","22"
"BE10","2005","10"
"PL63","2005","13"
"HU22","2017","19"
"PL41","2005","16"
"FI1C","1997","44"
"FRK1","2008","38"
"HU21","2020","7"
"DE14","2003","64"
"ES43","1996","1"
"SE33","2012","29"
"DE25","2001","7"
"UKG3","1970","9"
"SK03","1998","3"
"PL91","1995","9"
"DEA2","1986","3"
"DE60","2010","86"
"PT20","1996","2"
"DEA1","1992","9"
"BG42","2015","46"
"RO32","1994","7"
"DK04","2007","4"
"FRD2","2011","7"
"DE91","1980","4"
"BE24","1994","4"
"EE00","2008","16"
"NL13","2018","4"
"DE24","2012","109"
"ITF2","2009","3"
"ES61","1988","5"
"CZ06","2009","11"
"DEC0","2005","2"
"UKH1","1956","1"
"FRD2","2001","2"
"ITF3","1986","3"
"UKK4","2006","43"
"DEA4","2000","29"
"CH06","2017","6"
"IE04","2012","15"
"DE24","2001","2"
"ITF5","1993","1"
"DK01","1980","1"
"FRJ2","1985","6"
"AT33","2006","7"
"UKN0","2000","16"
"UKE3","1990","54"
"UKD3","1977","3"
"EL52","1994","5"
"UKK4","2000","64"
"NO0B","2016","1"
"BE23","2004","41"
"LT02","2011","27"
"AT33","2014","25"
"ITI4","1975","1"
"NL33","1971","1"
"EL30","1989","5"
"UKN0","1985","5"
"EL43","1998","2"
"DEB3","1990","1"
"IS00","2021","31"
"FRF3","2009","16"
"EL30","1995","5"
"NO0A","2010","10"
"UKC2","1997","19"
"LT01","1993","2"
"EE00","2022","11"
"CH05","2021","46"
"ES12","1997","14"
"PL82","1985","1"
"AT32","2021","13"
"RO21","2001","4"
"CH04","1977","7"
"UKE1","2010","61"
"DE72","2009","19"
"PL82","2021","3"
"DE21","1976","1"
"UKL1","1971","1"
"FI1D","2009","23"
"FRE1","1985","5"
"CZ06","2002","4"
"NL41","1999","13"
"UKM8","1978","68"
"UKE2","1993","13"
"ITF1","2008","1"
"BG32","2015","10"
"RO22","2012","34"
"DE27","2013","13"
"HU23","2015","18"
"ES30","1957","1"
"FRC1","1994","2"
"PL81","1987","2"
"UKL1","2006","28"
"FRB0","2005","111"
"BG41","2012","97"
"DE80","2014","170"
"BG41","1995","4"
"PL51","1985","2"
"UKN0","1996","1"
"EE00","2012","11"
"UKE4","1968","6"
"DE30","1994","11"
"UKE2","1991","6"
"DE72","1997","43"
"ES13","1996","26"
"ES62","1997","30"
"DE94","2012","15"
"DED2","2011","254"
"PL62","1997","1"
"UKJ3","1995","10"
"DEF0","1981","11"
"UKD6","1992","1"
"PL51","1993","5"
"ES24","2001","37"
"ES21","2010","40"
"SI04","1995","2"
"UKG1","1997","13"
"DE27","2020","82"
"ITG2","2008","11"
"DED4","2021","25"
"NL11","1996","9"
"FRE1","2012","45"
"HU33","2009","89"
"BE33","2006","1"
"UKH2","2006","7"
"UKE4","1995","64"
"UKC1","1998","26"
"AT33","1978","2"
"ITH5","1992","218"
"UKE1","1963","1"
"AT22","1991","5"
"CH03","1994","22"
"EL64","2019","5"
"UKE4","1989","11"
"DEA1","2011","119"
"HR03","1997","7"
"EL30","2003","10"
"SE21","1995","3"
"DE91","1999","28"
"PT30","2021","13"
"UKD7","1989","3"
"SK01","2010","93"
"CH03","1977","4"
"EL51","2016","25"
"DEA2","2004","21"
"DK03","1990","1"
"ES42","2007","5"
"NL42","2001","5"
"DEA5","2010","21"
"UKL1","1993","11"
"RO21","1999","13"
"PL41","1976","1"
"DEA3","2000","23"
"PL21","2001","9"
"IE05","2010","46"
"DE30","1976","3"
"DK04","2008","25"
"ITC3","2013","34"
"DK03","2005","7"
"PL41","1972","3"
"ES30","1969","1"
"PL81","1991","5"
"HU11","1993","5"
"BG32","2019","3"
"FRI3","1998","3"
"DE30","1990","41"
"RO42","1992","2"
"PT15","2008","6"
"SI04","2004","4"
"DK04","1994","4"
"CZ08","2008","11"
"AT22","2008","7"
"ITH5","1991","47"
"ITF4","1998","1"
"ITH3","2009","109"
"AT21","2018","35"
"UKE1","2003","19"
"CY00","1999","43"
"DE91","2002","28"
"BE35","1990","1"
"RO42","1989","1"
"SK02","2005","5"
"BE32","2017","34"
"BE10","2007","66"
"CH03","1997","13"
"FRG0","1979","1"
"HU31","2017","7"
"DE72","2026","1"
"AT33","2015","168"
"UKM7","1981","8"
"DEF0","2007","16"
"DE14","1978","1"
"UKF1","1988","25"
"IE04","2000","16"
"UKM5","1987","5"
"SE11","1991","4"
"CH01","1988","17"
"BE31","1998","5"
"ITH2","2012","27"
"ITF4","1991","1"
"SK04","2021","18"
"NO07","2003","3"
"PL63","2000","8"
"DED4","2009","4"
"SE11","2004","29"
"NO0A","2023","2"
"MT00","2011","7"
"ITF5","2007","23"
"FRF3","1981","1"
"PT11","1992","326"
"FRE2","1999","1"
"DEG0","2003","26"
"HU31","2015","17"
"SE31","2008","3"
"FI19","2007","8"
"FR10","1974","10"
"DK03","2003","26"
"CH03","1981","1"
"UKF1","1996","7"
"CH04","1984","15"
"DE94","2010","54"
"PL21","1979","3"
"ES22","2010","9"
"DK02","1994","1"
"DE21","1977","49"
"ITC3","2008","41"
"DED4","2012","45"
"DE72","2005","136"
"NL11","1991","9"
"UKK4","1988","5"
"BE32","2008","5"
"DK04","2005","68"
"DE26","1991","1"
"NL31","1999","33"
"ES13","2007","5"
"FRD1","1991","1"
"ITI1","1987","2"
"NO08","2001","4"
"IE05","2006","4"
"DE27","1998","13"
"DEB2","2006","5"
"EL54","2012","4"
"HU11","1992","4"
"FRI2","2015","6"
"NO06","2001","4"
"AT13","1996","6"
"BG33","2016","8"
"FRF3","2001","6"
"UKG1","1992","5"
"ES61","1970","40"
"EL43","1985","2"
"DE21","1979","1"
"DE11","1978","1"
"UKD4","1994","3"
"ES12","2013","72"
"ES51","1995","43"
"FRF1","1988","1"
"HU11","1999","5"
"DEA2","2005","21"
"ITC1","1985","1"
"DE14","2006","42"
"ES52","1992","7"
"FI1B","2009","19"
"DE12","2022","2"
"HU33","2004","8"
"LT02","1999","4"
"BE31","1999","2"
"FRF2","1976","1"
"DE50","2005","3"
"SE33","1989","1"
"DEA3","2003","31"
"UKN0","2007","45"
"UKE4","1986","7"
"DED5","1995","1"
"SE22","1992","1"
"RO21","2015","7"
"HU12","2021","37"
"FRC2","1999","4"
"UKD3","1985","16"
"HR05","2006","67"
"IE04","2003","16"
"FRL0","2007","43"
"RO32","2021","27"
"FRI1","2004","26"
"RO32","1987","4"
"UKJ1","1971","7"
"PL61","1999","6"
"PL52","2014","4"
"PL51","1999","5"
"CZ05","1991","1"
"NO08","1962","1"
"ITF6","2018","20"
"ITC3","2005","13"
"DK05","2008","6"
"ITG1","1997","5"
"UKG2","1992","67"
"FRH0","2000","32"
"NL13","2007","1"
"CZ06","2001","15"
"FRG0","2004","17"
"NL42","1993","6"
"UKE2","1985","5"
"CZ07","2009","5"
"NL22","1979","1"
"DK02","2012","25"
"FI1C","2004","6"
"CZ03","2003","3"
"ITF6","2016","19"
"UKG3","2023","15"
"FI1B","1982","1"
"DE92","1971","1"
"ITI4","1991","119"
"CH06","2012","10"
"NL11","2011","13"
"ES41","1993","5"
"HR02","1950","1"
"UKD4","2000","5"
"PL71","2008","5"
"ES52","1986","4"
"NO09","2010","3"
"ES61","2001","30"
"NO09","2017","37"
"DE72","1986","2"
"AT31","2008","6"
"ITF5","2006","2"
"UKE4","2002","13"
"NL22","2004","12"
"ITF4","1989","1"
"UKD6","2009","7"
"SE32","1988","10"
"DEB3","2013","20"
"DE80","2007","14"
"HU11","1991","6"
"HU33","2024","1"
"NL23","2019","19"
"PL82","2009","4"
"ES41","1990","4"
"SI04","2005","13"
"PL91","1989","19"
"FRF3","1996","4"
"HU23","1997","1"
"DEF0","2001","28"
"PL52","2005","2"
"RO32","1995","3"
"ES12","2024","1"
"UKJ1","1975","4"
"UKM7","1991","10"
"ITI1","1974","1"
"DE27","2003","28"
"SE31","2010","145"
"UKM8","1986","5"
"DE26","1986","1"
"DEF0","2003","9"
"UKD7","1988","3"
"DK01","1997","8"
"ITH1","2013","274"
"RO32","2007","26"
"PT30","2012","7"
"ES13","2008","4"
"LT01","2014","63"
"CH06","2015","7"
"DEB1","2008","2"
"ITC1","2003","4"
"ITI4","1978","1"
"UKE3","1995","8"
"IS00","2013","8"
"UKK4","2005","64"
"DK03","1996","9"
"DE24","1988","1"
"BE34","2018","1"
"ITC1","1977","3"
"PL51","1980","4"
"EL51","2006","1"
"FRE1","1993","4"
"UKH3","2009","15"
"ES24","2008","128"
"HU33","2005","5"
"CZ04","2016","8"
"UKM5","2000","73"
"DEF0","1989","3"
"ITH3","1976","1"
"CZ01","2004","79"
"DE22","2010","1"
"NO0A","2006","4"
"DK01","1982","87"
"HU21","2017","13"
"DEF0","2008","14"
"HU21","2005","5"
"DEB1","2012","2"
"FRD2","2003","1"
"FRK1","1996","1"
"UKM6","2018","2"
"ES24","1984","2"
"HR03","1996","5"
"FRI2","2005","1"
"CH01","2023","1"
"DE92","1997","5"
"FRK1","2013","74"
"PL92","2003","3"
"ES51","1989","8"
"UKJ3","1985","23"
"ES11","1992","6"
"ITH2","2008","1"
"ITC3","2010","131"
"ES52","1985","1"
"UKK3","2015","6"
"PL62","2005","9"
"FRK2","1984","16"
"LV00","2000","9"
"UKH3","1987","4"
"NL12","2003","1"
"ITC3","2000","5"
"CZ01","1980","8"
"ITC3","2006","10"
"RO22","2014","3"
"RO41","1996","1"
"ES52","1997","35"
"DEE0","1996","2"
"DE21","1978","1"
"CH02","1994","190"
"ES24","1985","12"
"BG34","1987","3"
"FRJ1","1987","2"
"ES62","1999","3"
"BG42","2008","9"
"ITH3","1999","154"
"AT22","2010","8"
"SE23","2008","7"
"DE27","2021","171"
"PL61","1981","1"
"DE21","2022","1"
"UKK2","1985","5"
"FRI2","2020","28"
"FRF2","2007","11"
"PT17","2002","2"
"HU31","1986","1"
"DE11","1987","3"
"BG31","2015","1"
"UKM9","2011","6"
"ITF3","2007","13"
"SE31","2011","6"
"FRE2","2004","3"
"DEA5","2001","15"
"RO11","2007","11"
"DE50","2007","45"
"NL32","1983","9"
"CH03","2003","5"
"EL30","1987","3"
"DEA3","1978","1"
"CH01","1985","3"
"UKM8","1989","19"
"ITF6","2008","10"
"UKM6","2009","1"
"ES43","2011","4"
"BE35","2005","6"
"ITC2","2019","3"
"HR05","2010","12"
"PL61","2005","107"
"HU11","1982","2"
"CY00","2001","9"
"NL21","1995","3"
"PT18","1998","3"
"CH07","2012","6"
"UKG1","1968","1"
"DE72","2000","37"
"DEA4","1998","3"
"RO41","2013","3"
"CH03","1999","6"
"ES64","2021","1"
"FRL0","1981","1"
"ITC1","1984","1"
"UKJ1","1974","218"
"FRI1","1989","1"
"BG33","2014","5"
"UKF1","1998","38"
"SK01","2001","5"
"DK02","2007","8"
"UKJ2","1996","28"
"AT13","1988","1"
"UKK1","1992","9"
"SE22","1997","3"
"ITF3","1978","3"
"ITC3","1990","1"
"UKJ2","2001","41"
"FRC2","2007","7"
"RO21","2010","49"
"UKD4","2004","7"
"DEA4","2015","65"
"DE72","1985","9"
"PT20","1982","1"
