"sender","receiver","year","count"
"PL51","DED5","2019","1"
"ES51","FRK2","2018","5"
"DEG0","US","2019","6"
"SE22","SE11","1998","2"
"EE00","FRG0","2017","1"
"US","UKI5","2022","1"
"UKJ2","UKJ3","2016","2"
"ES52","PL21","2016","1"
"RU","UKI5","2014","2"
"DE21","DE12","2011","2"
"DE91","DEG0","2014","1"
"FR10","CO","1995","2"
"IN","DE25","2015","1"
"BE23","UKI5","2008","1"
"UKH1","MX","2009","3"
"ITC4","NL33","2019","7"
"DE92","US","2002","1"
"IR","UKJ1","1998","1"
"BE24","BE10","2019","18"
"MX","FR10","1983","2"
"NO0A","NO07","2016","3"
"CA","UKF1","2018","1"
"HU23","HU22","1998","1"
"CA","FRD2","2020","1"
"DK04","NL","2020","1"
"DE94","UKI5","2016","1"
"UKM7","UKJ2","2005","3"
"MX","ES51","2018","15"
"ITC3","ITC1","1996","2"
"FRI1","EG","2017","1"
"US","DK01","2001","2"
"UKD3","DE40","2015","1"
"SE21","HK","2015","1"
"UKM8","PK","2019","1"
"BY","FR10","1994","1"
"JP","UKF1","2018","1"
"CH03","UKG3","2019","2"
"UKH1","KE","2015","2"
"NZ","SE31","2017","1"
"PL21","PL72","2010","2"
"BD","DEA1","2018","1"
"NL33","CL","2017","1"
"DE","DE11","2003","2"
"UKD7","UKI5","2017","12"
"BG41","US","2019","2"
"DE13","CA","2018","2"
"PE","UKG1","2017","1"
"DK01","DK03","2015","7"
"SE12","UKL1","2018","1"
"BR","IE06","2016","5"
"CN","UZ","2019","2"
"ID","UKJ1","2020","3"
"ITH3","NL11","2016","1"
"FR10","FRJ2","2001","6"
"FR10","FRK2","1996","6"
"ITI1","UKJ1","2015","2"
"ITF3","ITI4","2009","5"
"US","UKC1","2020","9"
"UKG1","TR","1996","2"
"DEA2","CH02","2018","2"
"UKD4","OM","2013","1"
"DE60","DE50","2019","8"
"DE24","DEF0","2020","1"
"UKF1","UKJ1","2006","2"
"UKJ3","UKN0","2019","1"
"TR","PL21","2017","2"
"ES51","FI1D","2018","1"
"UKJ2","KR","2021","1"
"ITC3","ITC4","2019","8"
"BR","ITH3","2014","5"
"RO12","IE","2014","1"
"UKF1","UKI5","2007","4"
"AR","PT16","2018","1"
"CA","AT13","2015","7"
"DEE0","CZ01","2021","2"
"UKH2","UKG1","2016","2"
"LB","HU23","2018","1"
"UKJ3","UKH1","2017","7"
"PL91","PL81","2018","12"
"BE24","ES61","2004","2"
"SE33","UKK4","2008","1"
"ES51","SE33","2019","3"
"FR10","PT16","1999","1"
"UKI5","MY","2013","12"
"ITF4","US","2005","3"
"NG","DE71","2010","1"
"CZ08","CZ06","2002","1"
"DE21","DE12","2013","1"
"CN","NL31","2021","2"
"FI1B","US","1995","1"
"PT16","CN","2011","1"
"TW","SE22","2016","1"
"BE","FRJ1","2018","1"
"FRF3","QA","2014","1"
"FR10","BE10","2019","10"
"CN","NL31","2016","6"
"GB","UKM6","1995","1"
"GB","FJ","2014","1"
"DE13","MX","2021","1"
"UKD3","PT11","2002","1"
"PE","DE71","2007","1"
"AT13","DE21","2012","2"
"SE11","NL11","2016","1"
"UKE4","UKD3","2012","3"
"DE","DEA1","2011","2"
"UKF1","TH","2014","1"
"IQ","UKE4","2011","3"
"MW","CH02","2019","1"
"UKK1","UKE3","2019","2"
"US","NO06","2007","2"
"UKH1","US","1970","4"
"MX","ES52","2016","3"
"ES51","AR","2019","4"
"DE92","DE60","2021","2"
"CZ01","EL52","2013","1"
"US","SI04","2020","6"
"DE12","DEE0","2021","2"
"UKH1","UKK2","1998","1"
"BE33","UKK4","2020","1"
"CN","DE24","2014","2"
"NL31","PL22","2019","1"
"DE21","ITH3","2018","2"
"HU12","HU21","1998","1"
"ES52","ITI1","2022","1"
"DED4","ID","2003","1"
"BE10","BE23","2015","6"
"UKC2","UKC1","2015","4"
"KR","NL32","2017","3"
"TZ","NL31","2007","1"
"DE92","SE11","2016","1"
"DE30","KE","2005","1"
"SE21","BR","2011","1"
"NL42","US","2014","1"
"ITI1","ITI4","2005","8"
"NL33","ZA","2016","3"
"DEG0","AT13","2021","1"
"BR","PL91","2021","4"
"DE12","DE25","2017","5"
"GB","UKL1","2019","4"
"UKH1","TH","2019","2"
"ES51","DE12","2019","2"
"ES30","ES61","1981","2"
"US","IN","2011","4"
"IT","SE21","2016","1"
"ES30","CL","2011","8"
"UKF1","UKJ1","2020","16"
"UKD3","BE24","2019","2"
"IR","ES61","2019","3"
"DE13","CH02","2018","3"
"HK","KR","2017","1"
"ES","ES13","2015","1"
"NL32","DE71","2018","1"
"ES","ES51","2008","2"
"HK","US","2018","5"
"BR","UKJ4","1998","1"
"UKI5","UKE4","2019","24"
"UKJ1","EE00","2011","1"
"UKD3","UKL1","1974","1"
"NL","NL32","2018","4"
"PL21","DEA4","2019","1"
"PL81","PL71","2014","2"
"FR10","FRE1","2008","5"
"NL22","UKJ3","2017","1"
"DE13","DEC0","2013","1"
"PT15","PT20","2017","1"
"ITI1","DED5","2020","2"
"SE21","CH04","2020","5"
"MX","FRE1","2016","2"
"EL63","DE40","2010","1"
"DK01","NL13","2016","1"
"ES","CA","2018","1"
"FRF2","LT02","2019","1"
"HK","DEA1","2019","2"
"AT","AT32","2015","2"
"UKD3","MX","1997","2"
"ES30","ITI4","1999","2"
"LK","UKG1","1986","1"
"TR","UKH3","2017","1"
"MX","FR10","2001","3"
"MX","DE13","2000","1"
"UKL2","UKH3","2019","3"
"BE23","US","2013","3"
"PL81","PL22","2016","1"
"CA","SE22","2012","1"
"PT17","ES51","2017","2"
"MX","UKI5","2015","5"
"UKJ1","BE33","2021","1"
"UKG1","UKJ1","2021","9"
"UKM5","IE06","2017","1"
"SE31","ES30","2019","1"
"UKH1","UKL2","2019","2"
"RO42","RO12","2014","1"
"IN","UKK1","2017","3"
"PH","BE10","1990","1"
"UKK2","UKM7","2016","3"
"GR","EL52","2018","5"
"ES30","AR","2008","2"
"UKI5","DED2","2019","2"
"IE06","BG41","2014","1"
"BE24","SE11","2020","3"
"DE91","EG","2014","2"
"CH07","UKI5","2021","2"
"UKH1","AT33","2018","1"
"HN","ES61","2016","1"
"CZ01","DE30","2016","1"
"CA","UKD4","2011","3"
"UKJ1","FI","1997","1"
"KE","AE","2014","1"
"UKK2","IE06","1988","1"
"UKH1","UKD4","1994","1"
"ITI4","ITG1","1998","1"
"FR","CA","2019","4"
"NO08","LU00","2020","2"
"AT33","ITH1","2011","1"
"CO","DE60","2018","2"
"UKJ1","IE06","2017","7"
"UKM7","BR","2016","4"
"UKJ2","UKI5","2006","4"
"UKD7","MX","2018","1"
"UKI5","EL30","1985","2"
"TZ","DE60","2002","1"
"FR10","SN","2017","2"
"UKL1","UKK4","2015","3"
"DE71","MY","1998","1"
"UKD7","UKG1","2006","1"
"IN","DK05","2019","2"
"PT16","MO","2014","2"
"UKH3","SA","2016","2"
"AR","FRK2","2018","1"
"RU","FR10","2017","3"
"DE12","DE71","1989","1"
"PL92","PL72","2018","2"
"ES52","FR10","2018","1"
"DE26","ES11","2015","1"
"ITI1","ITI4","2002","4"
"PL61","PL41","2011","1"
"DE14","ZA","2016","1"
"NL41","NL31","2018","5"
"UKL1","KR","2003","1"
"TR","CH04","2015","1"
"UKI5","UKE2","2012","4"
"AT13","UKJ1","2016","1"
"GB","US","1984","1"
"EE00","CA","2020","1"
"CA","PL91","2020","2"
"ES41","ES70","2011","1"
"FRJ1","US","2016","5"
"BE31","FRK2","2000","1"
"DEA5","DEB3","2019","3"
"NL42","NL22","2021","1"
"CL","ES51","2016","18"
"DE71","DE26","2014","1"
"NL33","NL11","2021","3"
"FR10","DE14","2020","2"
"US","PL21","2011","4"
"EL43","DE13","2020","1"
"PE","CO","2018","3"
"UKL1","UKF3","1996","1"
"EC","US","2017","2"
"CL","ES51","2014","9"
"ES30","ES52","1973","1"
"ITC4","IT","2009","2"
"ES61","PT18","2012","1"
"CL","CO","2017","3"
"KW","ES51","2020","1"
"PT16","PT15","2003","3"
"UKJ3","UKK2","2017","9"
"BE10","BE23","2016","4"
"ES11","ES61","2002","3"
"UKJ3","UKM7","2019","5"
"UKF1","UKG1","2014","6"
"UKD3","TR","2015","4"
"DZ","FRJ2","2019","1"
"IR","UKE3","2001","4"
"DK01","FI1B","2019","3"
"UKM5","UKM8","2017","6"
"FR10","FRJ1","2003","5"
"UKJ2","CY00","2012","1"
"UKK2","UKL2","2018","4"
"DEA1","DEF0","2020","3"
"NL21","NL32","2016","8"
"FRJ2","CN","2019","5"
"RU","ITH3","2004","2"
"NL34","PT11","2021","1"
"US","UKM7","1995","2"
"DK03","DK02","2002","1"
"HU12","HU23","2001","1"
"DED5","CA","2017","3"
"ES30","NI","2019","1"
"ZA","CA","2021","1"
"PY","ES30","2007","2"
"PL22","PL72","2006","1"
"UKH1","FR10","2015","4"
"LT01","SE12","2019","1"
"ES24","FI1B","2017","1"
"UKC1","ZA","2019","1"
"UKD3","UKI5","1999","2"
"TR","DED2","2017","1"
"ID","NL11","2009","2"
"ITH3","AU","2018","2"
"NL32","DK01","2018","5"
"PT16","ES51","2021","3"
"PR","ES13","2020","2"
"US","ES30","1997","3"
"FI1B","FI","2016","3"
"CA","ZA","2016","2"
"ITF5","IT","2017","1"
"DED2","DE40","2010","2"
"ITC4","JP","1993","1"
"UKJ3","UKG1","2016","2"
"BE23","PT11","2018","2"
"ES51","FRJ1","2018","3"
"AT21","AT22","2015","2"
"CN","FI19","2003","1"
"FI1B","FI1D","2007","1"
"ITH5","ITH1","2010","1"
"UKH1","CN","2020","20"
"UKJ2","NG","2013","3"
"CA","KR","2009","1"
"FRH0","FRI1","2013","1"
"UKL2","FRG0","2020","1"
"SG","UKF3","2017","1"
"UKI5","NL42","2020","2"
"IE06","US","1996","2"
"CN","NO0A","2019","3"
"CL","FR10","2000","2"
"ES23","NZ","2018","1"
"ITH2","US","2019","5"
"ITH3","ITC4","2003","2"
"FRK2","BR","1998","5"
"DE30","DE94","2009","1"
"IE06","AU","2015","5"
"DEA2","EC","2017","2"
"PK","UKI5","2017","10"
"EG","UKM8","2005","1"
"NL31","NL23","2015","2"
"DEF0","UKD7","2021","1"
"SE21","UKC2","2018","2"
"DEA5","NL33","2008","1"
"UKK4","PT16","2018","1"
"UKH1","HU32","2017","2"
"RU","ITI1","2020","3"
"ES30","ES41","2013","14"
"ID","DK01","2012","1"
"ITH3","DE21","2008","1"
"CA","DED2","2018","1"
"US","DE13","2016","3"
"IL","IN","2012","2"
"ES21","ES11","2018","3"
"UKJ2","DE21","2018","1"
"SE","SE12","2017","2"
"UKM7","UKK1","2015","2"
"RU","ITH4","2020","2"
"US","EL30","2011","1"
"SE33","DE71","2019","1"
"AU","DEA2","2018","4"
"DEA5","CH02","2017","1"
"FR10","FRK2","1997","5"
"UKL1","FJ","2012","1"
"ES53","BE33","2017","1"
"UKI5","SE21","2019","4"
"DK04","DK01","1995","2"
"UKM5","UKM7","2013","3"
"ITC3","ITC4","1993","2"
"CO","UKG1","2009","1"
"UKK2","UKH2","2020","3"
"PT11","US","1971","1"
"RU","JP","2009","1"
"UKJ1","UKC1","2007","1"
"UG","UKI5","2018","3"
"PK","ITH3","2016","1"
"NO08","UKI5","2020","1"
"FRG0","FR10","2013","4"
"AT13","NZ","2019","1"
"DE21","KR","2021","2"
"FRF1","TZ","2009","1"
"CN","NL32","2021","1"
"UKD7","UKD4","2006","2"
"US","IR","2017","1"
"BG42","BG34","2018","1"
"JP","SE21","2018","2"
"CA","UKM7","2013","3"
"OM","UKK2","2018","1"
"SE33","SE22","2018","6"
"RO21","FRK2","2018","1"
"UKK1","MY","2019","1"
"RO32","RO31","2015","3"
"FR","UKH1","2020","3"
"UKJ2","ES21","2010","1"
"FRH0","UKJ1","2017","3"
"DE30","DE80","2017","5"
"SA","UKL1","2016","3"
"ITH5","ITH4","2015","3"
"UKI5","CA","2015","9"
"ES61","AU","2014","1"
"FI1D","FI1B","2007","3"
"US","UKE2","2017","11"
"FRE1","BE24","1995","1"
"CH04","DEC0","2012","1"
"CZ03","UKJ1","2017","1"
"BE33","FR10","2010","5"
"DE12","CA","2006","2"
"ES30","ES12","2011","4"
"UKK2","UKJ1","2017","6"
"ITI4","DK01","2019","3"
"EC","ES21","2011","1"
"DE94","DE12","2018","1"
"DE25","DE21","2018","6"
"DE14","KR","1991","1"
"IE06","AT22","2011","1"
"TW","CN","2011","1"
"UKE3","IE04","2012","1"
"GB","JP","2020","2"
"UKJ1","IL","1961","1"
"UKI5","AE","2019","6"
"CH04","ES51","2021","2"
"SG","NL32","2020","2"
"DE11","ES61","2016","2"
"UKI5","EL30","2010","3"
"ZA","SE23","2018","1"
"AR","FR10","2017","5"
"ITI4","ITI1","1996","2"
"UKH1","UKF1","2021","4"
"DEC0","CH06","2018","1"
"CH05","CH04","2015","3"
"ITC4","ITH5","2014","5"
"DE50","DEG0","2013","2"
"HR05","HR02","2016","6"
"PE","ES51","2016","10"
"NL42","CH01","2020","2"
"FR10","FRE1","2018","15"
"IR","BE10","2017","2"
"PK","SA","2018","6"
"PE","DE","2021","1"
"PL91","DE94","2005","1"
"ES11","ES41","2020","7"
"ITH5","IT","2016","2"
"CA","DE25","2018","2"
"UKJ3","HU11","2006","1"
"DE14","DE21","2014","4"
"BE10","ES61","2019","1"
"IN","IE05","2017","3"
"ES30","UKD4","1990","1"
"CH01","FRG0","2019","3"
"PL52","PL22","1995","1"
"DE11","CH04","2019","3"
"NL22","UKK2","2017","1"
"UKL2","UKJ3","2013","1"
"ES","UKI5","2015","1"
"DE12","DE11","2013","2"
"DE50","DE92","2021","3"
"PT17","AU","2015","2"
"CH04","CH02","1981","1"
"ITC4","US","2005","3"
"NL31","ITH3","2019","1"
"UKE2","UKH1","2020","6"
"DE30","AU","2018","7"
"DE73","IN","2015","1"
"UKM7","UKL2","2020","4"
"US","IE05","2021","5"
"UKI5","UKJ4","2020","13"
"DE12","US","2020","19"
"TW","SA","2011","1"
"AT12","DED2","2018","1"
"PL91","BE23","2020","1"
"FRE2","PE","2015","1"
"DK01","AT13","2019","2"
"DEB3","DEA2","2021","4"
"RU","DE30","2018","4"
"DE50","ES30","2015","1"
"ES51","ES21","2013","2"
"CZ01","NL33","2020","3"
"FRK2","IN","2020","2"
"CH","CH02","2018","4"
"DE14","SE22","2019","2"
"GB","UKF1","1995","1"
"FRJ2","FRJ1","2018","6"
"ZA","RU","2011","1"
"NL31","NL22","2020","15"
"CZ05","CZ01","2017","9"
"PE","ES41","2019","3"
"CH01","ES51","2019","10"
"UKF1","UKH1","2020","6"
"HR02","SI03","2008","1"
"FRK2","BR","2000","1"
"KR","DEA1","2018","1"
"PT16","UKI5","2018","10"
"UKD3","UKF1","1974","2"
"FI1B","JP","2018","4"
"PK","IE04","2019","1"
"UKL2","CZ08","2016","1"
"RU","DE71","2012","1"
"US","DEF0","2002","3"
"KR","US","2002","2"
"SE21","DEF0","2021","1"
"DE94","FR10","2019","1"
"DEA3","DE92","2020","1"
"CH01","DE","2009","1"
"UKI5","TH","2002","2"
"SE12","DE72","2011","1"
"US","SE","2012","1"
"CZ03","CZ01","2012","4"
"NO06","NO08","2012","6"
"ITF6","ITF4","2020","3"
"DE27","DE25","2019","1"
"JP","NL33","2018","4"
"TD","FRK2","2008","1"
"KR","CA","2020","2"
"UKG1","ES52","2018","1"
"CL","ES41","2018","5"
"FRL0","AE","2018","1"
"CZ01","UKH1","2017","1"
"UKD3","EE00","2008","1"
"IN","ITH4","2020","3"
"NL33","EL51","2014","1"
"ITH3","UKC2","2016","1"
"ET","BE21","2015","2"
"NL33","DK03","2017","1"
"UKI5","UKL1","2015","3"
"FRI1","CL","2008","2"
"IE06","UKI5","2012","3"
"UKF1","BE31","2010","1"
"PT16","FRK2","2001","1"
"BR","EC","2005","1"
"AU","IE05","2020","3"
"NO06","MX","2015","1"
"UKD6","SE11","2017","1"
"ES51","PE","2017","5"
"UKE2","SG","2017","1"
"UKI5","US","1999","8"
"CZ02","CZ01","2015","8"
"SK03","CZ07","2016","1"
"PL81","PL82","2011","1"
"FRJ2","JO","2013","1"
"DE71","DE72","2010","3"
"UKK1","HK","2018","3"
"SE12","SE11","1998","3"
"UKH1","UKE2","2020","8"
"BR","US","2007","4"
"US","PL21","2012","2"
"DE50","SG","2013","1"
"BR","ITI4","2020","6"
"UKG1","UKK2","2021","1"
"SE22","US","2002","1"
"UKE3","UKD6","2009","1"
"DK","DE11","2017","1"
"IN","DE","2017","5"
"FR10","DE30","2014","4"
"CY00","IE05","2019","2"
"EG","LB","2021","1"
"ES30","SA","2014","1"
"PT16","PT18","1986","1"
"DE14","DE11","2020","4"
"DEF0","DE71","2020","1"
"UKI5","UKH2","2003","2"
"DEG0","IN","2019","1"
"ITH3","EL54","2019","2"
"UKJ2","UKG3","2018","4"
"ITC4","FRK2","2016","3"
"CY00","BE10","2021","2"
"SK03","CZ06","2021","2"
"DE71","AT33","2020","2"
"HU11","HU32","2008","3"
"NO08","UKJ1","2012","1"
"SG","ITH1","2012","1"
"ID","DE91","2016","2"
"SE23","AT12","2017","1"
"DE71","CA","2016","3"
"SG","CN","2016","6"
"TR","EG","2018","1"
"NL21","NL32","2014","2"
"AU","NO02","2021","1"
"UKM8","PK","2016","2"
"SE11","EL30","2011","1"
"SA","TR","2017","1"
"UKM5","MY","2009","1"
"DED2","CZ01","2018","3"
"IE05","DED2","2015","1"
"DK04","DK","2009","1"
"UKH3","IR","1991","2"
"UKJ1","BR","2018","10"
"ID","NZ","2014","1"
"ES52","FR10","2019","3"
"FR10","UKI5","2007","2"
"ITH1","ITH2","2016","2"
"ITF4","CH03","2020","1"
"SE12","US","2019","13"
"FRJ2","NZ","2011","1"
"AU","ITG2","2020","1"
"ES","ES51","1990","1"
"PT18","PT16","2010","16"
"SI04","NL33","2021","1"
"CH03","DE30","1998","1"
"UKD3","IR","2004","1"
"DEE0","DE","2018","6"
"ITI4","NL33","2010","1"
"PT11","ES30","2005","1"
"CU","EC","2016","3"
"US","DE14","2012","1"
"SE22","ITC4","2013","1"
"NO0A","BR","2020","2"
"UKH1","GB","2015","9"
"DEB3","CO","2005","1"
"ES30","ES21","2007","5"
"ES61","UKD3","2009","1"
"SE12","UKH1","2019","1"
"IN","BE10","2016","4"
"NL11","AT33","2019","1"
"HU23","US","1999","2"
"PL52","PL22","2013","1"
"UKE4","MY","2008","6"
"ITF5","IT","2001","1"
"AT33","AT31","2021","2"
"DE71","DE30","2020","4"
"PT11","US","1995","1"
"UKM7","CH02","2019","2"
"UKE3","UKJ1","1969","1"
"ITI1","ITC4","2005","3"
"CF","BE33","2012","1"
"ES30","ES13","2016","3"
"BR","ES52","2015","4"
"IN","IE05","2014","3"
"FRK2","AT13","2017","4"
"BE23","NL11","2005","1"
"UKJ1","UKI5","2006","12"
"CY00","CN","2021","1"
"MX","ES52","2017","5"
"BR","CH04","2019","7"
"SE33","SE22","2008","1"
"NL41","AT22","2014","1"
"RW","BE10","2003","1"
"EL41","EL30","2019","3"
"UKD3","UKG3","2020","8"
"UKF1","TR","2018","4"
"VN","DE60","2011","1"
"PE","ES13","1998","1"
"CN","FI19","2018","1"
"DE92","DEB2","2008","1"
"UKD4","UKD3","2015","10"
"FR10","ES41","2017","1"
"HR05","HR03","2000","2"
"DEF0","ID","2018","1"
"KW","UKK2","2010","1"
"CL","FRI1","2018","1"
"ITH1","ITI4","2017","1"
"GB","CH03","2017","1"
"UKC1","GB","1986","2"
"UKE2","UKF1","2017","1"
"UKK2","US","2010","2"
"PT11","PT17","2009","1"
"UKI5","UG","2007","1"
"UA","DED2","2011","1"
"SE33","FRF2","2019","1"
"FR10","FRF2","2017","5"
"CH04","CL","2008","1"
"ITI4","UKI5","2013","3"
"IN","DK03","2017","2"
"VN","FR10","2019","4"
"DE11","BD","2014","1"
"CZ","CZ01","1942","1"
"UKN0","CN","2019","9"
"EG","DE73","2005","1"
"FRJ1","BR","1997","1"
"IT","ITF4","2020","5"
"UKM8","UKH1","1990","2"
"IN","DEF0","2019","6"
"CN","HK","2018","7"
"ITI3","ET","2018","1"
"ITH3","DE12","1993","1"
"UKE4","SA","2012","6"
"PL91","PL","2017","17"
"SI04","AU","2019","1"
"DED5","DE94","2019","1"
"UKH3","BW","2014","2"
"ITC1","BR","2010","2"
"ES61","PL21","2021","1"
"EG","ITH3","2019","2"
"FRF1","EL63","2009","1"
"HK","KR","2020","4"
"UKD3","TR","2018","6"
"DK01","CN","2018","21"
"MY","UKL1","2004","2"
"EL54","CH03","2018","1"
"CA","FRK2","2018","9"
"UKI5","CL","2003","2"
"IN","NL33","2017","7"
"BF","ITI4","1986","1"
"UKK4","UKJ3","2016","3"
"SA","UKE1","2020","1"
"FI1B","FI19","2005","8"
"NL33","UKE3","2018","2"
"BR","FRI3","2019","3"
"SE","SE12","2020","1"
"GB","ID","2013","1"
"DE23","JO","2017","1"
"CN","DE24","2019","1"
"TH","UKJ1","2010","3"
"US","CH03","2020","18"
"UKI5","BR","2011","5"
"JP","ET","2017","1"
"UKH3","LU00","1996","1"
"ES52","ES30","2006","2"
"FRJ1","FRK1","2014","1"
"SE22","FRK2","2018","1"
"UKE3","DE25","2017","2"
"BR","ITC1","2010","1"
"CH04","DEA2","2017","2"
"DE71","DE73","2013","1"
"SE11","CH07","2019","1"
"ITC1","CN","2017","3"
"DEA2","DE30","2017","9"
"ES51","DE21","2012","1"
"UKE1","EG","2021","1"
"UKE3","UKK1","2018","3"
"DE21","ITH4","2020","3"
"FRE2","CA","2018","2"
"UKJ1","UKK1","1986","2"
"HK","UKI5","2015","3"
"UKK2","ES24","2019","1"
"ES53","ES51","2003","1"
"UKJ1","UKD6","2011","1"
"FI1B","US","2013","1"
"CH04","CH02","2008","5"
"ES11","ES21","2020","3"
"AT22","AT13","1999","2"
"DE12","MO","2016","1"
"FRL0","FR10","2013","11"
"ZA","NL32","2020","3"
"ITI4","BR","1998","2"
"ITI4","AU","2010","2"
"FRL0","IQ","2005","1"
"KR","DK01","2017","2"
"ES51","ES43","2020","1"
"TR","NO","2019","1"
"DK04","NO08","2021","3"
"DEF0","CH05","2020","2"
"UKE4","UKE1","2012","1"
"JP","CN","2009","1"
"CA","NL33","2016","7"
"UKI5","US","2001","11"
"UKJ1","UKM5","2010","1"
"CH01","DE21","2017","5"
"CH01","SA","2017","1"
"UKJ1","UKE4","2021","3"
"PL21","IL","2018","1"
"UKM9","UKE2","2020","1"
"PL91","US","2016","12"
"UKK4","NL31","2018","3"
"IE06","UKJ2","2012","2"
"CA","VN","2016","1"
"CN","DE26","2017","2"
"UKE4","CN","2017","6"
"BG42","BG33","2013","2"
"ES30","UKC2","2020","2"
"BR","UKM7","1996","3"
"FRG0","ID","2001","1"
"ITF6","PK","2015","1"
"ES52","VE","2017","1"
"ES51","MX","2013","11"
"PL91","PL51","1999","1"
"LB","UKI5","2015","2"
"PL21","PL91","2008","4"
"UKE4","RS","2003","1"
"FR10","FRD2","2015","4"
"CL","ES51","2000","4"
"VN","FR10","2016","2"
"ITC3","ITF3","2020","1"
"UKJ1","BA","2019","1"
"IT","AR","2006","1"
"UKE4","ZA","2014","4"
"US","CH04","1993","1"
"ITH4","FRJ2","2019","1"
"ITI4","US","2014","8"
"FRF1","FR10","2009","4"
"FR10","CA","1981","1"
"ES30","CA","2011","2"
"US","ES51","2020","28"
"ES41","SE22","2020","1"
"BR","FR10","1992","2"
"RO32","RO21","2001","1"
"UKF1","UKD3","2021","1"
"DEB3","DE","1993","1"
"UKJ2","UKH2","2005","1"
"PT11","CV","2015","3"
"FR10","CO","2004","2"
"US","SG","2009","3"
"CO","US","2021","8"
"ITF3","ITF6","1994","2"
"ES30","ES21","2017","19"
"ITC4","FR10","2011","5"
"BT","EE00","2019","1"
"DE94","DE11","2021","1"
"UKM8","BE24","2021","1"
"UKK4","AU","2018","5"
"FI1B","FI19","2001","2"
"BF","BE10","2016","1"
"FRL0","PK","2013","3"
"UKD7","PT16","2021","1"
"UKF1","UKG1","2005","3"
"IE06","NL31","2018","2"
"UKI5","NL22","2015","2"
"IN","CZ07","2018","3"
"US","BE31","2016","5"
"SK04","CN","2019","1"
"PL81","PL62","2016","1"
"DE11","US","2000","1"
"FR10","FRD1","1999","1"
"MX","UKD3","2011","2"
"ES41","ES52","1978","1"
"FI1B","DEG0","2020","1"
"BE22","PT16","2021","1"
"FI1B","IS00","2014","3"
"CH01","PT11","1998","1"
"US","PL91","2005","3"
"PT16","ITI1","1987","1"
"ITC4","ITH3","2014","12"
"ES51","CH01","2016","2"
"FRK2","FRI1","2020","3"
"ITC4","UKL2","2020","1"
"UKJ1","AU","2001","3"
"ITI4","EG","2018","2"
"ES61","BE23","2018","1"
"DE30","DE73","2016","1"
"BE24","BE25","2019","2"
"PL62","PL21","2020","2"
"DE60","PT16","2016","1"
"FRI3","FR","2013","2"
"DEF0","FRE1","2019","1"
"NL33","SE12","2012","1"
"FRD1","FRH0","2015","1"
"FRI1","FR10","2016","6"
"ITC4","ITI3","2018","7"
"NL11","UKM7","2018","1"
"FI1D","FI1C","2018","7"
"EG","FR10","2018","4"
"DE30","DK01","2001","2"
"JP","CH01","2017","5"
"UKI5","KE","2014","7"
"CV","PT16","2009","2"
"NO08","FI1B","2020","1"
"DED5","DE91","2019","4"
"UKG3","UKM8","2018","2"
"BR","FRH0","2015","6"
"NL32","NL31","1997","1"
"CH02","SE12","2019","1"
"DE25","FRI1","2015","1"
"ITI4","ITF6","2013","3"
"UKJ1","IE06","2001","2"
"DE50","NZ","2015","1"
"SI04","SE23","2015","1"
"UKJ1","IL","2014","3"
"UKE4","UKM7","2020","8"
"NL31","FRF1","2020","1"
"BR","FI1D","2019","4"
"JP","FR10","2021","4"
"BR","CH03","2019","1"
"ES21","CL","2014","3"
"ES51","MM","2019","1"
"ET","TZ","2017","1"
"UKF1","UKF3","2021","1"
"UKM7","AT13","2011","1"
"ITC4","ITI4","1974","1"
"DE40","AT13","2019","4"
"DEG0","CH04","2017","2"
"FI1B","ID","2016","1"
"IE06","IE05","2013","10"
"FRK2","US","2014","14"
"LT01","ITH1","2017","1"
"US","ES30","2017","25"
"CA","UKH1","1992","1"
"BE24","DEA2","2019","3"
"EC","ES30","2019","23"
"ES30","ES61","1998","2"
"RU","FRL0","2017","1"
"PL51","US","2019","4"
"UKG3","UKH1","2012","4"
"PL52","PL22","2012","1"
"PT17","PT16","1995","5"
"UKJ3","TR","2005","1"
"ITH3","DEB3","2015","1"
"GB","IQ","2019","2"
"FRJ2","DZ","2011","2"
"US","CH04","2005","3"
"DE50","NL","2019","1"
"DE60","DE12","2008","2"
"QA","NL33","2021","1"
"RO32","RO12","1992","1"
"SE21","US","2005","1"
"RU","FI1C","2013","1"
"DE11","NZ","2018","1"
"UKH1","US","1993","4"
"CO","FRI1","2018","1"
"UKI5","EL63","2015","1"
"PT11","DE25","2019","1"
"FRF3","PL21","2013","1"
"IQ","DE","2014","1"
"BE23","BE21","2017","10"
"ES52","US","2017","5"
"BR","ES30","2017","13"
"CA","UKC1","1986","1"
"BR","BE10","2021","2"
"MX","IE05","2019","1"
"IN","CH04","2020","5"
"FR10","MX","2001","4"
"ES52","SE33","2014","1"
"RO21","US","2009","2"
"IE04","CN","2015","3"
"IN","UKM7","2020","7"
"UKF1","ID","2017","1"
"FRG0","FR","2001","1"
"ZM","NO08","2003","1"
"UA","CH02","2015","1"
"IN","DE72","2019","3"
"PT16","PT17","2005","12"
"SK02","SK01","2013","4"
"US","BG","2018","1"
"DE40","DE60","2020","4"
"UKH1","IE06","1979","1"
"UKJ4","UKE3","2017","3"
"UKJ1","UKK4","2013","6"
"FRF3","LU00","2020","1"
"FRI1","FRG0","2011","1"
"UKG3","UKJ2","2019","3"
