sender;receiver;dist
HR03;FI20;1784081.384
HR02;FI20;1651996.545
HU11;FI20;1417642.765
HU12;FI20;1422720.456
HU21;FI20;1447745.781
HU22;FI20;1460589.121
HU23;FI20;1546258.267
HU31;FI20;1351165.192
HU32;FI20;1406223.796
HU33;FI20;1515246.86
IE04;FI20;1840124.517
IE05;FI20;1941134.516
IE06;FI20;1799915.53
DK03;FI20;843368.2316
DK04;FI20;762003.6019
DK05;FI20;698650.5472
EE00;FI20;369472.8723
EL30;FI20;2474998.117
EL41;FI20;2552593.411
EL42;FI20;2731852.269
EL43;FI20;2798387.635
EL51;FI20;2144614.752
EL52;FI20;2167091.564
EL53;FI20;2208397.307
EL54;FI20;2290638.311
EL61;FI20;2302286.954
EL62;FI20;2439366.503
EL63;FI20;2483757.313
EL64;FI20;2400624.966
ITI3;FI20;1931433.735
ITI4;FI20;2083231.376
LT01;FI20;674395.5791
LT02;FI20;572856.2318
LU00;FI20;1456307.871
LV00;FI20;465872.2046
MT00;FI20;2732758.25
NL11;FI20;1122011.571
NL12;FI20;1175952.248
NL13;FI20;1156281.325
NL21;FI20;1200011.735
NL22;FI20;1254236.725
NL23;FI20;1233976.584
NL31;FI20;1285256.985
NL32;FI20;1248651.527
NL33;FI20;1329109.732
NL34;FI20;1381549.717
NL41;FI20;1332131.127
NL42;FI20;1331348.584
IS00;FI20;2013773.614
ITC1;FI20;1866031.086
ITC2;FI20;1813361.623
ITC3;FI20;1925462.575
ITC4;FI20;1759121.381
ITF1;FI20;2042854.16
ITF2;FI20;2093574.67
ITF3;FI20;2178707.354
ITF4;FI20;2149247.689
ITF5;FI20;2206421.503
ITF6;FI20;2357662.935
ITG1;FI20;2549922.713
ITG2;FI20;2367824.899
ITH1;FI20;1603013.977
ITH2;FI20;1670397.214
ITH3;FI20;1706112.88
UKC1;FI20;1432620.657
UKC2;FI20;1415569.322
UKD1;FI20;1498225.432
UKD3;FI20;1538717.171
UKD4;FI20;1530958.859
RO11;FI20;1459558.494
RO12;FI20;1589247.577
RO21;FI20;1520650.379
RO22;FI20;1753008.62
RO31;FI20;1777089.309
RO32;FI20;1790588.553
RO41;FI20;1752246.338
RO42;FI20;1616312.549
SE11;FI20;134324.3966
SE12;FI20;247760.3739
SE21;FI20;442665.8927
SE22;FI20;584631.2255
SE23;FI20;473591.9169
SE31;FI20;309844.3135
SE32;FI20;421259.275
SE33;FI20;667381.8923
SI03;FI20;1590656.409
SI04;FI20;1619005.955
SK01;FI20;1337401.67
SK02;FI20;1317303.295
SK03;FI20;1270324.51
SK04;FI20;1253665.871
DEB1;FI20;1358791.908
DEB2;FI20;1414493.651
DEB3;FI20;1420119.661
DEC0;FI20;1461582.55
DED2;FI20;1068816.516
DED4;FI20;1146093.795
DED5;FI20;1086309.478
DEE0;FI20;1047454.008
DEF0;FI20;912896.7965
DEG0;FI20;1179354.221
DK01;FI20;665684.5822
DK02;FI20;732793.3994
PL63;FI20;684419.0953
PL71;FI20;956090.241
PL72;FI20;1048607.707
UKD6;FI20;1572227.23
UKD7;FI20;1571284.215
UKE1;FI20;1430752.914
UKE2;FI20;1449377.519
UKE3;FI20;1491865.062
UKE4;FI20;1494773.659
UKF1;FI20;1518279.084
UKF2;FI20;1542463.433
UKF3;FI20;1465198.578
UKG1;FI20;1623835.213
UKG2;FI20;1599797.99
UKG3;FI20;1592857.302
UKH1;FI20;1465011.411
UKH2;FI20;1554210.045
UKH3;FI20;1526224.078
UKI0;FI20;1579582.115
UKJ1;FI20;1608541.551
UKJ2;FI20;1618651.913
UKJ3;FI20;1670305.785
UKJ4;FI20;1564288.336
UKK1;FI20;1671977.257
UKL2;FI20;1676596.411
UKM5;FI20;1350559.53
UKM6;FI20;1470904.837
UKM7;FI20;1439889.034
UKM8;FI20;1504486.99
UKM9;FI20;1499748.824
UKN0;FI20;1699812.847
HR05;FI20;1621058.371
HR06;FI20;1599165.074
NO02;FI20;539357.8042
NO06;FI20;602596.0722
NO07;FI20;952419.1569
NO08;FI20;562501.9179
NO09;FI20;676776.9539
NO0A;FI20;737964.346
NO0B;FI20;2034440.124
BE31;FR10;261314.4733
BE32;FR10;219320.1484
BE33;FR10;304282.0658
BE34;FR10;255652.0997
CH05;FR10;552722.949
CH06;FR10;481001.5558
CH07;FR10;542060.3807
CY00;FR10;2929777.617
CZ01;FR10;873231.1028
CZ02;FR10;878823.9029
CZ03;FR10;827993.5077
CZ04;FR10;804658.6894
CZ05;FR10;970900.4165
CZ06;FR10;996451.6028
CZ07;FR10;1084258.516
CZ08;FR10;1127313.11
DE11;FR10;517768.2606
DE12;FR10;448692.5637
DE13;FR10;426507.1955
DE14;FR10;516609.6762
DE21;FR10;680971.7476
DE22;FR10;750203.2995
DE23;FR10;699544.4991
DE24;FR10;654229.5864
DE25;FR10;603847.9852
DE26;FR10;551905.513
DE27;FR10;591162.8264
DE30;FR10;871855.1553
DE40;FR10;870439.9786
DE50;FR10;654441.7301
DE60;FR10;746524.1608
DE71;FR10;473765.5689
DE72;FR10;493774.4021
DE73;FR10;557990.7071
DE80;FR10;889792.1678
DE91;FR10;664235.4397
DE92;FR10;630973.2913
DE93;FR10;708854.5385
DE94;FR10;591602.4353
DEA1;FR10;417426.9211
DEA2;FR10;384722.614
DEA3;FR10;496922.8677
DEA4;FR10;569205.8965
DEA5;FR10;484826.1357
FRG0;FR10;283757.8052
FRH0;FR10;399182.9148
PL21;FR10;1288108.773
PL22;FR10;1200200.741
PL41;FR10;1112707.456
PL42;FR10;1052455.126
PL43;FR10;981583.1706
PL51;FR10;1024963.626
PL52;FR10;1123382.507
PL61;FR10;1216625.345
PL62;FR10;1387500.493
AT11;FR10;1043145.448
AT12;FR10;971654.451
AT13;FR10;1019991.912
AT21;FR10;872880.0732
AT22;FR10;937353.3184
AT31;FR10;841585.2963
AT32;FR10;793410.1847
AT33;FR10;668894.2713
AT34;FR10;568685.114
BE10;FR10;268721.8093
BE21;FR10;319869.9453
BE22;FR10;323842.9017
BE23;FR10;272280.7002
BE24;FR10;280271.2194
BE25;FR10;257781.169
ITH4;FR10;839037.7426
ITH5;FR10;796904.9241
ITI1;FR10;879233.4224
ITI2;FR10;997663.4656
BE35;FR10;240400.0545
BG31;FR10;1740124.234
BG32;FR10;1897165.915
BG33;FR10;1994379.765
BG34;FR10;1982824.371
BG41;FR10;1760794.203
BG42;FR10;1903091.852
CH01;FR10;440289.9937
CH02;FR10;414286.2791
CH03;FR10;433532.0773
CH04;FR10;474761.9635
PL81;FR10;1474505.416
PL82;FR10;1422819.083
PL84;FR10;1507130.991
PL91;FR10;1368408.256
PL92;FR10;1367895.534
PT11;FR10;1137829.014
PT15;FR10;1538807.213
PT16;FR10;1268112.873
PT17;FR10;1445133.415
PT18;FR10;1418271.082
PT20;FR10;2728380.297
PT30;FR10;2586685.811
EL65;FR10;2039383.491
ES11;FR10;1047759.54
ES12;FR10;892252.0442
ES13;FR10;801501.3101
ES21;FR10;744391.6902
ES22;FR10;742469.0763
ES23;FR10;819510.2151
ES24;FR10;841736.06
ES30;FR10;1039867.39
ES41;FR10;964237.0913
ES42;FR10;1110250.327
ES43;FR10;1266647.999
ES51;FR10;771741.0262
ES52;FR10;1065355.33
ES53;FR10;1013920.308
ES61;FR10;1377717.316
ES62;FR10;1234518.711
ES63;FR10;1564364.054
ES64;FR10;1558744.873
ES70;FR10;2798911.051
FI19;FR10;1996478.609
FI1B;FR10;1911169.221
FI1C;FR10;1960174.239
FI1D;FR10;2350992.769
FI20;FR10;1696615.119
FRB0;FR10;151009.8423
FRC1;FR10;201610.2688
FRC2;FR10;310916.2713
FRD1;FR10;223407.0608
FRD2;FR10;134224.4614
FRE1;FR10;195913.9429
FRE2;FR10;105002.0105
FRF1;FR10;362301.8339
FRF2;FR10;146049.1098
FRF3;FR10;263957.5965
UKK2;FR10;453325.4325
UKK3;FR10;563465.7643
UKK4;FR10;509814.9121
UKL1;FR10;611212.9425
FRI1;FR10;527505.7254
FRI2;FR10;334054.7292
FRI3;FR10;345748.8973
FRJ1;FR10;570388.5269
FRJ2;FR10;556352.8385
FRK1;FR10;342396.1155
FRK2;FR10;419473.4284
FRL0;FR10;591721.0307
FRM0;FR10;891855.6113
FRY1;FR10;6769074.542
FRY2;FR10;6857393.31
FRY3;FR10;7236006.714
FRY4;FR10;9370719.038
FRY5;FR10;8024461.958
HR03;FR10;1105336.512
HR02;FR10;1172845.147
HU11;FR10;1232639.598
HU12;FR10;1250817.298
HU21;FR10;1165252.576
HU22;FR10;1085231.585
HU23;FR10;1186965.887
HU31;FR10;1324216.51
HU32;FR10;1392195.73
HU33;FR10;1329461.529
IE04;FR10;966661.519
IE05;FR10;872632.485
IE06;FR10;845585.6528
DK03;FR10;863684.6763
DK04;FR10;956854.274
DK05;FR10;1039037.815
EE00;FR10;1875434.468
EL30;FR10;2065372.71
EL41;FR10;2294929.903
EL42;FR10;2485741.008
EL43;FR10;2360655.15
EL51;FR10;1954196.415
EL52;FR10;1824970.979
EL53;FR10;1758067.482
EL54;FR10;1764093.783
EL61;FR10;1859358.803
EL62;FR10;1853157.581
EL63;FR10;1956614.366
EL64;FR10;1953086.062
ITI3;FR10;1010494.263
ITI4;FR10;1088363.049
LT01;FR10;1693067.749
LT02;FR10;1617595.126
LU00;FR10;282907.9627
LV00;FR10;1741720.623
MT00;FR10;1723188.453
NL11;FR10;579327.2687
NL12;FR10;534060.9979
NL13;FR10;542714.2923
NL21;FR10;497615.6864
NL22;FR10;443353.9307
NL23;FR10;472631.3239
NL31;FR10;418782.0991
NL32;FR10;469351.1344
NL33;FR10;383193.1252
NL34;FR10;333269.4285
NL41;FR10;366332.0734
NL42;FR10;367012.1945
IS00;FR10;2195658.754
ITC1;FR10;575318.8272
ITC2;FR10;493622.9811
ITC3;FR10;681356.2548
ITC4;FR10;646083.1706
ITF1;FR10;1137177.067
ITF2;FR10;1221673.15
ITF3;FR10;1298461.982
ITF4;FR10;1397309.056
ITF5;FR10;1401669.384
ITF6;FR10;1530533.735
ITG1;FR10;1551424.709
ITG2;FR10;1090771.131
ITH1;FR10;700209.4224
ITH2;FR10;706417.3292
ITH3;FR10;782083.5715
UKC1;FR10;724409.2341
UKC2;FR10;789191.5848
UKD1;FR10;752788.8835
UKD3;FR10;631622.3263
UKD4;FR10;673549.0866
RO11;FR10;1550066.073
RO12;FR10;1690016.865
RO21;FR10;1800244.929
RO22;FR10;1949974.552
RO31;FR10;1829190.877
RO32;FR10;1852379.348
RO41;FR10;1669054.299
RO42;FR10;1500121.986
SE11;FR10;1562454.773
SE12;FR10;1460515.804
SE21;FR10;1257034.688
SE22;FR10;1122121.681
SE23;FR10;1244120.072
SE31;FR10;1537304.698
SE32;FR10;1784822.201
SE33;FR10;2169708.316
SI03;FR10;996696.3675
SI04;FR10;918219.3614
SK01;FR10;1075499.391
SK02;FR10;1139235.155
SK03;FR10;1230302.473
SK04;FR10;1363429.116
DEB1;FR10;396805.551
DEB2;FR10;331678.9414
DEB3;FR10;400713.1061
DEC0;FR10;328153.8305
DED2;FR10;871135.9948
DED4;FR10;771023.564
DED5;FR10;778496.8836
DEE0;FR10;743807.4872
DEF0;FR10;784889.0542
DEG0;FR10;652792.6667
DK01;FR10;1031861.668
DK02;FR10;965846.6577
PL63;FR10;1224539.834
PL71;FR10;1239667.258
PL72;FR10;1326046.366
UKD6;FR10;612904.9293
UKD7;FR10;647327.1797
UKE1;FR10;603054.8643
UKE2;FR10;666249.7931
UKE3;FR10;596217.5085
UKE4;FR10;631401.0171
UKF1;FR10;563411.3659
UKF2;FR10;488643.4331
UKF3;FR10;525721.4288
UKG1;FR10;512965.352
UKG2;FR10;567515.2178
UKG3;FR10;526482.2374
UKH1;FR10;434845.7337
UKH2;FR10;412521.5452
UKH3;FR10;373874.7333
UKI0;FR10;367801.9335
UKJ1;FR10;423729.9375
UKJ2;FR10;328261.0801
UKJ3;FR10;380974.141
UKJ4;FR10;309074.5489
UKK1;FR10;459482.2995
UKL2;FR10;575013.6595
UKM5;FR10;1007011.877
UKM6;FR10;1053473.5
UKM7;FR10;952505.9686
UKM8;FR10;928732.1752
UKM9;FR10;853262.2992
UKN0;FR10;911199.2934
HR05;FR10;1063815.09
HR06;FR10;1075371.564
NO02;FR10;1496816.186
NO06;FR10;1752670.739
NO07;FR10;2427513.974
NO08;FR10;1347909.395
NO09;FR10;1212262.411
NO0A;FR10;1398952.551
NO0B;FR10;3360766.678
BE31;FRB0;411563.2972
BE32;FRB0;370244.8419
BE33;FRB0;447942.642
BE34;FRB0;393453.646
CH05;FRB0;590366.9359
CH06;FRB0;514566.2924
CH07;FRB0;558260.5201
CY00;FRB0;2949536.795
CZ01;FRB0;977501.2973
CZ02;FRB0;982136.3093
CZ03;FRB0;922628.05
CZ04;FRB0;915149.1043
CZ05;FRB0;1076284.121
CZ06;FRB0;1088534.027
CZ07;FRB0;1180156.264
CZ08;FRB0;1225816.661
DE11;FRB0;611789.4598
DE12;FRB0;544824.9342
DE13;FRB0;493424.6938
DE14;FRB0;588302.2145
DE21;FRB0;754331.6043
DE22;FRB0;835126.8083
DE23;FRB0;796774.4964
DE24;FRB0;764031.843
DE25;FRB0;702880.058
DE26;FRB0;665239.3163
DE27;FRB0;664536.8901
DE30;FRB0;1004017.101
DE40;FRB0;1002298.615
DE50;FRB0;802075.4264
DE60;FRB0;893020.4569
DE71;FRB0;592624.2374
DE72;FRB0;622161.7576
DE73;FRB0;688642.7322
DE80;FRB0;1031813.241
DE91;FRB0;801361.4686
DE92;FRB0;773705.0012
DE93;FRB0;854480.9482
DE94;FRB0;740613.5013
DEA1;FRB0;564078.4735
DEA2;FRB0;525531.8433
DEA3;FRB0;643425.3568
DEA4;FRB0;710959.8482
DEA5;FRB0;624452.0706
FRG0;FRB0;186791.7796
FRH0;FRB0;341756.9893
PL21;FRB0;1386495.419
PL22;FRB0;1303656.015
PL41;FRB0;1236121.115
PL42;FRB0;1187383.081
PL43;FRB0;1106851.599
PL51;FRB0;1138536.321
PL52;FRB0;1230621.209
PL61;FRB0;1343639.165
PL62;FRB0;1516504.022
AT11;FRB0;1112754.177
AT12;FRB0;1050435.774
AT13;FRB0;1098482.456
AT21;FRB0;925451.0232
AT22;FRB0;1000449.196
AT31;FRB0;917590.9147
AT32;FRB0;855092.4191
AT33;FRB0;722923.8605
AT34;FRB0;617420.6922
BE10;FRB0;419675.9179
BE21;FRB0;470794.4989
BE22;FRB0;472548.2186
BE23;FRB0;422493.0824
BE24;FRB0;430984.1842
BE25;FRB0;404004.2506
ITH4;FRB0;877918.3975
ITH5;FRB0;793415.7839
ITI1;FRB0;859727.0858
ITI2;FRB0;982373.7909
BE35;FRB0;387025.433
BG31;FRB0;1782888.304
BG32;FRB0;1946152.52
BG33;FRB0;2045615.988
BG34;FRB0;2025583.476
BG41;FRB0;1792842.827
BG42;FRB0;1937360.463
CH01;FRB0;442281.7786
CH02;FRB0;438415.6578
CH03;FRB0;479787.1435
CH04;FRB0;523364.3674
PL81;FRB0;1583919.126
PL82;FRB0;1522057.996
PL84;FRB0;1630433.98
PL91;FRB0;1486442.912
PL92;FRB0;1487104.203
PT11;FRB0;1000266.543
PT15;FRB0;1391594.629
PT16;FRB0;1126685.655
PT17;FRB0;1302703.894
PT18;FRB0;1272732.519
PT20;FRB0;2636647.86
PT30;FRB0;2443449.654
EL65;FRB0;2032229.631
ES11;FRB0;918006.1355
ES12;FRB0;757973.2804
ES13;FRB0;657858.164
ES21;FRB0;595395.1906
ES22;FRB0;591530.3768
ES23;FRB0;669080.2705
ES24;FRB0;692087.292
ES30;FRB0;889512.4389
ES41;FRB0;818151.9042
ES42;FRB0;959243.0319
ES43;FRB0;1118592.92
ES51;FRB0;631099.8304
ES52;FRB0;917720.5171
ES53;FRB0;883188.7109
ES61;FRB0;1226769.126
ES62;FRB0;1085676.368
ES63;FRB0;1413402.384
ES64;FRB0;1408976.914
ES70;FRB0;2654721.465
FI19;FRB0;2146443.946
FI1B;FRB0;2058491.813
FI1C;FRB0;2108087.919
FI1D;FRB0;2501835.193
FI20;FRB0;1845997.321
FR10;FRB0;151009.8423
FRC1;FRB0;188362.9579
FRC2;FRB0;331020.771
FRD1;FRB0;225232.1123
FRD2;FRB0;216459.5658
FRE1;FRB0;340624.5168
FRE2;FRB0;253284.8276
FRF1;FRB0;439386.9767
FRF2;FRB0;255205.5422
FRF3;FRB0;360043.5494
UKK2;FRB0;502788.2574
UKK3;FRB0;575343.2344
UKK4;FRB0;539053.1982
UKL1;FRB0;671249.2048
FRI1;FRB0;376527.7299
FRI2;FRB0;191705.2811
FRI3;FRB0;198849.0249
FRJ1;FRB0;448415.3325
FRJ2;FRB0;414285.2653
FRK1;FRB0;232207.6385
FRK2;FRB0;359916.9761
FRL0;FRB0;517569.4088
FRM0;FRB0;834452.1818
FRY1;FRB0;6684398.528
FRY2;FRB0;6768917.303
FRY3;FRB0;7119966.701
FRY4;FRB0;9330098.672
FRY5;FRB0;7972786.072
HR03;FRB0;1128339.975
HR02;FRB0;1216442.564
HU11;FRB0;1305005.435
HU12;FRB0;1322903.301
HU21;FRB0;1233417.166
HU22;FRB0;1151033.172
HU23;FRB0;1244000.462
HU31;FRB0;1404560.716
HU32;FRB0;1468436.785
HU33;FRB0;1393360.675
IE04;FRB0;1018286.164
IE05;FRB0;900811.8084
IE06;FRB0;897797.3147
DK03;FRB0;1014574.545
DK04;FRB0;1107859.235
DK05;FRB0;1190002.645
EE00;FRB0;2018547.305
EL30;FRB0;2067419.78
EL41;FRB0;2305964.86
EL42;FRB0;2493063.44
EL43;FRB0;2351328.475
EL51;FRB0;1983055.529
EL52;FRB0;1843199.022
EL53;FRB0;1767204.071
EL54;FRB0;1764208.332
EL61;FRB0;1865116.677
EL62;FRB0;1842746.443
EL63;FRB0;1949301.785
EL64;FRB0;1954815.078
ITI3;FRB0;1004957.564
ITI4;FRB0;1063170.723
LT01;FRB0;1822855.78
LT02;FRB0;1751503.355
LU00;FRB0;412439.2378
LV00;FRB0;1880185.672
MT00;FRB0;1663560.923
NL11;FRB0;730193.4214
NL12;FRB0;685003.7811
NL13;FRB0;693386.5908
NL21;FRB0;648053.6885
NL22;FRB0;593845.0238
NL23;FRB0;623611.8061
NL31;FRB0;569785.0527
NL32;FRB0;619715.8332
NL33;FRB0;533653.7546
NL34;FRB0;483173.5334
NL41;FRB0;517123.2655
NL42;FRB0;514950.355
IS00;FRB0;2290165.845
ITC1;FRB0;550315.7953
ITC2;FRB0;478207.4158
ITC3;FRB0;650360.09
ITC4;FRB0;653715.477
ITF1;FRB0;1122716.927
ITF2;FRB0;1206042.313
ITF3;FRB0;1276396.711
ITF4;FRB0;1387481.047
ITF5;FRB0;1384273.55
ITF6;FRB0;1503333.794
ITG1;FRB0;1499387.681
ITG2;FRB0;1014636.515
ITH1;FRB0;742939.3836
ITH2;FRB0;735404.2234
ITH3;FRB0;805528.2113
UKC1;FRB0;832793.8702
UKC2;FRB0;898128.5792
UKD1;FRB0;851351.4516
UKD3;FRB0;726255.2671
UKD4;FRB0;768519.8986
RO11;FRB0;1625274.626
RO12;FRB0;1758321.204
RO21;FRB0;1878441.145
RO22;FRB0;2015056.088
RO31;FRB0;1886491
RO32;FRB0;1909550.915
RO41;FRB0;1721300.865
RO42;FRB0;1558903.379
SE11;FRB0;1711934.205
SE12;FRB0;1610770.927
SE21;FRB0;1405632.589
SE22;FRB0;1269544.195
SE23;FRB0;1394917.806
SE31;FRB0;1688302.289
SE32;FRB0;1935303.644
SE33;FRB0;2320059.257
SI03;FRB0;1044043.727
SI04;FRB0;959874.9936
SK01;FRB0;1155945.84
SK02;FRB0;1221744.003
SK03;FRB0;1317696.149
SK04;FRB0;1453198.789
DEB1;FRB0;525582.6263
DEB2;FRB0;460757.2602
DEB3;FRB0;510823.4696
DEC0;FRB0;442000.3323
DED2;FRB0;989443.1006
DED4;FRB0;886926.8786
DED5;FRB0;902002.5049
DEE0;FRB0;876431.7595
DEF0;FRB0;933531.3993
DEG0;FRB0;775771.0835
DK01;FRB0;1180739.386
DK02;FRB0;1114350.584
PL63;FRB0;1358864.612
PL71;FRB0;1354452.279
PL72;FRB0;1432735.533
UKD6;FRB0;701962.4563
UKD7;FRB0;735925.3373
UKE1;FRB0;716717.3071
UKE2;FRB0;774177.571
UKE3;FRB0;700173.7309
UKE4;FRB0;733477.7816
UKF1;FRB0;664113.9369
UKF2;FRB0;588442.3858
UKF3;FRB0;638332.8481
UKG1;FRB0;593668.6497
UKG2;FRB0;652171.513
UKG3;FRB0;613703.3502
UKH1;FRB0;555304.5321
UKH2;FRB0;515112.2044
UKH3;FRB0;487292.1634
UKI0;FRB0;467856.3265
UKJ1;FRB0;511719.8419
UKJ2;FRB0;420539.5333
UKJ3;FRB0;453278.2309
UKJ4;FRB0;420544.4613
UKK1;FRB0;529286.857
UKL2;FRB0;643204.8834
UKM5;FRB0;1120039.8
UKM6;FRB0;1154633.016
UKM7;FRB0;1056692.631
UKM8;FRB0;1025534.788
UKM9;FRB0;950686.5899
UKN0;FRB0;981822.9601
HR05;FRB0;1108363.401
HR06;FRB0;1123177.908
NO02;FRB0;1645940.948
NO06;FRB0;1900880.033
NO07;FRB0;2576836.406
NO08;FRB0;1497540.417
NO09;FRB0;1361080.942
NO0A;FRB0;1544135.747
NO0B;FRB0;3502800.861
BE31;FRC1;380979.0159
BE32;FRC1;354800.5388
BE33;FRC1;380551.1013
BE34;FRC1;317193.234
CH05;FRC1;402546.9639
CH06;FRC1;326647.5617
CH07;FRC1;370634.593
CY00;FRC1;2763740.732
CZ01;FRC1;817607.5523
CZ02;FRC1;821291.7014
CZ03;FRC1;755216.5479
CZ04;FRC1;762514.8489
CZ05;FRC1;916298.9534
CZ06;FRC1;917632.806
CZ07;FRC1;1011311.797
CZ08;FRC1;1058646.395
DE11;FRC1;450519.9989
DE12;FRC1;388473.4153
DE13;FRC1;317220.2977
DE14;FRC1;411815.7132
DE21;FRC1;575762.2156
DE22;FRC1;662032.8158
DE23;FRC1;633401.0857
DE24;FRC1;613784.6032
DE25;FRC1;543251.472
DE26;FRC1;522362.0469
DE27;FRC1;487335.2563
DE30;FRC1;881277.3679
DE40;FRC1;879003.3575
DE50;FRC1;729478.0797
DE60;FRC1;812489.8725
DE71;FRC1;460635.1845
DE72;FRC1;504013.3808
DE73;FRC1;571572.2036
DE80;FRC1;932167.8906
DE91;FRC1;694010.2497
DE92;FRC1;682608.5596
DE93;FRC1;771270.4057
DE94;FRC1;678117.0846
DEA1;FRC1;497688.7566
DEA2;FRC1;441755.4291
DEA3;FRC1;571733.8502
DEA4;FRC1;619167.9459
DEA5;FRC1;530723.0049
FRG0;FRC1;374671.7387
FRH0;FRC1;529209.7211
PL21;FRC1;1218306.124
PL22;FRC1;1140066.553
PL41;FRC1;1095623.279
PL42;FRC1;1067552.179
PL43;FRC1;970607.3292
PL51;FRC1;986399.7332
PL52;FRC1;1071015.509
PL61;FRC1;1207631.673
PL62;FRC1;1382446.058
AT11;FRC1;930058.3865
AT12;FRC1;871964.5408
AT13;FRC1;919595.9813
AT21;FRC1;738717.7577
AT22;FRC1;816035.6292
AT31;FRC1;738684.0365
AT32;FRC1;670939.5693
AT33;FRC1;537409.3435
AT34;FRC1;431391.4108
BE10;FRC1;399129.87
BE21;FRC1;444353.3782
BE22;FRC1;423972.1578
BE23;FRC1;420995.9402
BE24;FRC1;403881.4023
BE25;FRC1;425743.0775
ITH4;FRC1;689655.5463
ITH5;FRC1;612289.8789
ITI1;FRC1;686507.3294
ITI2;FRC1;807291.9116
BE35;FRC1;338761.2094
BG31;FRC1;1594540.007
BG32;FRC1;1758060.474
BG33;FRC1;1857687.068
BG34;FRC1;1837225.176
BG41;FRC1;1604870.153
BG42;FRC1;1749249.51
CH01;FRC1;256690.0258
CH02;FRC1;250108.5326
CH03;FRC1;294890.5733
CH04;FRC1;338404.1012
PL81;FRC1;1424312.72
PL82;FRC1;1353904.83
PL84;FRC1;1486905.99
PL91;FRC1;1336810.613
PL92;FRC1;1338932.757
PT11;FRC1;1139403.516
PT15;FRC1;1498754.771
PT16;FRC1;1255692.446
PT17;FRC1;1427537.253
PT18;FRC1;1387752.305
PT20;FRC1;2816228.88
PT30;FRC1;2561121.015
EL65;FRC1;1854781.214
ES11;FRC1;1071171.272
ES12;FRC1;906297.9913
ES13;FRC1;787767.6539
ES21;FRC1;705011.9887
ES22;FRC1;679416.9985
ES23;FRC1;764201.7525
ES24;FRC1;746758.9706
ES30;FRC1;980755.4558
ES41;FRC1;936532.0225
ES42;FRC1;1032103.263
ES43;FRC1;1223941.792
ES51;FRC1;640462.71
ES52;FRC1;952581.9521
ES53;FRC1;856114.3599
ES61;FRC1;1302505.152
ES62;FRC1;1126311.6
ES63;FRC1;1486969.454
ES64;FRC1;1454399.257
ES70;FRC1;2768849.025
FI19;FRC1;2074948.29
FI1B;FRC1;1969981.748
FI1C;FRC1;2022428.931
FI1D;FRC1;2441369.229
FI20;FRC1;1770893.551
FR10;FRC1;201610.2688
FRB0;FRC1;188362.9579
FRC2;FRC1;143201.4481
FRD1;FRC1;390807.9228
FRD2;FRC1;331519.2339
FRE1;FRC1;372824.8862
FRE2;FRC1;285080.313
FRF1;FRC1;273068.3578
FRF2;FRC1;169832.3818
FRF3;FRC1;222369.6247
UKK2;FRC1;648790.683
UKK3;FRC1;744303.9683
UKK4;FRC1;698398.0934
UKL1;FRC1;810399.0458
FRI1;FRC1;466785.5232
FRI2;FRC1;249476.5942
FRI3;FRC1;344727.7984
FRJ1;FRC1;411557.1311
FRJ2;FRC1;439728.5569
FRK1;FRC1;192791.8426
FRK2;FRC1;219818.5589
FRL0;FRC1;393570.6079
FRM0;FRC1;690253.7015
FRY1;FRC1;6865820.065
FRY2;FRC1;6948690.658
FRY3;FRC1;7280164.983
FRY4;FRC1;9173289.115
FRY5;FRC1;7824423.121
HR03;FRC1;941023.4173
HR02;FRC1;1028232.249
HU11;FRC1;1122688.897
HU12;FRC1;1140432.875
HU21;FRC1;1049824.582
HU22;FRC1;966924.5857
HU23;FRC1;1057458.783
HU31;FRC1;1225313.53
HU32;FRC1;1287208.358
HU33;FRC1;1208153.182
IE04;FRC1;1164930.191
IE05;FRC1;1062885.426
IE06;FRC1;1043735.634
DK03;FRC1;965828.9219
DK04;FRC1;1063105.715
DK05;FRC1;1149795.833
EE00;FRC1;1913724.665
EL30;FRC1;1886325.955
EL41;FRC1;2122117.928
EL42;FRC1;2310409.954
EL43;FRC1;2175049.439
EL51;FRC1;1795468.5
EL52;FRC1;1657325.403
EL53;FRC1;1583584.032
EL54;FRC1;1583595.114
EL61;FRC1;1682615.448
EL62;FRC1;1666627.099
EL63;FRC1;1771862.666
EL64;FRC1;1773759.925
ITI3;FRC1;825393.7853
ITI4;FRC1;893883.0334
LT01;FRC1;1688423.669
LT02;FRC1;1625025.468
LU00;FRC1;315320.7089
LV00;FRC1;1763073.338
MT00;FRC1;1521691.748
NL11;FRC1;687872.7395
NL12;FRC1;656574.5512
NL13;FRC1;648565.9495
NL21;FRC1;601841.2752
NL22;FRC1;551053.6958
NL23;FRC1;596072.5032
NL31;FRC1;543319.1125
NL32;FRC1;604268.8528
NL33;FRC1;521389.1862
NL34;FRC1;479691.4617
NL41;FRC1;483862.7694
NL42;FRC1;458366.5553
IS00;FRC1;2394481.891
ITC1;FRC1;378680.1965
ITC2;FRC1;300195.5556
ITC3;FRC1;483425.4549
ITC4;FRC1;468272.4929
ITF1;FRC1;947570.5468
ITF2;FRC1;1031667.994
ITF3;FRC1;1105668.335
ITF4;FRC1;1210579.937
ITF5;FRC1;1211125.504
ITF6;FRC1;1336002.825
ITG1;FRC1;1350556.141
ITG2;FRC1;890695.3948
