"nuts2","year","pop","pop_im"
"PL61",2017,2060575,2060575
"PL61",2018,2059748,2059748
"PL61",2019,2055433,2055433
"PL61",2020,2050976,2050976
"PL62",2009,NA,1437085.02976922
"PL62",2010,1428496,1428496
"PL62",2011,1428620,1428620
"PL62",2012,1427162,1427162
"PL62",2013,1425897,1425897
"PL62",2014,1421264,1421264
"PL62",2015,1418541,1418541
"PL62",2016,1414734,1414734
"PL62",2017,1410641,1410641
"PL62",2018,1408415,1408415
"PL62",2019,1404441,1404441
"PL62",2020,1399038,1399038
"PL63",2009,NA,2219089.52486997
"PL63",2010,2234955,2234955
"PL63",2011,2245568,2245568
"PL63",2012,2253048,2253048
"PL63",2013,2259485,2259485
"PL63",2014,2264817,2264817
"PL63",2015,2271559,2271559
"PL63",2016,2277059,2277059
"PL63",2017,2285800,2285800
"PL63",2018,2294926,2294926
"PL63",2019,2305077,2305077
"PL63",2020,2316135,2316135
"PL71",2009,NA,2532822.80575968
"PL71",2010,NA,2538204.76027682
"PL71",2011,NA,2530407.02821003
"PL71",2012,NA,2511725.60380771
"PL71",2013,NA,2509259.44299785
"PL71",2014,2498861,2498861
"PL71",2015,2489844,2489844
"PL71",2016,2479350,2479350
"PL71",2017,2471620,2471620
"PL71",2018,2462448,2462448
"PL71",2019,2453167,2453167
"PL71",2020,2442685,2442685
"PL72",2009,NA,1275542.30887752
"PL72",2010,NA,1271847.06613279
"PL72",2011,NA,1271792.1610599
"PL72",2012,NA,1260805.07048742
"PL72",2013,NA,1262690.97372906
"PL72",2014,1253041,1253041
"PL72",2015,1247951,1247951
"PL72",2016,1241895,1241895
"PL72",2017,1237518,1237518
"PL72",2018,1232016,1232016
"PL72",2019,1226243,1226243
"PL72",2020,1218743,1218743
"PL81",2009,NA,2155661.77499121
"PL81",2010,NA,2148939.32622427
"PL81",2011,NA,2136131.49538934
"PL81",2012,NA,2134619.75049875
"PL81",2013,NA,2133207.30933208
"PL81",2014,2134413,2134413
"PL81",2015,2126310,2126310
"PL81",2016,2118528,2118528
"PL81",2017,2112787,2112787
"PL81",2018,2105442,2105442
"PL81",2019,2097294,2097294
"PL81",2020,2088292,2088292
"PL82",2009,NA,2007686.61052723
"PL82",2010,NA,2022451.66516755
"PL82",2011,NA,2027271.3825414
"PL82",2012,NA,2034532.86628869
"PL82",2013,NA,2043634.43387521
"PL82",2014,2083546,2083546
"PL82",2015,2084264,2084264
"PL82",2016,2083496,2083496
"PL82",2017,2084722,2084722
"PL82",2018,2085877,2085877
"PL82",2019,2086135,2086135
"PL82",2020,2084447,2084447
"PL84",2009,NA,1292587.09575889
"PL84",2010,NA,1273025.36487099
"PL84",2011,NA,1260596.70686386
"PL84",2012,NA,1239775.38097978
"PL84",2013,NA,1222898.99311104
"PL84",2014,1165447,1165447
"PL84",2015,1162369,1162369
"PL84",2016,1158945,1158945
"PL84",2017,1156947,1156947
"PL84",2018,1154856,1154856
"PL84",2019,1152074,1152074
"PL84",2020,1149389,1149389
"PL91",2009,NA,2826242.77009085
"PL91",2010,NA,2848832.34423425
"PL91",2011,NA,2868905.2992133
"PL91",2012,NA,2888579.50810748
"PL91",2013,NA,2914571.30786966
"PL91",2014,2937140,2937140
"PL91",2015,2960058,2960058
"PL91",2016,2979942,2979942
"PL91",2017,3002278,3002278
"PL91",2018,3025034,3025034
"PL91",2019,3053104,3053104
"PL91",2020,3082399,3082399
"PL92",2009,NA,2376370.45000218
"PL92",2010,NA,2366873.00272367
"PL92",2011,NA,2365348.75849401
"PL92",2012,NA,2356303.94801707
"PL92",2013,NA,2363138.86324888
"PL92",2014,2355427,2355427
"PL92",2015,2349720,2349720
"PL92",2016,2343325,2343325
"PL92",2017,2339206,2339206
"PL92",2018,2334793,2334793
"PL92",2019,2327207,2327207
"PL92",2020,2319035,2319035
"PT11",2009,NA,3716058.01779425
"PT11",2010,3705980,3705980
"PT11",2011,3693585,3693585
"PT11",2012,3687224,3687224
"PT11",2013,3666234,3666234
"PT11",2014,3644195,3644195
"PT11",2015,3621785,3621785
"PT11",2016,3603778,3603778
"PT11",2017,3584575,3584575
"PT11",2018,3576205,3576205
"PT11",2019,3572583,3572583
"PT11",2020,3575338,3575338
"PT15",2009,NA,453222.348745393
"PT15",2010,445824,445824
"PT15",2011,451304,451304
"PT15",2012,446140,446140
"PT15",2013,444390,444390
"PT15",2014,442358,442358
"PT15",2015,441468,441468
"PT15",2016,441929,441929
"PT15",2017,441469,441469
"PT15",2018,439617,439617
"PT15",2019,438864,438864
"PT15",2020,438406,438406
"PT16",2009,NA,2343883.10883611
"PT16",2010,2337787,2337787
"PT16",2011,2331642,2331642
"PT16",2012,2316169,2316169
"PT16",2013,2298938,2298938
"PT16",2014,2281164,2281164
"PT16",2015,2263992,2263992
"PT16",2016,2256364,2256364
"PT16",2017,2243934,2243934
"PT16",2018,2231346,2231346
"PT16",2019,2216569,2216569
"PT16",2020,2217285,2217285
"PT17",2009,NA,2813982.46747786
"PT17",2010,2808205,2808205
"PT17",2011,2822761,2822761
"PT17",2012,2827050,2827050
"PT17",2013,2818388,2818388
"PT17",2014,2807525,2807525
"PT17",2015,2809168,2809168
"PT17",2016,2812678,2812678
"PT17",2017,2821349,2821349
"PT17",2018,2833679,2833679
"PT17",2019,2846332,2846332
"PT17",2020,2863272,2863272
"PT18",2009,NA,787668.932637031
"PT18",2010,762068,762068
"PT18",2011,758707,758707
"PT18",2012,754385,754385
"PT18",2013,748699,748699
"PT18",2014,743306,743306
"PT18",2015,733370,733370
"PT18",2016,724391,724391
"PT18",2017,718087,718087
"PT18",2018,711950,711950
"PT18",2019,705478,705478
"PT18",2020,704558,704558
"PT20",2009,NA,253490.944751698
"PT20",2010,246900,246900
"PT20",2011,246757,246757
"PT20",2012,247194,247194
"PT20",2013,247549,247549
"PT20",2014,247440,247440
"PT20",2015,246353,246353
"PT20",2016,245766,245766
"PT20",2017,245283,245283
"PT20",2018,243862,243862
"PT20",2019,242846,242846
"PT20",2020,242796,242796
"PT30",2009,NA,263365.779234404
"PT30",2010,266715,266715
"PT30",2011,267965,267965
"PT30",2012,264236,264236
"PT30",2013,263091,263091
"PT30",2014,261313,261313
"PT30",2015,258686,258686
"PT30",2016,256424,256424
"PT30",2017,254876,254876
"PT30",2018,254368,254368
"PT30",2019,253945,253945
"PT30",2020,254254,254254
"RO11",2009,NA,2709225.48204171
"RO11",2010,2719719,2719719
"RO11",2011,2717532,2717532
"RO11",2012,2598877,2598877
"RO11",2013,2594823,2594823
"RO11",2014,2590220,2590220
"RO11",2015,2585543,2585543
"RO11",2016,2576567,2576567
"RO11",2017,2568282,2568282
"RO11",2018,2560504,2560504
"RO11",2019,2552112,2552112
"RO11",2020,2547429,2547429
"RO12",2009,NA,2494054.67916487
"RO12",2010,2524418,2524418
"RO12",2011,2522692,2522692
"RO12",2012,2360578,2360578
"RO12",2013,2359405,2359405
"RO12",2014,2355312,2355312
"RO12",2015,2350147,2350147
"RO12",2016,2341964,2341964
"RO12",2017,2332785,2332785
"RO12",2018,2325371,2325371
"RO12",2019,2318272,2318272
"RO12",2020,2314826,2314826
"RO21",2009,NA,3522499.36149246
"RO21",2010,3712396,3712396
"RO21",2011,3703283,3703283
"RO21",2012,3294204,3294204
"RO21",2013,3278798,3278798
"RO21",2014,3273367,3273367
"RO21",2015,3269598,3269598
"RO21",2016,3256734,3256734
"RO21",2017,3239540,3239540
"RO21",2018,3222732,3222732
"RO21",2019,3198564,3198564
"RO21",2020,3184215,3184215
"RO22",2009,NA,2737730.47575305
"RO22",2010,2811218,2811218
"RO22",2011,2802532,2802532
"RO22",2012,2538949,2538949
"RO22",2013,2523354,2523354
"RO22",2014,2509094,2509094
"RO22",2015,2492352,2492352
"RO22",2016,2469868,2469868
"RO22",2017,2447270,2447270
"RO22",2018,2423059,2423059
"RO22",2019,2396171,2396171
"RO22",2020,2377101,2377101
"RO31",2009,NA,3279382.25710734
"RO31",2010,3267270,3267270
"RO31",2011,3253712,3253712
"RO31",2012,3128799,3128799
"RO31",2013,3108150,3108150
"RO31",2014,3085095,3085095
"RO31",2015,3061286,3061286
"RO31",2016,3031555,3031555
"RO31",2017,3003394,3003394
"RO31",2018,2965415,2965415
"RO31",2019,2929832,2929832
"RO31",2020,2901376,2901376
"RO32",2009,NA,2253325.15511268
"RO32",2010,2261698,2261698
"RO32",2011,2267419,2267419
"RO32",2012,2279145,2279145
"RO32",2013,2282244,2282244
"RO32",2014,2282968,2282968
"RO32",2015,2284200,2284200
"RO32",2016,2288203,2288203
"RO32",2017,2287208,2287208
"RO32",2018,2302291,2302291
"RO32",2019,2315173,2315173
"RO32",2020,2322002,2322002
"RO41",2009,NA,2247899.58795679
"RO41",2010,2246033,2246033
"RO41",2011,2232814,2232814
"RO41",2012,2067357,2067357
"RO41",2013,2048702,2048702
"RO41",2014,2033360,2033360
"RO41",2015,2015766,2015766
"RO41",2016,1993482,1993482
"RO41",2017,1972979,1972979
"RO41",2018,1949813,1949813
"RO41",2019,1926860,1926860
"RO41",2020,1910409,1910409
"RO42",2009,NA,1897555.58169833
"RO42",2010,1919434,1919434
"RO42",2011,1913831,1913831
"RO42",2012,1828087,1828087
"RO42",2013,1824598,1824598
"RO42",2014,1817895,1817895
"RO42",2015,1811755,1811755
"RO42",2016,1802212,1802212
"RO42",2017,1792491,1792491
"RO42",2018,1784296,1784296
"RO42",2019,1777474,1777474
"RO42",2020,1771480,1771480
"SE11",2009,NA,1968305.16026682
"SE11",2010,2019182,2019182
"SE11",2011,2054343,2054343
"SE11",2012,2091473,2091473
"SE11",2013,2127006,2127006
"SE11",2014,2163042,2163042
"SE11",2015,2198044,2198044
"SE11",2016,2231439,2231439
"SE11",2017,2269060,2269060
"SE11",2018,2308143,2308143
"SE11",2019,2344124,2344124
"SE11",2020,2377081,2377081
"SE12",2009,NA,1524260.36021141
"SE12",2010,1558292,1558292
"SE12",2011,1569248,1569248
"SE12",2012,1578097,1578097
"SE12",2013,1589821,1589821
"SE12",2014,1605347,1605347
"SE12",2015,1621566,1621566
"SE12",2016,1638825,1638825
"SE12",2017,1664145,1664145
"SE12",2018,1687810,1687810
"SE12",2019,1708813,1708813
"SE12",2020,1727398,1727398
"SE21",2009,NA,797158.649320381
"SE21",2010,810066,810066
"SE21",2011,811611,811611
"SE21",2012,812948,812948
"SE21",2013,815792,815792
"SE21",2014,819426,819426
"SE21",2015,826243,826243
"SE21",2016,834276,834276
"SE21",2017,847667,847667
"SE21",2018,856887,856887
"SE21",2019,864630,864630
"SE21",2020,870200,870200
"SE22",2009,NA,1365648.72276532
"SE22",2010,1383653,1383653
"SE22",2011,1396556,1396556
"SE22",2012,1405912,1405912
"SE22",2013,1415403,1415403
"SE22",2014,1426826,1426826
"SE22",2015,1443065,1443065
"SE22",2016,1459880,1459880
"SE22",2017,1483018,1483018
"SE22",2018,1504060,1504060
"SE22",2019,1521848,1521848
"SE22",2020,1537433,1537433
"SE23",2009,NA,1831382.99627589
"SE23",2010,1866283,1866283
"SE23",2011,1879781,1879781
"SE23",2012,1892328,1892328
"SE23",2013,1904563,1904563
"SE23",2014,1921924,1921924
"SE23",2015,1942677,1942677
"SE23",2016,1963466,1963466
"SE23",2017,1992116,1992116
"SE23",2018,2015607,2015607
"SE23",2019,2039166,2039166
"SE23",2020,2059729,2059729
"SE31",2009,NA,821103.786914274
"SE31",2010,825931,825931
"SE31",2011,826820,826820
"SE31",2012,825431,825431
"SE31",2013,826272,826272
"SE31",2014,829134,829134
"SE31",2015,833585,833585
"SE31",2016,838747,838747
"SE31",2017,848451,848451
"SE31",2018,852201,852201
"SE31",2019,855220,855220
"SE31",2020,857762,857762
"SE32",2009,NA,359554.201006502
"SE32",2010,369708,369708
"SE32",2011,369316,369316
"SE32",2012,368454,368454
"SE32",2013,368182,368182
"SE32",2014,368617,368617
"SE32",2015,369826,369826
"SE32",2016,371273,371273
"SE32",2017,374245,374245
"SE32",2018,375774,375774
"SE32",2019,375733,375733
"SE32",2020,376157,376157
"SE33",2009,NA,505598.729529065
"SE33",2010,507567,507567
"SE33",2011,507895,507895
"SE33",2012,508212,508212
"SE33",2013,508854,508854
"SE33",2014,510548,510548
"SE33",2015,512349,512349
"SE33",2016,513111,513111
"SE33",2017,516451,516451
"SE33",2018,519760,519760
"SE33",2019,520651,520651
"SE33",2020,521829,521829
"SI03",2009,NA,1101188.24061474
"SI03",2010,1099674,1099674
"SI03",2011,1098506,1098506
"SI03",2012,1099196,1099196
"SI03",2013,1097198,1097198
"SI03",2014,1094709,1094709
"SI03",2015,1093545,1093545
"SI03",2016,1092193,1092193
"SI03",2017,1091159,1091159
"SI03",2018,1089717,1089717
"SI03",2019,1094435,1094435
"SI03",2020,1100012,1100012
"SI04",2009,NA,946486.072635939
"SI04",2010,947302,947302
"SI04",2011,951683,951683
"SI04",2012,956300,956300
"SI04",2013,961623,961623
"SI04",2014,966376,966376
"SI04",2015,969329,969329
"SI04",2016,971995,971995
"SI04",2017,974736,974736
"SI04",2018,977163,977163
"SI04",2019,986473,986473
"SI04",2020,995849,995849
"SK01",2009,NA,594721.196188561
"SK01",2010,597999,597999
"SK01",2011,599931,599931
"SK01",2012,606537,606537
"SK01",2013,612682,612682
"SK01",2014,618380,618380
"SK01",2015,625167,625167
"SK01",2016,633288,633288
"SK01",2017,641892,641892
"SK01",2018,650838,650838
"SK01",2019,659598,659598
"SK01",2020,669592,669592
"SK02",2009,NA,1847065.44059213
"SK02",2010,1842763,1842763
"SK02",2011,1838786,1838786
"SK02",2012,1839259,1839259
"SK02",2013,1838136,1838136
"SK02",2014,1836664,1836664
"SK02",2015,1834832,1834832
"SK02",2016,1832159,1832159
"SK02",2017,1830751,1830751
"SK02",2018,1828428,1828428
"SK02",2019,1826145,1826145
"SK02",2020,1823792,1823792
"SK03",2009,NA,1348812.41026397
"SK03",2010,1350286,1350286
"SK03",2011,1349286,1349286
"SK03",2012,1349729,1349729
"SK03",2013,1348611,1348611
"SK03",2014,1347233,1347233
"SK03",2015,1345808,1345808
"SK03",2016,1343458,1343458
"SK03",2017,1342287,1342287
"SK03",2018,1340811,1340811
"SK03",2019,1339242,1339242
"SK03",2020,1336785,1336785
"SK04",2009,NA,1602205.79945634
"SK04",2010,1599362,1599362
"SK04",2011,1604443,1604443
"SK04",2012,1608797,1608797
"SK04",2013,1611407,1611407
"SK04",2014,1613672,1613672
"SK04",2015,1615542,1615542
"SK04",2016,1617347,1617347
"SK04",2017,1620413,1620413
"SK04",2018,1623043,1623043
"SK04",2019,1625436,1625436
"SK04",2020,1627704,1627704
"UKC1",2009,NA,1165260.41989437
"UKC1",2010,1168781,1168781
"UKC1",2011,1173646,1173646
"UKC1",2012,1177121,1177121
"UKC1",2013,1179963,1179963
"UKC1",2014,1183175,1183175
"UKC1",2015,1186123,1186123
"UKC1",2016,1190177,1190177
"UKC1",2017,1194437,1194437
"UKC1",2018,1197992,1197992
"UKC1",2019,1201543,1201543
"UKC1",2020,NA,1202387.38127082
"UKC2",2009,NA,1406082.19746375
"UKC2",2010,1412315,1412315
"UKC2",2011,1417980,1417980
"UKC2",2012,1422315,1422315
"UKC2",2013,1426640,1426640
"UKC2",2014,1431607,1431607
"UKC2",2015,1435643,1435643
"UKC2",2016,1440477,1440477
"UKC2",2017,1446249,1446249
"UKC2",2018,1450223,1450223
"UKC2",2019,1455437,1455437
"UKC2",2020,NA,1470188.20663268
"UKD1",2009,NA,490993.128890462
"UKD1",2010,500458,500458
"UKD1",2011,499952,499952
"UKD1",2012,499524,499524
"UKD1",2013,498860,498860
"UKD1",2014,498463,498463
"UKD1",2015,498545,498545
"UKD1",2016,498745,498745
"UKD1",2017,498641,498641
"UKD1",2018,498216,498216
"UKD1",2019,498083,498083
"UKD1",2020,NA,501418.502030894
"UKD3",2009,NA,2638130.1200302
"UKD3",2010,2651011,2651011
"UKD3",2011,2673791,2673791
"UKD3",2012,2693358,2693358
"UKD3",2013,2707445,2707445
"UKD3",2014,2721819,2721819
"UKD3",2015,2741974,2741974
"UKD3",2016,2767348,2767348
"UKD3",2017,2789735,2789735
"UKD3",2018,2808080,2808080
"UKD3",2019,2822003,2822003
"UKD3",2020,NA,2844827.20401797
"UKD4",2009,NA,1452105.60923938
"UKD4",2010,1455120,1455120
"UKD4",2011,1459318,1459318
"UKD4",2012,1463274,1463274
"UKD4",2013,1466592,1466592
"UKD4",2014,1469371,1469371
"UKD4",2015,1473818,1473818
"UKD4",2016,1480296,1480296
"UKD4",2017,1487102,1487102
"UKD4",2018,1490434,1490434
"UKD4",2019,1495318,1495318
"UKD4",2020,NA,1502573.9250949
"UKD6",2009,NA,890169.074573317
"UKD6",2010,898513,898513
"UKD6",2011,901375,901375
"UKD6",2012,904677,904677
"UKD6",2013,907796,907796
"UKD6",2014,911368,911368
"UKD6",2015,915471,915471
"UKD6",2016,919711,919711
"UKD6",2017,924261,924261
"UKD6",2018,927799,927799
"UKD6",2019,931347,931347
"UKD6",2020,NA,928713.848167235
"UKD7",2009,NA,1489557.40728756
"UKD7",2010,1498042,1498042
"UKD7",2011,1503567,1503567
"UKD7",2012,1509368,1509368
"UKD7",2013,1513266,1513266
"UKD7",2014,1517171,1517171
"UKD7",2015,1524173,1524173
"UKD7",2016,1533376,1533376
"UKD7",2017,1541473,1541473
"UKD7",2018,1547607,1547607
"UKD7",2019,1553324,1553324
"UKD7",2020,NA,1558957.28290249
"UKE1",2009,NA,921335.785109201
"UKE1",2010,914144,914144
"UKE1",2011,916612,916612
"UKE1",2012,919564,919564
"UKE1",2013,921510,921510
"UKE1",2014,922928,922928
"UKE1",2015,924558,924558
"UKE1",2016,926818,926818
"UKE1",2017,929189,929189
"UKE1",2018,931065,931065
"UKE1",2019,932645,932645
"UKE1",2020,NA,927027.926713836
"UKE2",2009,NA,793565.944770255
"UKE2",2010,791442,791442
"UKE2",2011,796538,796538
"UKE2",2012,801039,801039
"UKE2",2013,804925,804925
"UKE2",2014,807558,807558
"UKE2",2015,810048,810048
"UKE2",2016,814066,814066
"UKE2",2017,818141,818141
"UKE2",2018,820874,820874
"UKE2",2019,824054,824054
"UKE2",2020,NA,839593.666185612
"UKE3",2009,NA,1312442.8152125
"UKE3",2010,1328405,1328405
"UKE3",2011,1338373,1338373
"UKE3",2012,1348096,1348096
"UKE3",2013,1355465,1355465
"UKE3",2014,1362340,1362340
"UKE3",2015,1370817,1370817
"UKE3",2016,1380458,1380458
"UKE3",2017,1389426,1389426
"UKE3",2018,1397266,1397266
"UKE3",2019,1404971,1404971
"UKE3",2020,NA,1406206.56361974
"UKE4",2009,NA,2199471.78100112
"UKE4",2010,2205139,2205139
"UKE4",2011,2220015,2220015
"UKE4",2012,2233863,2233863
"UKE4",2013,2245499,2245499
"UKE4",2014,2256217,2256217
"UKE4",2015,2269744,2269744
"UKE4",2016,2286357,2286357
"UKE4",2017,2301000,2301000
"UKE4",2018,2313390,2313390
"UKE4",2019,2324560,2324560
"UKE4",2020,NA,2342714.20856676
"UKF1",2009,NA,2069499.25789638
"UKF1",2010,2090780,2090780
"UKF1",2011,2104311,2104311
"UKF1",2012,2116662,2116662
"UKF1",2013,2129007,2129007
"UKF1",2014,2141903,2141903
"UKF1",2015,2155431,2155431
"UKF1",2016,2170611,2170611
"UKF1",2017,2187643,2187643
"UKF1",2018,2199851,2199851
"UKF1",2019,2210381,2210381
"UKF1",2020,NA,2228196.73506033
"UKF2",2009,NA,1656740.31714607
"UKF2",2010,1689857,1689857
"UKF2",2011,1704627,1704627
"UKF2",2012,1719017,1719017
"UKF2",2013,1732295,1732295
"UKF2",2014,1747794,1747794
"UKF2",2015,1767307,1767307
"UKF2",2016,1789613,1789613
"UKF2",2017,1812852,1812852
"UKF2",2018,1828762,1828762
"UKF2",2019,1843764,1843764
"UKF2",2020,NA,1863181.19813256
"UKF3",2009,NA,689322.549631386
"UKF3",2010,708733,708733
"UKF3",2011,713322,713322
"UKF3",2012,716973,716973
"UKF3",2013,721847,721847
"UKF3",2014,728205,728205
"UKF3",2015,734643,734643
"UKF3",2016,741087,741087
"UKF3",2017,747996,747996
"UKF3",2018,752671,752671
"UKF3",2019,756920,756920
"UKF3",2020,NA,763148.824255519
"UKG1",2009,NA,1279915.84196787
"UKG1",2010,1288952,1288952
"UKG1",2011,1293901,1293901
"UKG1",2012,1299764,1299764
"UKG1",2013,1305682,1305682
"UKG1",2014,1312357,1312357
"UKG1",2015,1319504,1319504
"UKG1",2016,1327386,1327386
"UKG1",2017,1338055,1338055
"UKG1",2018,1344393,1344393
"UKG1",2019,1352539,1352539
"UKG1",2020,NA,1346448.62992134
"UKG2",2009,NA,1550169.36900583
"UKG2",2010,1558437,1558437
"UKG2",2011,1567473,1567473
"UKG2",2012,1575136,1575136
"UKG2",2013,1581454,1581454
"UKG2",2014,1588088,1588088
"UKG2",2015,1594600,1594600
"UKG2",2016,1603003,1603003
"UKG2",2017,1613788,1613788
"UKG2",2018,1619877,1619877
"UKG2",2019,1626956,1626956
"UKG2",2020,NA,1630536.20089193
"UKG3",2009,NA,2669355.08571487
"UKG3",2010,2699492,2699492
"UKG3",2011,2725810,2725810
"UKG3",2012,2750805,2750805
"UKG3",2013,2771841,2771841
"UKG3",2014,2793881,2793881
"UKG3",2015,2820216,2820216
"UKG3",2016,2852553,2852553
"UKG3",2017,2883905,2883905
"UKG3",2018,2908821,2908821
"UKG3",2019,2928377,2928377
"UKG3",2020,NA,2965318.01892626
"UKH1",2009,NA,2337232.58027931
"UKH1",2010,2361712,2361712
"UKH1",2011,2385006,2385006
"UKH1",2012,2403234,2403234
"UKH1",2013,2416785,2416785
"UKH1",2014,2434456,2434456
"UKH1",2015,2456564,2456564
"UKH1",2016,2475882,2475882
"UKH1",2017,2493326,2493326
"UKH1",2018,2509078,2509078
"UKH1",2019,2521676,2521676
"UKH1",2020,NA,2550868.58116289
"UKH2",2009,NA,1678556.81623688
"UKH2",2010,1706697,1706697
"UKH2",2011,1726575,1726575
"UKH2",2012,1745325,1745325
"UKH2",2013,1763546,1763546
"UKH2",2014,1784776,1784776
"UKH2",2015,1806939,1806939
"UKH2",2016,1827766,1827766
"UKH2",2017,1841673,1841673
"UKH2",2018,1859787,1859787
"UKH2",2019,1871847,1871847
"UKH2",2020,NA,1896600.73768544
"UKH3",2009,NA,1677147.80413233
"UKH3",2010,1711120,1711120
"UKH3",2011,1723421,1723421
"UKH3",2012,1735578,1735578
"UKH3",2013,1748546,1748546
"UKH3",2014,1765271,1765271
"UKH3",2015,1782982,1782982
"UKH3",2016,1798750,1798750
"UKH3",2017,1813609,1813609
"UKH3",2018,1828948,1828948
"UKH3",2019,1841887,1841887
"UKH3",2020,NA,1848542.65007819
"UKI0",2009,NA,7912016.3599292
"UKI0",2010,8002621,8002621
"UKI0",2011,8133525,8133525
"UKI0",2012,8256568,8256568
"UKI0",2013,8363095,8363095
"UKI0",2014,8478369,8478369
"UKI0",2015,8603110,8603110
"UKI0",2016,8718245,8718245
"UKI0",2017,8797265,8797265
"UKI0",2018,8899823,8899823
"UKI0",2019,8982256,8982256
"UKI0",2020,NA,9136447.38844136
"UKJ1",2009,NA,2223631.82378302
"UKJ1",2010,2242650,2242650
"UKJ1",2011,2264895,2264895
"UKJ1",2012,2284847,2284847
"UKJ1",2013,2304318,2304318
"UKJ1",2014,2325301,2325301
"UKJ1",2015,2347205,2347205
"UKJ1",2016,2368548,2368548
"UKJ1",2017,2385514,2385514
"UKJ1",2018,2402507,2402507
"UKJ1",2019,2417428,2417428
"UKJ1",2020,NA,2441084.0808884
"UKJ2",2009,NA,2683276.63381543
"UKJ2",2010,2709001,2709001
"UKJ2",2011,2733391,2733391
"UKJ2",2012,2755648,2755648
"UKJ2",2013,2778314,2778314
"UKJ2",2014,2802800,2802800
"UKJ2",2015,2827820,2827820
"UKJ2",2016,2852269,2852269
"UKJ2",2017,2871387,2871387
"UKJ2",2018,2892767,2892767
"UKJ2",2019,2909838,2909838
"UKJ2",2020,NA,2941593.66309095
"UKJ3",2009,NA,1874106.20107209
"UKJ3",2010,1877812,1877812
"UKJ3",2011,1894162,1894162
"UKJ3",2012,1908507,1908507
"UKJ3",2013,1920223,1920223
"UKJ3",2014,1932133,1932133
"UKJ3",2015,1946199,1946199
"UKJ3",2016,1961230,1961230
"UKJ3",2017,1973952,1973952
"UKJ3",2018,1985074,1985074
"UKJ3",2019,1993050,1993050
"UKJ3",2020,NA,2000966.75593649
"UKJ4",2009,NA,1684227.77777794
"UKJ4",2010,1705146,1705146
"UKJ4",2011,1723082,1723082
"UKJ4",2012,1739802,1739802
"UKJ4",2013,1756070,1756070
"UKJ4",2014,1773140,1773140
"UKJ4",2015,1790347,1790347
"UKJ4",2016,1807834,1807834
"UKJ4",2017,1824794,1824794
"UKJ4",2018,1840563,1840563
"UKJ4",2019,1854717,1854717
"UKJ4",2020,NA,1872150.99812183
"UKK1",2009,NA,2309618.8634706
"UKK1",2010,2324183,2324183
"UKK1",2011,2342716,2342716
"UKK1",2012,2362209,2362209
"UKK1",2013,2382428,2382428
"UKK1",2014,2404752,2404752
"UKK1",2015,2429519,2429519
"UKK1",2016,2453872,2453872
"UKK1",2017,2474784,2474784
"UKK1",2018,2496022,2496022
"UKK1",2019,2516568,2516568
"UKK1",2020,NA,2549159.32672548
"UKK2",2009,NA,1262272.38450625
"UKK2",2010,1261896,1261896
"UKK2",2011,1271821,1271821
"UKK2",2012,1280933,1280933
"UKK2",2013,1288448,1288448
"UKK2",2014,1295993,1295993
"UKK2",2015,1304470,1304470
"UKK2",2016,1313859,1313859
"UKK2",2017,1322286,1322286
"UKK2",2018,1329868,1329868
"UKK2",2019,1336003,1336003
"UKK2",2020,NA,1342288.40865006
"UKK3",2009,NA,517335.578034503
"UKK3",2010,530325,530325
"UKK3",2011,534024,534024
"UKK3",2012,538254,538254
"UKK3",2013,542252,542252
"UKK3",2014,546137,546137
"UKK3",2015,550437,550437
"UKK3",2016,555014,555014
"UKK3",2017,560526,560526
"UKK3",2018,564588,564588
"UKK3",2019,568612,568612
"UKK3",2020,NA,569239.169414278
"UKK4",2009,NA,1119127.15652042
"UKK4",2010,1127629,1127629
"UKK4",2011,1132530,1132530
"UKK4",2012,1138922,1138922
"UKK4",2013,1145447,1145447
"UKK4",2014,1153568,1153568
"UKK4",2015,1162981,1162981
"UKK4",2016,1171558,1171558
"UKK4",2017,1180517,1180517
"UKK4",2018,1187825,1187825
"UKK4",2019,1195198,1195198
"UKK4",2020,NA,1191909.35313326
"UKL1",2009,NA,1917158.79033549
"UKL1",2010,1924712,1924712
"UKL1",2011,1930295,1930295
"UKL1",2012,1936308,1936308
"UKL1",2013,1940620,1940620
"UKL1",2014,1944635,1944635
"UKL1",2015,1948946,1948946
"UKL1",2016,1954376,1954376
"UKL1",2017,1960764,1960764
"UKL1",2018,1963646,1963646
"UKL1",2019,1968383,1968383
"UKL1",2020,NA,1975939.70652253
"UKL2",2009,NA,1106362.04036843
"UKL2",2010,1119494,1119494
"UKL2",2011,1126355,1126355
"UKL2",2012,1132607,1132607
"UKL2",2013,1137738,1137738
"UKL2",2014,1142724,1142724
"UKL2",2015,1146757,1146757
"UKL2",2016,1151846,1151846
"UKL2",2017,1158491,1158491
"UKL2",2018,1162876,1162876
"UKL2",2019,1168000,1168000
"UKL2",2020,NA,1179643.11638579
"UKM5",2009,NA,472426.514329351
"UKM5",2010,468596,468596
"UKM5",2011,473634,473634
"UKM5",2012,478294,478294
"UKM5",2013,482660,482660
"UKM5",2014,487150,487150
"UKM5",2015,490875,490875
"UKM5",2016,492173,492173
"UKM5",2017,491323,491323
"UKM5",2018,494624,494624
"UKM5",2019,495365,495365
"UKM5",2020,NA,497699.659023194
"UKM6",2009,NA,461856.895256059
"UKM6",2010,463388,463388
